diet	species	Cor_diet_sp	Pval_diet_sp	Cor_sp_cdai	Pval_sp_cdai	Qval_diet_sp	Qval_sp_cdai
age_10_18_years_7	Clostridia_bacterium_UC5_1_1D1	-0.240553814427753	0.000254029409136069	-0.281765626178608	1.63678683302399e-05	0.0213397350582344	0.000183683855706025
age_5_10_years_8	Clostridia_bacterium_UC5_1_1D1	-0.219371583467912	0.000876147973592772	-0.281765626178608	1.63678683302399e-05	0.0397529885286575	0.000183683855706025
age_10_18_years_8	Phocaeicola_dorei	-0.215420939437469	0.00109017212093115	-0.17819353596116	0.00711293766368918	0.044972879139303	0.0167071326519211
age_10_18_years_8	Flavonifractor_plautii	-0.241898606504612	0.000233928982600193	-0.263515611197119	5.8291946412325e-05	0.0213397350582344	0.000399750903097897
age_10_18_years_8	Dysosmobacter_welbionis	-0.229265956474291	0.000498314128416284	-0.407803940829769	1.65639584489482e-10	0.0303576130930428	1.67295980334377e-08
age_10_18_years_8	Clostridia_bacterium_UC5_1_1D1	-0.233129156301311	0.000397129459226253	-0.281765626178608	1.63678683302399e-05	0.0267400502545677	0.000183683855706025
age_4_12_months_9	Eubacterium_ventriosum	0.243913561673184	0.000206569505238017	-0.207518018723494	0.00166880362091521	0.0208635200290397	0.00495732840330694
age_4_12_months_9	Fusicatenibacter_saccharivorans	0.223294606604745	0.000702540343387232	-0.220097307242277	0.000841317922729986	0.0364371599718946	0.00283243700652429
age_4_12_months_9	Clostridiaceae_bacterium	0.217299383281209	0.000983040283674051	-0.278974638464035	1.99944817010459e-05	0.042873961462966	0.000201944265180563
age_4_12_months_9	GGB9719_SGB15272	0.223894990189163	0.00067896546984526	-0.221966196446282	0.000757411691577635	0.0357159207089375	0.00273209217319075
age_4_12_months_9	Clostridium_fessum	0.223976223848805	0.000675832432354158	-0.254330226959536	0.000106790408593349	0.0357159207089375	0.000599212848218234
age_4_12_months_9	Roseburia_inulinivorans	0.234088540291317	0.000375145560377464	-0.266313665862174	4.825907465191e-05	0.0261783392859765	0.000399750903097897
age_4_12_months_9	Flavonifractor_plautii	0.337782891309499	1.83607258972715e-07	-0.263515611197119	5.8291946412325e-05	0.00023489488664576	0.000399750903097897
age_4_12_months_9	Roseburia_intestinalis	0.219998847261064	0.000845967373731095	-0.203966431933554	0.00201079481950803	0.0397529885286575	0.0058025793362946
age_4_12_months_9	Ruthenibacterium_lactatiformans	0.245906009607237	0.000182475800575082	-0.194634899808369	0.00323484530768666	0.0200097749316333	0.00816798440190881
age_4_12_months_9	Dysosmobacter_welbionis	0.350362741557942	5.87842339297234e-08	-0.407803940829769	1.65639584489482e-10	0.000112806944911139	1.67295980334377e-08
age_4_12_months_9	Faecalibacterium_prausnitzii	0.22582449993063	0.000608057022722278	-0.281858701516015	1.62583856433924e-05	0.0335563705734035	0.000183683855706025
age_4_12_months_9	Hydrogenoanaerobacterium_saccharovorans	0.238094430114628	0.00029500958867647	-0.250415313167274	0.000137296420360701	0.0226449360268059	0.000660330402687183
age_4_12_months_9	Clostridia_bacterium_UC5_1_1D1	0.219585593152644	0.000865741280266594	-0.281765626178608	1.63678683302399e-05	0.0397529885286575	0.000183683855706025
age_4_12_months_9	Clostridiales_bacterium_KLE1615	0.241339999208999	0.000242091344299005	-0.224544138609435	0.000654299147992901	0.0213397350582344	0.002447563479529
age_4_12_months_9	Agathobaculum_butyriciproducens	0.221342239662597	0.00078452597081389	-0.163748579782756	0.0135038520274959	0.039167831114806	0.0296497620603714
age_1_5_yers_9	Fusicatenibacter_saccharivorans	0.214978518217702	0.00111691769445841	-0.220097307242277	0.000841317922729986	0.044972879139303	0.00283243700652429
age_1_5_yers_9	Flavonifractor_plautii	0.250024509245988	0.00014075288233405	-0.263515611197119	5.8291946412325e-05	0.0186279159447615	0.000399750903097897
age_1_5_yers_9	Dysosmobacter_welbionis	0.217602394248798	0.000966695037193741	-0.407803940829769	1.65639584489482e-10	0.0426456960086158	1.67295980334377e-08
age_1_5_years_10	Phocaeicola_dorei	-0.21607446488574	0.00105173984062361	-0.17819353596116	0.00711293766368918	0.044972879139303	0.0167071326519211
age_5_10_years_10	Flavonifractor_plautii	-0.238922103216009	0.000280577100446205	-0.263515611197119	5.8291946412325e-05	0.0219766308471946	0.000399750903097897
age_5_10_years_10	Clostridia_bacterium_UC5_1_1D1	-0.239944092774688	0.000263663039907839	-0.281765626178608	1.63678683302399e-05	0.0215306116418359	0.000183683855706025
age_10_18_years_10	Flavonifractor_plautii	-0.24696369243452	0.00017077821006256	-0.263515611197119	5.8291946412325e-05	0.0198870738019952	0.000399750903097897
age_1_5_years_11	Phocaeicola_dorei	-0.218092324442632	0.000940794967526747	-0.17819353596116	0.00711293766368918	0.0419857102949727	0.0167071326519211
age_5_10_years_11	Flavonifractor_plautii	-0.230859853193697	0.000453974923585738	-0.263515611197119	5.8291946412325e-05	0.0290392626120343	0.000399750903097897
age_5_10_years_11	Clostridia_bacterium_UC5_1_1D1	-0.212909863860836	0.00125015317221545	-0.281765626178608	1.63678683302399e-05	0.0484655340905342	0.000183683855706025
age_5_10_years_12	Flavonifractor_plautii	-0.260571578962509	7.09474683903987e-05	-0.263515611197119	5.8291946412325e-05	0.0133293824172878	0.000399750903097897
