term,estimate,std.error,statistic,p.value,metadata_var,pathway,fdr
factor(cd_site1)4,1.1718390123859607e-4,1.1450002091460961e-4,1.0234399985480178,0.3071658169275107,cd_site1,MET_SAM_PWY,0.3071658169275107
factor(cd_site_l4)1,-1.1240528496850589e-5,2.5574679818489557e-5,-0.4395178581561009,0.6606919693489899,cd_site_l4,MET_SAM_PWY,0.6606919693489899
factor(cd_perianal)1,-2.0873073624489875e-5,1.685039128554359e-5,-1.2387293132117028,0.21668690962741646,cd_perianal,MET_SAM_PWY,0.21668690962741646
cdai,1.8869284668227483e-7,1.0917879189837284e-7,1.7282921289137936,0.08530171316663863,cdai,MET_SAM_PWY,0.08530171316663863
factor(cd_act)Mild Act,9.06533365980653e-5,1.9952088927131438e-5,4.5435511504157455,7.041479779566384e-6,cd_act,MET_SAM_PWY,1.0562219669349576e-5
factor(cd_act)Moderate,1.0629235331874289e-4,2.6744683698541226e-5,3.97433577890998,8.166912992479988e-5,cd_act,MET_SAM_PWY,8.166912992479988e-5
factor(cd_act)Remission,6.687655587429084e-5,1.033989928059618e-5,6.467815020189912,2.49806173067694e-10,cd_act,MET_SAM_PWY,7.49418519203082e-10
factor(cd_behaviour___1)1,-8.157484611178169e-5,1.5226191769417247e-5,-5.357534395148617,2.0162952922948777e-7,cd_behaviour___1,MET_SAM_PWY,2.0162952922948777e-7
factor(cd_behaviour___2)1,6.323242432427166e-5,1.8391887883416702e-5,3.438060558279395,6.933862001015955e-4,cd_behaviour___2,MET_SAM_PWY,6.933862001015955e-4
factor(cd_behaviour___3)1,5.625805290043768e-5,1.7268935482159772e-5,3.257760326834093,0.0012896414867508066,cd_behaviour___3,MET_SAM_PWY,0.0012896414867508066
factor(cd_site1)2,-8.232090845605512e-5,2.674304868103561e-5,-3.0782170513876985,0.002333059682825666,cd_site1,METSYN_PWY,0.006999179048476998
factor(cd_site1)3,-4.376596731261992e-5,2.0180847884074816e-5,-2.168688231734638,0.031123036184250778,cd_site1,METSYN_PWY,0.04668455427637617
factor(cd_site1)4,1.183119965777975e-4,1.1594205659275481e-4,1.0204407275038003,0.30858239672861626,cd_site1,METSYN_PWY,0.30858239672861626
factor(cd_site_l4)1,-1.386337054454758e-5,2.5908743948656337e-5,-0.535084625175994,0.5930994580933686,cd_site_l4,METSYN_PWY,0.5930994580933686
factor(cd_perianal)1,-2.1573617722931016e-5,1.7071624805294104e-5,-1.2637120349693247,0.20759089899055042,cd_perianal,METSYN_PWY,0.20759089899055042
cdai,2.1537054184195573e-7,1.1020706591586325e-7,1.954235330122832,0.051906825628063404,cdai,METSYN_PWY,0.051906825628063404
factor(cd_act)Mild Act,9.289124915766347e-5,2.0031475877498e-5,4.637264359637684,4.582040795742525e-6,cd_act,METSYN_PWY,6.8730611936137885e-6
factor(cd_act)Moderate,1.123567792289733e-4,2.685109756252808e-5,4.184438977487917,3.412461532269883e-5,cd_act,METSYN_PWY,3.412461532269883e-5
factor(cd_act)Remission,6.593506424567456e-5,1.0381040490119745e-5,6.351488977278231,5.038384059076571e-10,cd_act,METSYN_PWY,1.5115152177229715e-9
factor(cd_behaviour___1)1,-8.193899833874564e-5,1.544450295817079e-5,-5.305382669851247,2.604718646690605e-7,cd_behaviour___1,METSYN_PWY,2.604718646690605e-7
factor(cd_behaviour___2)1,6.574645021692497e-5,1.8610879512215373e-5,3.5326890474881565,4.954701092884732e-4,cd_behaviour___2,METSYN_PWY,4.954701092884732e-4
factor(cd_behaviour___3)1,5.590539253425931e-5,1.7513130236185368e-5,3.1921987548946804,0.0016056317472991325,cd_behaviour___3,METSYN_PWY,0.0016056317472991325
factor(cd_site1)2,-7.42801795958923e-5,2.475074204549796e-5,-3.001129398841741,0.0029837477898266417,cd_site1,P161_PWY,0.008951243369479925
factor(cd_site1)3,-4.6774110542339025e-5,1.867741281839624e-5,-2.504314221521573,0.01295660653982017,cd_site1,P161_PWY,0.019434909809730255
factor(cd_site1)4,-2.0383002108521854e-5,1.0730459227660034e-4,-0.18995461122465612,0.8495107940739896,cd_site1,P161_PWY,0.8495107940739896
factor(cd_site_l4)1,-1.1213724774736488e-5,2.3899616997861042e-5,-0.4692010242565849,0.639362822077908,cd_site_l4,P161_PWY,0.639362822077908
factor(cd_perianal)1,-2.467106457445674e-5,1.5716663806828264e-5,-1.56973928294745,0.11782698012550354,cd_perianal,P161_PWY,0.11782698012550354
cdai,1.7349031695917223e-7,1.0200157829242353e-7,1.7008591422164174,0.09034490958379365,cdai,P161_PWY,0.09034490958379365
factor(cd_act)Mild Act,6.199940759989694e-5,1.888820165962643e-5,3.282441002968578,0.0011057967300462505,cd_act,P161_PWY,0.0011057967300462505
factor(cd_act)Moderate,1.1562797669304615e-4,2.5318601017963595e-5,4.566918077780359,6.330430148465624e-6,cd_act,P161_PWY,9.495645222698437e-6
factor(cd_act)Remission,5.265432283288418e-5,9.788554144150256e-6,5.379172659973584,1.1821902107658299e-7,cd_act,P161_PWY,3.5465706322974897e-7
factor(cd_behaviour___1)1,-6.419913875678364e-5,1.448135742985565e-5,-4.433226585819004,1.4277949045391798e-5,cd_behaviour___1,P161_PWY,1.4277949045391798e-5
factor(cd_behaviour___2)1,6.474435900505596e-5,1.7101061963097533e-5,3.785984703451057,1.946258147401908e-4,cd_behaviour___2,P161_PWY,1.946258147401908e-4
factor(cd_behaviour___3)1,2.6824455647877914e-5,1.6407287318166336e-5,1.6349110689478552,0.10341217929772219,cd_behaviour___3,P161_PWY,0.10341217929772219
factor(cd_site1)2,-5.170852124023402e-5,2.0503558197842935e-5,-2.5219291569437927,0.01234223549669475,cd_site1,P4_PWY,0.03159732912847801
factor(cd_site1)3,-3.5936761704130816e-5,1.5472401595199136e-5,-2.3226363071704057,0.021064886085652008,cd_site1,P4_PWY,0.03159732912847801
factor(cd_site1)4,8.73103610773613e-5,8.889131277739913e-5,0.9822147783552615,0.32701722398488875,cd_site1,P4_PWY,0.32701722398488875
factor(cd_site_l4)1,-1.5439684434597572e-5,1.9754737178981667e-5,-0.7815687090499409,0.43525813857935536,cd_site_l4,P4_PWY,0.43525813857935536
factor(cd_perianal)1,-5.438042051268305e-6,1.3065214799424139e-5,-0.4162229350801023,0.6776283744638096,cd_perianal,P4_PWY,0.6776283744638096
cdai,1.6792020427025667e-7,8.40485059609297e-8,1.9978963617546643,0.0469265918521635,cdai,P4_PWY,0.0469265918521635
factor(cd_act)Mild Act,7.754685061325346e-5,1.5546373459768427e-5,4.988099045345368,8.596933958482669e-7,cd_act,P4_PWY,1.2895400937724004e-6
factor(cd_act)Moderate,7.581997084956114e-5,2.08390631356654e-5,3.6383579413317126,3.0477664018796843e-4,cd_act,P4_PWY,3.0477664018796843e-4
factor(cd_act)Remission,4.848072903562629e-5,8.0566970375693e-6,6.01744471829524,3.5689808901603765e-9,cd_act,P4_PWY,1.070694267048113e-8
factor(cd_behaviour___1)1,-5.5559821201780826e-5,1.1932263841972654e-5,-4.656268243612322,5.398228222953804e-6,cd_behaviour___1,P4_PWY,5.398228222953804e-6
factor(cd_behaviour___2)1,3.096617585051135e-5,1.4432605671071316e-5,2.145570699861903,0.032936782108142895,cd_behaviour___2,P4_PWY,0.032936782108142895
factor(cd_behaviour___3)1,4.930880205013862e-5,1.3264351049793601e-5,3.717392721666989,2.5191580222279103e-4,cd_behaviour___3,P4_PWY,2.5191580222279103e-4
factor(cd_site1)2,-9.425464169702863e-5,2.7089648692411528e-5,-3.4793600598974046,6.001942349667882e-4,cd_site1,P461_PWY,0.0018005827049003644
factor(cd_site1)3,-2.1536943962586508e-5,2.0442399294672076e-5,-1.0535428670645184,0.2931882572625675,cd_site1,P461_PWY,0.4397823858938512
factor(cd_site1)4,7.44343861672637e-5,1.1744470943586514e-4,0.633782368953037,0.5268472075051731,cd_site1,P461_PWY,0.5268472075051731
factor(cd_site_l4)1,-2.963194411405735e-5,2.6314002226649138e-05,-1.1260903551968242,0.261280839748288,cd_site_l4,P461_PWY,0.261280839748288
factor(cd_perianal)1,-1.2489576252637135e-5,1.7415004732378543e-5,-0.7171732907666748,0.4739824390694447,cd_perianal,P461_PWY,0.4739824390694447
cdai,1.4561323248508064e-7,1.1222930635174797e-7,1.2974617523581684,0.19579517272524743,cdai,P461_PWY,0.19579517272524743
factor(cd_act)Mild Act,9.593810591759242e-5,2.1279756914850937e-5,4.508421139465091,8.256459950534032e-6,cd_act,P461_PWY,1.2384689925801048e-5
factor(cd_act)Moderate,7.790446117148753e-5,2.852435000405532e-5,2.73115640357841,0.006548603962835473,cd_act,P461_PWY,0.006548603962835473
factor(cd_act)Remission,6.500993629307285e-5,1.1027945195047962e-5,5.895018078459911,7.159150655464221e-9,cd_act,P461_PWY,2.1477451966392664e-8
factor(cd_behaviour___1)1,-7.845060563895882e-5,1.5827315592628564e-5,-4.9566589596214605,1.3766845250965139e-6,cd_behaviour___1,P461_PWY,1.3766845250965139e-6
factor(cd_behaviour___2)1,4.7851347704237425e-5,1.9186763620754847e-5,2.4939770276043487,0.013323669439663854,cd_behaviour___2,P461_PWY,0.013323669439663854
factor(cd_behaviour___3)1,6.1088093948646e-5,1.7764941161138747e-5,3.4386882227495206,6.918584855730564e-4,cd_behaviour___3,P461_PWY,6.918584855730564e-4
factor(cd_site1)2,-2.4842090768768675e-5,2.668991322295111e-5,-0.930767011539271,0.3529416067700323,cd_site1,PENTOSE_P_PWY,0.6053015084892479
factor(cd_site1)3,-4.202475828228713e-6,2.01407507878296e-5,-0.20865537101864803,0.8349003585703617,cd_site1,PENTOSE_P_PWY,0.8349003585703617
factor(cd_site1)4,9.68340969509588e-5,1.1571169264428381e-4,0.8368566282116559,0.403534338992832,cd_site1,PENTOSE_P_PWY,0.6053015084892479
factor(cd_site_l4)1,-2.9880347415360496e-5,2.5266434610781322e-5,-1.1826103633399228,0.23816383004761593,cd_site_l4,PENTOSE_P_PWY,0.23816383004761593
factor(cd_perianal)1,-8.526778957070732e-7,1.6744624794723704e-5,-0.050922484448606774,0.9594307299431529,cd_perianal,PENTOSE_P_PWY,0.9594307299431529
cdai,1.370929668427671e-7,1.0628891172183522e-7,1.2898143806528761,0.19843340848789712,cdai,PENTOSE_P_PWY,0.19843340848789712
factor(cd_act)Mild Act,8.27129666697894e-5,2.2456642307288902e-5,3.6832294667196397,2.570630903483115e-4,cd_act,PENTOSE_P_PWY,3.8559463552246723e-4
factor(cd_act)Moderate,7.33669678417174e-5,3.0101900489377467e-5,2.4372869037822897,0.015167812701977973,cd_act,PENTOSE_P_PWY,0.015167812701977973
factor(cd_act)Remission,4.7563856124429696e-5,1.1637850076038436e-5,4.0869968090034545,5.1388837012675936e-5,cd_act,PENTOSE_P_PWY,1.541665110380278e-4
factor(cd_behaviour___1)1,-5.48078905397239e-5,1.5572695710454807e-5,-3.5194863855798806,5.194781242979053e-4,cd_behaviour___1,PENTOSE_P_PWY,5.194781242979053e-4
factor(cd_behaviour___2)1,3.3080322283947314e-5,1.8545696415940025e-5,1.7837196049167923,0.07576514007525534,cd_behaviour___2,PENTOSE_P_PWY,0.07576514007525534
factor(cd_behaviour___3)1,4.436448761053885e-5,1.724607727724455e-5,2.5724393377893455,0.010716665858504152,cd_behaviour___3,PENTOSE_P_PWY,0.010716665858504152
factor(cd_site1)2,-3.7504236839912996e-5,1.5999665918363946e-5,-2.3440637467852836,0.019919802241376544,cd_site1,POLYISOPRENSYN_PWY,0.05975940672412963
factor(cd_site1)3,-1.9212866978044554e-5,1.2073672973698352e-5,-1.5913025820641684,0.11290313464125737,cd_site1,POLYISOPRENSYN_PWY,0.16935470196188607
factor(cd_site1)4,7.162073597150532e-5,6.936509720702074e-5,1.0325183536866187,0.3029044877165795,cd_site1,POLYISOPRENSYN_PWY,0.3029044877165795
factor(cd_site_l4)1,-1.3756476660594752e-6,1.5369447643272864e-5,-0.08950534189571802,0.9287568688365146,cd_site_l4,POLYISOPRENSYN_PWY,0.9287568688365146
factor(cd_perianal)1,-2.4991498466256598e-5,1.0023326992911866e-5,-2.493333648989969,0.013347197541863606,cd_perianal,POLYISOPRENSYN_PWY,0.013347197541863606
cdai,8.661081340677578e-8,6.581596332403233e-8,1.315954504538116,0.18952255353828767,cdai,POLYISOPRENSYN_PWY,0.18952255353828767
factor(cd_act)Mild Act,4.69210876038147e-5,1.3105594658213275e-5,3.58023339096706,3.790007583703929e-4,cd_act,POLYISOPRENSYN_PWY,3.790007583703929e-4
factor(cd_act)Moderate,6.484069332780551e-5,1.7567332678563723e-5,3.6909811246943827,2.4956843444766885e-4,cd_act,POLYISOPRENSYN_PWY,3.7435265167150327e-4
factor(cd_act)Remission,3.75412365093552e-5,6.791796551887525e-6,5.5274383180576905,5.39537184461123e-8,cd_act,POLYISOPRENSYN_PWY,1.6186115533833688e-7
factor(cd_behaviour___1)1,-3.5280173221902996e-05,9.413105507289741e-6,-3.747984466399655,2.2463455383417677e-4,cd_behaviour___1,POLYISOPRENSYN_PWY,2.2463455383417677e-4
factor(cd_behaviour___2)1,3.616727120410647e-5,1.107452423150329e-5,3.2658081239483647,0.0012551105299698879,cd_behaviour___2,POLYISOPRENSYN_PWY,0.0012551105299698879
factor(cd_behaviour___3)1,1.7205750800989765e-5,1.0546732073703507e-5,1.6313821836708449,0.10415478898802738,cd_behaviour___3,POLYISOPRENSYN_PWY,0.10415478898802738
factor(cd_site1)2,-7.9655698396461e-5,2.6612259849243714e-5,-2.9931955740588756,0.003059413771152704,cd_site1,PWY_5347,0.009178241313458112
factor(cd_site1)3,-4.2041895739374254e-5,2.0082151974314916e-5,-2.0934955473470107,0.0373911163066901,cd_site1,PWY_5347,0.05608667446003515
factor(cd_site1)4,1.271639461763752e-4,1.1537503350132734e-4,1.1021790617717326,0.2715259058824001,cd_site1,PWY_5347,0.2715259058824001
factor(cd_site_l4)1,-1.2085077753346518e-5,2.5767188240478725e-5,-0.46901034139074504,0.6394989103282107,cd_site_l4,PWY_5347,0.6394989103282107
factor(cd_perianal)1,-2.1218707918479936e-5,1.6977204476985633e-5,-1.2498352097510577,0.2126083147155565,cd_perianal,PWY_5347,0.2126083147155565
cdai,2.0117003677189482e-7,1.0969993016343442e-7,1.833821010388843,0.06799557672322912,cdai,PWY_5347,0.06799557672322912
factor(cd_act)Mild Act,9.386513842079326e-5,2.004429456498398e-5,4.682885602009126,3.7073597991036182e-6,cd_act,PWY_5347,5.561039698655428e-6
factor(cd_act)Moderate,1.0777237545671721e-4,2.6868280311837944e-5,4.0111378251935825,7.028374802242161e-5,cd_act,PWY_5347,7.028374802242161e-5
factor(cd_act)Remission,6.645334302737434e-5,1.038768360092376e-5,6.397320671325102,3.826234913559918e-10,cd_act,PWY_5347,1.1478704740679753e-9
factor(cd_behaviour___1)1,-8.101790178103349e-5,1.5368383605930796e-5,-5.271725632210791,3.06980805953932e-7,cd_behaviour___1,PWY_5347,3.06980805953932e-7
factor(cd_behaviour___2)1,6.356687773548645e-5,1.8533519495506295e-5,3.4298330519952835,7.137056418547616e-4,cd_behaviour___2,PWY_5347,7.137056418547616e-4
factor(cd_behaviour___3)1,5.587872337862445e-5,1.7411057764265457e-5,3.2093813101528057,0.0015165182422158306,cd_behaviour___3,PWY_5347,0.0015165182422158306
factor(cd_site1)2,-5.39783623011747e-5,1.5329737106695053e-5,-3.5211538153254036,5.171788388094781e-4,cd_site1,PWY_5838,0.0015515365164284344
factor(cd_site1)3,-2.6866848802446874e-5,1.1568131081197657e-5,-2.3224882752335936,0.02107299364683899,cd_site1,PWY_5838,0.03160949047025849
factor(cd_site1)4,5.187719869848771e-5,6.646068174107903e-5,0.7805697645503185,0.4358512734405221,cd_site1,PWY_5838,0.4358512734405221
factor(cd_site_l4)1,-9.133824966575735e-6,1.4918112529089903e-5,-0.6122641150993486,0.5409575126162824,cd_site_l4,PWY_5838,0.5409575126162824
factor(cd_perianal)1,-1.1037421971953606e-5,9.838674632244072e-6,-1.121840327535673,0.26308018664716276,cd_perianal,PWY_5838,0.26308018664716276
cdai,1.7157491941106768e-7,6.296000286263589e-8,2.7251415439958655,0.0069305346121593964,cdai,PWY_5838,0.0069305346121593964
factor(cd_act)Mild Act,4.9087315129131516e-5,1.1238007696192541e-5,4.3679730834997015,1.544099993300065e-5,cd_act,PWY_5838,1.544099993300065e-5
factor(cd_act)Moderate,8.3317655993604e-5,1.506393452505794e-5,5.530935882322786,5.295332414329768e-8,cd_act,PWY_5838,7.942998621494651e-8
factor(cd_act)Remission,3.438327194765103e-5,5.823944957221175e-6,5.9037769416104835,6.813965977149833e-9,cd_act,PWY_5838,2.0441897931449497e-8
factor(cd_behaviour___1)1,-4.096341088619203e-5,9.02541566568217e-6,-4.538673054355761,9.055741920713219e-6,cd_behaviour___1,PWY_5838,9.055741920713219e-6
factor(cd_behaviour___2)1,3.4797082836489843e-5,1.0762395916806355e-5,3.2332096965649977,0.0014005101887572724,cd_behaviour___2,PWY_5838,0.0014005101887572724
factor(cd_behaviour___3)1,2.381507904727752e-5,1.0184835968494609e-5,2.338287933251571,0.02021562964283984,cd_behaviour___3,PWY_5838,0.02021562964283984
factor(cd_site1)2,-5.0237959761741815e-5,1.42083487137068e-5,-3.53580565722442,4.907194216482967e-4,cd_site1,PWY_5840,0.0014721582649448901
factor(cd_site1)3,-2.4421818301635883e-5,1.0721908616145977e-5,-2.2777491560466574,0.023652221550019586,cd_site1,PWY_5840,0.03547833232502938
factor(cd_site1)4,4.43272244674473e-5,6.159900429835348e-5,0.7196094315542719,0.4724897792894882,cd_site1,PWY_5840,0.4724897792894882
factor(cd_site_l4)1,-4.278709249663674e-6,1.3832254888806255e-5,-0.3093283983023055,0.7573469893312975,cd_site_l4,PWY_5840,0.7573469893312975
factor(cd_perianal)1,-1.1245892773550254e-5,9.111978948773183e-6,-1.2341877474447387,0.21837100396014691,cd_perianal,PWY_5840,0.21837100396014691
cdai,1.7462124962166566e-7,5.803134009060325e-8,3.0090852520212827,0.0029174987497992463,cdai,PWY_5840,0.0029174987497992463
factor(cd_act)Mild Act,4.7704692485358196e-5,1.0202256103259268e-5,4.675896390222766,3.83007381886285e-6,cd_act,PWY_5840,3.83007381886285e-6
factor(cd_act)Moderate,8.175542805712132e-5,1.3675566177040395e-5,5.978211578134052,4.466561907339905e-9,cd_act,PWY_5840,6.6998428610098575e-9
factor(cd_act)Remission,3.331613006306263e-5,5.287180752241921e-6,6.301303402372921,6.797950605757198e-10,cd_act,PWY_5840,2.0393851817271593e-9
factor(cd_behaviour___1)1,-4.0172105452046286e-5,8.31919805728058e-6,-4.828843498549659,2.481545330301861e-6,cd_behaviour___1,PWY_5840,2.481545330301861e-6
factor(cd_behaviour___2)1,3.187610273867143e-5,9.97814626093512e-6,3.194591651103349,0.001592937280911389,cd_behaviour___2,PWY_5840,0.001592937280911389
factor(cd_behaviour___3)1,2.5336143431426725e-5,9.40274168058593e-6,2.694548493631265,0.007559346254495972,cd_behaviour___3,PWY_5840,0.007559346254495972
factor(cd_site1)2,-5.067280907472004e-5,1.4609434959131111e-5,-3.468498899271172,6.237267579383121e-4,cd_site1,PWY_5850,0.001871180273814936
factor(cd_site1)3,-2.757946950622609e-5,1.1024576445975067e-5,-2.5016352910587334,0.01305238989956522,cd_site1,PWY_5850,0.01957858484934783
