feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Eubacterium_brachy	Region	HK	-0.0112966446636636	0.00286927341624102	479	140	9.47589392676508e-05	0.000687949899083145
GGB2653_SGB3574	Region	HK	-0.0153475477030047	0.00391780498028729	479	129	0.000102589859576223	0.000706390813586971
Barnesiella_intestinihominis	Region	HK	-0.0526402239805391	0.0134421391156594	479	132	0.000103136950744103	0.000706390813586971
GGB52130_SGB14966	Region	HK	-0.0121522457667943	0.00310028392374146	479	108	0.000101631477049346	0.000706390813586971
Bacteroides_stercoris	Region	HK	0.0615832212630072	0.0159480889657532	479	171	0.000128247414495212	0.000862107619662255
Dysosmobacter_sp_BX15	Region	HK	-0.055583646780112	0.0144135765068738	479	162	0.000130889059309414	0.000863867791442129
GGB9635_SGB15106	Region	HK	-0.110485200446658	0.0287164879423743	479	62	0.000135580558304961	0.000878852547583942
GGB9760_SGB15374	Region	HK	-0.0868774282658843	0.0226494906071426	479	95	0.000142004237154921	0.000897734803269485
Streptococcus_pasteurianus	Region	HK	0.177241521779605	0.0462387057650988	479	56	0.00014343972063259	0.000897734803269485
Lachnospira_sp_NSJ_43	Region	HK	-0.0344606005474075	0.00905436229561943	479	123	0.000159646394651302	0.000965860687640378
Actinomyces_dentalis	Region	HK	-0.0157937734710237	0.00414664426080136	479	217	0.000157876777566502	0.000965860687640378
GGB9713_SGB15249	Region	HK	-0.0639971564526752	0.0169076964515863	479	93	0.00017323216866203	0.00103087339711995
Streptococcus_thermophilus	Region	HK	-0.150585540997969	0.0398890087879666	479	257	0.000180103183019243	0.00105447508767718
Gordonibacter_pamelaeae	Region	HK	-0.0382237921018505	0.0101663126810284	479	182	0.000191116212375182	0.00110119341416176
Alistipes_shahii	Region	HK	-0.0236340619221506	0.00642176659612306	479	159	0.000259534514929175	0.00147204732686391
Bifidobacterium_bifidum	Region	HK	0.20679785617723	0.0565518346674014	479	113	0.000283817362647196	0.00156696959006014
Streptococcus_constellatus	Region	HK	-0.0154660873593357	0.00423058842842677	479	157	0.000284903561829117	0.00156696959006014
Actinomyces_sp_oral_taxon_414	Region	HK	-0.0123519043859519	0.00339480246779411	479	131	0.000304180686822778	0.00164802372114431
GGB2982_SGB3964	Region	HK	-0.0202140508750413	0.00556562974324863	479	115	0.000311771990264818	0.00166431224214896
Actinomyces_SGB17132	Region	HK	-0.015798953091734	0.00436229418497665	479	276	0.000324026531304524	0.00170466131686293
Actinomyces_SGB17168	Region	HK	-0.0349475383778588	0.00979816781952591	479	251	0.000397940601631528	0.00206360626274635
Actinobaculum_sp_oral_taxon_183	Region	HK	-0.013628336950349	0.00382704931286894	479	236	0.000406429362654911	0.00207794167103849
TM7_phylum_sp_oral_taxon_348	Region	HK	-0.0111456507285961	0.0031498269150489	479	179	0.000441808865332277	0.00222745302938356
Streptococcus_australis	Region	HK	-0.0492806876848259	0.0139936399758055	479	331	0.000470088876889054	0.00233756523713324
GGB9708_SGB15234	Region	HK	-0.0649492904396203	0.0184715928208602	479	96	0.000479642235542457	0.0023528396148907
Leuconostoc_citreum	Region	HK	-0.0260834824927336	0.00742944779358542	479	137	0.00048914461019176	0.00236745991332812
Granulicatella_SGB8255	Region	HK	-0.0282310851354181	0.00810096790304585	479	336	0.000537750890778098	0.00253511134223961
Alistipes_ihumii	Region	HK	-0.031961285145932	0.00917024413745996	479	104	0.000536923254858192	0.00253511134223961
Clostridiaceae_bacterium_AF18_31LB	Region	HK	-0.0135593246759738	0.00390500887592785	479	190	0.000563000593942252	0.00262011814873125
Phascolarctobacterium_faecium	Region	HK	0.171666443340965	0.049521976905979	479	237	0.000575022733618645	0.00264219306713377
GGB9759_SGB15370	Region	HK	-0.0152173933056482	0.00440220245185586	479	85	0.000595596102719652	0.00270251731609042
GGB9787_SGB15410	Region	HK	-0.0169304349895379	0.00491843209227309	479	70	0.000627687758706001	0.00276799662878516
Streptococcus_sp_F0442	Region	HK	-0.0142279901861232	0.00413610677388844	479	131	0.00063290281043848	0.00276799662878516
Corynebacterium_durum	Region	HK	-0.00948781972276161	0.00275547580244948	479	189	0.000625387739347578	0.00276799662878516
Streptococcus_vestibularis	Region	HK	-0.0565808394490531	0.016483608523095	479	239	0.000649986530031726	0.00277582482825313
Turicibacter_bilis	Region	HK	-0.0298686315024012	0.00869900248352508	479	186	0.000647609844643864	0.00277582482825313
Christensenellaceae_bacterium_NSJ_63	Region	HK	-0.00851114277440467	0.00248810351000182	479	163	0.000678177795945725	0.00286254116195696
Lachnospiraceae_bacterium_AM48_27BH	Region	HK	-0.0209080895989307	0.00611984856398747	479	143	0.000688706294009427	0.00287356764052209
Allisonella_histaminiformans	Region	HK	0.0270368742436693	0.00793378147917916	479	81	0.000710298942245881	0.00292998313676426
Streptococcus_sinensis	Region	HK	-0.0167447750513991	0.0049197382021239	479	105	0.000721111541374436	0.00294116280358337
Adlercreutzia_equolifaciens	Region	HK	-0.101318491555604	0.0300920574502545	479	261	0.000821492701902617	0.00331335389767389
Scardovia_wiggsiae	Region	HK	-0.0155793996186428	0.00463784170392868	479	132	0.000844356341779798	0.00336814672600073
Streptococcus_anginosus	Region	HK	-0.0906058088856684	0.0270125770098213	479	275	0.000859351088219644	0.00339070048938838
TM7_phylum_sp_oral_taxon_352	Region	HK	-0.0198661906532178	0.00594234276425076	479	293	0.000893487932879913	0.00348748515736998
Acidaminococcus_intestini	Region	HK	0.107365934661405	0.0322857203837958	479	78	0.000950688530522454	0.00367127592106011
Eubacterium_siraeum	Region	HK	-0.0495706508526424	0.0151629974348558	479	98	0.00115652027670912	0.0044191248467938
Lachnospiraceae_bacterium_NSJ_46	Region	HK	-0.0184836936573472	0.00567543183320739	479	86	0.00120705867455885	0.00456419061317564
Streptococcus_oralis	Region	HK	-0.029080562716656	0.00900281658291028	479	193	0.00132262683880825	0.00492054968524934
GGB9790_SGB15413	Region	HK	-0.0216540290873993	0.00670634468603167	479	74	0.0013284128626844	0.00492054968524934
Romboutsia_timonensis	Region	HK	-0.105232514135256	0.0327194865957107	479	355	0.00138722692301839	0.00508649871773411
Clostridiales_Family_XIII_bacterium_BX16	Region	HK	-0.0336421338750328	0.0105532830738958	479	218	0.00152758489257603	0.00549425990148619
GGB9747_SGB15356	Region	HK	-0.0427658593483805	0.0134339968519322	479	55	0.00155065480044065	0.00549425990148619
GGB80140_SGB15224	Region	HK	-0.03240482922125	0.0101725040217336	479	60	0.00153954566807682	0.00549425990148619
GGB3619_SGB4894	Region	HK	-0.027068636430582	0.0085072750691111	479	85	0.00155897732741895	0.00549425990148619
GGB3653_SGB4964	Region	HK	-0.0511994327526666	0.0161442910046464	479	149	0.00161499085500093	0.00558325409871751
Neobittarella_massiliensis	Region	HK	-0.00806328624700204	0.00254034328788791	479	173	0.00160019944792156	0.00558325409871751
GGB33586_SGB53517	Region	HK	-0.0122579544580789	0.00391141409123045	479	96	0.001831306726886	0.00627136171565676
GGB3363_SGB4448	Region	HK	0.0654528700752971	0.0209742010245919	479	78	0.00191401991741544	0.0064933572899234
Eubacterium_ramulus	Region	HK	0.0678050249727774	0.0218683540072727	479	287	0.00204559155607172	0.00687546050790774
Phocaeicola_vulgatus	Region	HK	0.146875218681712	0.0477988529734418	479	345	0.00224212212929415	0.00746688378838327
Dorea_sp_AF36_15AT	Region	HK	-0.0535334656370298	0.0174590717446322	479	258	0.00229084997201767	0.0075598049076583
Bilophila_wadsworthia	Region	HK	0.0769483733349771	0.0251697314736465	479	308	0.00235975030670555	0.0077170212732803
Alistipes_communis	Region	HK	-0.0270554316922913	0.00887695398013929	479	127	0.00243295586462772	0.00788538373982021
GGB9766_SGB15383	Region	HK	-0.0115864608565365	0.00384503202389909	479	62	0.00272119107140247	0.00874152530016899
Holdemania_massiliensis	Region	HK	-0.011630656239788	0.0038777007790261	479	133	0.00284685329375319	0.00880627683408582
Clostridium_sp_AF34_10BH	Region	HK	-0.0649453584147877	0.0216594354728157	479	245	0.00285502829104816	0.00880627683408582
Blautia_faecicola	Region	HK	-0.0565087334941934	0.0188510036583095	479	88	0.0028626464639728	0.00880627683408582
GGB79734_SGB15291	Region	HK	-0.121110910080204	0.040366551396869	479	203	0.00283852342464179	0.00880627683408582
Streptococcus_cristatus	Region	HK	-0.0225142441616018	0.00750237810695097	479	196	0.00283241301062119	0.00880627683408582
Streptococcus_rubneri	Region	HK	-0.0414069864322192	0.0138661790529022	479	148	0.00297011660081725	0.00898460271747219
Parasutterella_SGB9260	Region	HK	0.0543730314841268	0.0181946649549585	479	77	0.00294902891501012	0.00898460271747219
Anaeromassilibacillus_sp_An250	Region	HK	-0.0161000804213497	0.00549633260963692	479	163	0.00356066433443242	0.0106819930032973
Agathobaculum_butyriciproducens	Region	HK	0.101352341512923	0.0347845409048916	479	369	0.0037392650846243	0.0110353920790132
GGB9534_SGB14937	Region	HK	-0.0152064479912034	0.00521660343417611	479	112	0.00372410031729987	0.0110353920790132
Methylobacterium_SGB15164	Region	HK	-0.0123416722236095	0.0042493428985725	479	104	0.00385070100473915	0.0112726166509703
Clostridiales_bacterium	Region	HK	-0.0282004875224057	0.0097378157944821	479	159	0.00395337189178598	0.0114805919737465
Firmicutes_bacterium_AF16_15	Region	HK	-0.0951534697141342	0.0330323052255484	479	258	0.00414767369264744	0.0119492504002462
Lawsonibacter_asaccharolyticus	Region	HK	-0.0282221679820593	0.00981836651466773	479	202	0.0042284466054373	0.0120860324234153
Solobacterium_SGB6829	Region	HK	-0.0150077810388868	0.00522850524480299	479	224	0.00428203187848861	0.0121435747804013
Dysosmobacter_sp_NSJ_60	Region	HK	-0.0128401993102354	0.00449769398886341	479	155	0.00449342302962586	0.0126442834089472
Blautia_glucerasea	Region	HK	-0.0374861282370377	0.0132823404779369	479	299	0.00496792502507716	0.013766082321397
Ruminococcus_sp_AF41_9	Region	HK	-0.0763367282638512	0.0270391560768881	479	139	0.0049536434447862	0.013766082321397
Massilioclostridium_coli	Region	HK	-0.00871405670851503	0.00309402848301462	479	186	0.0050576441180811	0.0138100158269662
Streptococcus_infantis	Region	HK	-0.0297097220533835	0.0105493247066078	479	276	0.00505986805781408	0.0138100158269662
Faecalibacterium_prausnitzii	Region	HK	0.224324687573435	0.0797541391843467	479	367	0.00511535836388291	0.0138572767618619
GGB33469_SGB15236	Region	HK	-0.0522057622269225	0.0186793898496722	479	82	0.00540192906934969	0.0145251870531403
Collinsella_aerofaciens	Region	HK	0.209258929035592	0.0752905150570148	479	293	0.00566182125819983	0.0151120670347539
Lancefieldella_rimae	Region	HK	-0.00939794931262646	0.00339051152756174	479	139	0.00579203125389421	0.0153467689428
Streptococcus_sanguinis	Region	HK	-0.0357310308136651	0.0129245530945816	479	333	0.00592026091984739	0.0155728602456855
Akkermansia_muciniphila	Region	HK	-0.214119029358662	0.0775716190554184	479	164	0.00599767298154915	0.0156629877144053
Weissella_cibaria	Region	HK	-0.0389355644581306	0.0141903658426233	479	122	0.0063020376182084	0.0163402832529261
Phocaeicola_dorei	Region	HK	0.0988191697931682	0.0361171057722864	479	188	0.00644954020164757	0.0166041354127523
GGB9345_SGB14311	Region	HK	-0.0514515687649646	0.0188505228063937	479	54	0.00657851785951539	0.0168169153732682
Clostridium_symbiosum	Region	HK	0.0350571396759706	0.012887848385262	479	161	0.00676307225300881	0.0171677987960993
Waltera_intestinalis	Region	HK	-0.0756370193749012	0.0281127517048497	479	196	0.00738510092107565	0.0186166085718782
Alistipes_dispar	Region	HK	-0.0127437922931168	0.00474587262068498	479	73	0.00750035471349303	0.0187767500758481
Actinomyces_oris	Region	HK	-0.0172256555593544	0.00644304547665115	479	325	0.00776322135916919	0.0193017078998522
Candidatus_Pseudobutyricicoccus_lothianensis	Region	HK	-0.0107059370718032	0.00405184651505919	479	63	0.0085067246037134	0.0210064015724351
Actinomyces_sp_oral_taxon_448	Region	HK	-0.00931533378124306	0.00353744362812962	479	162	0.00872917424589543	0.0214100692652705
Hydrogenoanaerobacterium_saccharovorans	Region	HK	-0.01172222296533	0.0044800866629796	479	156	0.00916502227379862	0.0221040703361774
Bacteroides_thetaiotaomicron	Region	HK	0.0391148018796236	0.0149628963772099	479	278	0.00922864825111403	0.0221040703361774
GGB42994_SGB4746	Region	HK	-0.0465943391661174	0.017793017297754	479	66	0.00910777483042475	0.0221040703361774
Sanguibacter_SGB15121	Region	HK	0.0516650262531754	0.0197715084494048	479	80	0.00925569887355088	0.0221040703361774
Alistipes_finegoldii	Region	HK	-0.028517565022108	0.0109539027023404	479	116	0.00951757918125159	0.0225809231555185
Streptococcus_gordonii	Region	HK	-0.0280352454794529	0.0107964484820677	479	223	0.00970269431197864	0.0228706365925211
Roseburia_hominis	Region	HK	-0.0559358277084719	0.0215616515666928	479	232	0.00977203637778883	0.0228854787428216
GGB3005_SGB3996	Region	HK	-0.0230876891067591	0.00891995398164155	479	96	0.0099388450295971	0.02299526726983
Turicibacter_sanguinis	Region	HK	-0.0138238417942127	0.00534134711728521	479	90	0.00994561146381076	0.02299526726983
Roseburia_sp_AF02_12	Region	HK	-0.0594061580015196	0.0229790762166623	479	134	0.0100271261223535	0.0230370049519894
Faecalibacterium_SGB15346	Region	HK	0.0664972053780359	0.0259826288970856	479	252	0.0107958362209433	0.0246470977874365
Hydrogeniiclostidium_mannosilyticum	Region	HK	-0.00826069398714346	0.00324765228911132	479	105	0.0112865199318541	0.025606292095394
Actinomyces_sp_ICM58	Region	HK	-0.0167155789853726	0.00658077101763407	479	224	0.0113993608825774	0.0257016645986063
Eubacterium_ventriosum	Region	HK	0.0535091109403552	0.0211199616111431	479	230	0.0116095195999222	0.0260139235479738
Haemophilus_parainfluenzae	Region	HK	-0.0366413552834403	0.0145027378365601	479	164	0.0118424951739732	0.0263731640990938
Ruminococcus_gnavus	Region	HK	0.237356520880073	0.0943086532318634	479	369	0.0121693041145546	0.0268213168114789
Clostridium_sp_AF20_17LB	Region	HK	-0.0188896920906848	0.007507366551263	479	108	0.0121915076415813	0.0268213168114789
Flavonifractor_plautii	Region	HK	0.055838094542173	0.0224185703550336	479	314	0.0130879877738233	0.0286201178427582
Anaerostipes_hadrus	Region	HK	0.160327125396909	0.0644542354996256	479	408	0.0132066109917196	0.0287065855688276
GGB9699_SGB15216	Region	HK	0.0352458415453621	0.0143873762776836	479	195	0.0146529916676714	0.0316609284247901
Granulicatella_adiacens	Region	HK	-0.0196149682327795	0.00801908027430185	479	168	0.014803855761457	0.0317976310142538
Actinomyces_graevenitzii	Region	HK	-0.0198535421613298	0.00818454259954178	479	252	0.0156473326340076	0.0332456950553797
GGB9627_SGB15081	Region	HK	-0.021587019937025	0.00890035609779791	479	108	0.0156611951913772	0.0332456950553797
Ruminococcus_bicirculans	Region	HK	0.0756744201145124	0.0314637973241763	479	193	0.0165467458136232	0.0345238736410136
Clostridiales_bacterium_KLE1615	Region	HK	0.0377731103521134	0.0157055230102987	479	298	0.0165486336461057	0.0345238736410136
Oscillibacter_sp_ER4	Region	HK	-0.0894706040358097	0.0371922647831108	479	182	0.0165245205576138	0.0345238736410136
Mediterraneibacter_glycyrrhizinilyticus	Region	HK	-0.0512606554210405	0.0214124460340984	479	178	0.01705259802175	0.0353719604679729
Clostridia_bacterium_UC5_1_1D1	Region	HK	-0.0134383411567345	0.00564462831246837	479	260	0.0176700101786645	0.0364443959934955
Eubacterium_sp_AF34_35BH	Region	HK	0.0373002102356738	0.0157320163431838	479	125	0.0181376637540139	0.0369886064197024
Lancefieldella_parvula	Region	HK	-0.0262566415676176	0.0110737904135284	479	223	0.0181334328553146	0.0369886064197024
Clostridium_fessum	Region	HK	-0.0588749037451384	0.0249438123864215	479	273	0.0186617042525319	0.0378446851601625
GGB9602_SGB15031	Region	HK	-0.0277609497071487	0.0118020588924549	479	84	0.0190676288501942	0.0384530515145582
GGB9359_SGB14334	Region	HK	-0.030901714713545	0.0131681186608994	479	59	0.019348337355497	0.0388035716024608
Actinomyces_bouchesdurhonensis	Region	HK	-0.0176323348158106	0.00755581387707165	479	131	0.0200306193545623	0.0399511803610227
GGB9765_SGB15382	Region	HK	-0.0104911605198134	0.00450880131997734	479	68	0.0203927984889012	0.0404512888058533
Mogibacterium_sp_BX12	Region	HK	0.0143659675885354	0.00618165369209299	479	163	0.0205464237836895	0.0405345208341265
Escherichia_coli	Region	HK	-0.238854639611923	0.103324726197111	479	424	0.0212200198978453	0.0415332924072808
Actinomyces_SGB17163	Region	HK	-0.0234834558070789	0.0101634244840712	479	205	0.0212815217293505	0.0415332924072808
Bacteroides_cellulosilyticus	Region	HK	-0.0279351614449352	0.0122930804504191	479	134	0.0235047731070634	0.0456269125019466
Streptococcus_parasanguinis	Region	HK	-0.0945341248692742	0.0417541371592917	479	403	0.0240182908132292	0.0463757423680968
Amedibacillus_dolichus	Region	HK	-0.0279229108772655	0.0123482029750904	479	83	0.0241906640794566	0.0464614341843532
Streptococcus_mutans	Region	HK	-0.0242484877536662	0.0107584615735642	479	196	0.0246556428313927	0.0470046139444876
Anaerotignum_faecicola	Region	HK	0.0262249107158636	0.0116416009904285	479	180	0.0247324552710665	0.0470046139444876
Phocea_massiliensis	Region	HK	-0.00623467986152427	0.00277253344405773	479	146	0.0249852769888819	0.0472377893071048
Gemella_sanguinis	Region	HK	-0.0239454413021591	0.0106838227781747	479	336	0.0254671119347872	0.0475970635385216
Ruminococcus_sp_NSJ_13	Region	HK	-0.0234399865559073	0.010465561540981	479	109	0.0255686704959	0.0475970635385216
Eubacterium_SGB6276	Region	HK	-0.0348286598613276	0.015529655117316	479	68	0.0253734074127101	0.0475970635385216
Eubacterium_sp_NSJ_61	Region	HK	0.0177705813157084	0.00796076815912621	479	92	0.0260606408187023	0.0482653704958619
GGB41458_SGB58520	Region	HK	-0.0106613364502357	0.00491795066507288	479	71	0.0306646189131692	0.056503840941525
Clostridium_sp_1001270J_160509_D11	Region	HK	-0.0118051056307386	0.00551613584874818	479	81	0.0328529499066819	0.0602304081622502
Clostridium_saudiense	Region	HK	-0.0157533660211688	0.00738393998484063	479	137	0.0333963505899959	0.0609189711767263
Eubacteriaceae_bacterium	Region	HK	-0.0454260197757448	0.0215062761348936	479	234	0.0351866283007735	0.0638637303659039
Parabacteroides_distasonis	Region	HK	0.0750873432259405	0.0356926533374931	479	341	0.0359258471874064	0.064881007607107
Clostridium_SGB6179	Region	HK	-0.0458953061142863	0.0220728681243232	479	153	0.0381268164164357	0.0682144767621192
Veillonella_dispar	Region	HK	-0.0217455056431618	0.0104693109439969	479	141	0.0383295902216158	0.0682144767621192
Rheinheimera_SGB14999	Region	HK	-0.00942112780417008	0.00453591182997634	479	156	0.0383354084282984	0.0682144767621192
GGB80011_SGB15267	Region	HK	-0.0483157738756114	0.0234200939485161	479	60	0.0396527890302161	0.0698736039707206
GGB51647_SGB4348	Region	HK	0.118833516704146	0.057554617164739	479	106	0.0394904961942279	0.0698736039707206
Ruminococcus_sp_BSD2780120874_150323_B10	Region	HK	-0.107472656846826	0.0526827751455213	479	79	0.0419010340060147	0.0734786248511272
Bacteroides_ovatus	Region	HK	0.0348236684849593	0.0171218959816922	479	267	0.0425178075691352	0.0742017507095965
Actinomyces_sp_ICM47	Region	HK	-0.0206397499967011	0.0101983563410472	479	364	0.0435445034712806	0.0756299270816979
Clostridium_perfringens	Region	HK	-0.0258303333844858	0.0132000151234576	479	90	0.0509490884531131	0.0880691386118097
Clostridium_sp_AM22_11AC	Region	HK	0.03170101434677	0.016296853461205	479	226	0.0523353193099314	0.0900365919881758
Lacrimispora_celerecrescens	Region	HK	0.0491359686836927	0.0255089330229952	479	215	0.0546700655393956	0.093609593352833
Peptostreptococcus_stomatis	Region	HK	-0.0122938620758115	0.00644039891365435	479	180	0.0568791325584668	0.0969348597123166
Gemmiger_formicilis	Region	HK	-0.148662665993081	0.0783254273500772	479	263	0.0582978112973903	0.0984283976788496
Actinomyces_sp_HMSC035G02	Region	HK	-0.0230085796596737	0.0121111068785202	479	162	0.0580633037438266	0.0984283976788496
Weissella_confusa	Region	HK	-0.0271463807020148	0.0145882104039438	479	142	0.0633813026206598	0.106515800237498
Clostridiaceae_bacterium	Region	HK	-0.091419996052871	0.0493522118872472	479	384	0.0645860832237814	0.108040314332869
Actinomyces_naeslundii	Region	HK	-0.0181346819294355	0.010096890292361	479	240	0.0731167007766609	0.12174936872444
Phocaeicola_plebeius	Region	HK	0.0196222457719455	0.0110068688161739	479	112	0.0752665699812758	0.124756917366224
Anaerobutyricum_hallii	Region	HK	-0.104060707667329	0.0587315635908602	479	309	0.0770657671620845	0.127158515817439
GGB9770_SGB15390	Region	HK	-0.0198952895683994	0.0113419474220214	479	93	0.0800497788419396	0.13148447836934
Alistipes_onderdonkii	Region	HK	-0.0421319984160806	0.0241967265580271	479	201	0.0822884802095329	0.134552785207479
Blautia_hydrogenotrophica	Region	HK	0.0150716798508572	0.00872174611308385	479	103	0.0846250816287706	0.137752935566115
GGB9561_SGB14972	Region	HK	-0.00820265336884514	0.0047561108711347	479	90	0.085237350450491	0.138130170596108
Anaerotruncus_colihominis	Region	HK	-0.00670875490711666	0.00391936664496316	479	160	0.0876031640015384	0.141333104589149
Evtepia_gabavorous	Region	HK	-0.0437012634439533	0.0256099630219037	479	182	0.0885814384440922	0.14227903608498
Clostridium_sp_AM49_4BH	Region	HK	-0.0159209811302618	0.00943811848344569	479	124	0.0922800787003371	0.146919598983431
GGB3363_SGB4447	Region	HK	0.0412986516937887	0.0244671077873692	479	79	0.0920792205581752	0.146919598983431
