"source","target","weight","p"
"PWY_6285","vanR_gene_in_vanB_cluster",-0.543554915489,0.000200414653710623
"PWY_6519","vanR_gene_in_vanB_cluster",-0.528516843655264,0.000341142853521964
"PWY_6961","vanR_gene_in_vanB_cluster",-0.544380076052918,0.000194599351892092
"PWY_7663","vanR_gene_in_vanB_cluster",-0.524459355080133,0.00039309774172027
"PWY_7664","vanR_gene_in_vanB_cluster",-0.533586865537642,0.000284841513609314
"PWY0_301","vanR_gene_in_vanB_cluster",-0.539323233256415,0.000233084171100507
"PWY0_781","vanR_gene_in_vanB_cluster",-0.501748491750089,0.000834904614078417
"PWY0_845","vanR_gene_in_vanB_cluster",-0.519063088362599,0.000472022277586228
"PWY0_862","vanR_gene_in_vanB_cluster",-0.533409420376768,0.000286494325240198
"PYRIDOXSYN_PWY","vanR_gene_in_vanB_cluster",-0.526341792652264,0.000367710581258354
"vanXY_gene_in_vanG_cluster","hp1181",-0.527413242616693,0.000354511728183456
"vanV_gene_in_vanB_cluster","hp1181",-0.609267948494418,1.25546627655701e-05
"mlaD","hp1181",0.622685366830483,6.58346253032255e-06
"tetA(46)","hp1181",-0.559160113661617,0.000110662295643909
"Pseudomonas_aeruginosa_CpxR","hp1181",-0.557264422565575,0.000119282487464676
"Lachnospira_eligens","hp1181",0.508397338598009,0.000669192742224175
"GGB9759_SGB15370","hp1181",0.599298462637855,1.99558280800434e-05
"rphB","Streptomyces_venezuelae_rox",0.515783844046239,0.000526540868168793
"adeI","Streptomyces_venezuelae_rox",0.70237858754835,5.45243686484903e-08
"rosB","Streptomyces_venezuelae_rox",0.553965381837139,0.000135740554388948
"tetB(60)","Streptomyces_venezuelae_rox",0.50080262540794,0.000861555371640014
"emrY","Streptomyces_venezuelae_rox",0.653747774857328,1.24600609205416e-06
"LpxA","Streptomyces_venezuelae_rox",0.80207531498326,6.49233266941002e-12
"PvrR","Streptomyces_venezuelae_rox",0.643768654510053,2.17794479638127e-06
"Pseudomonas_aeruginosa_CpxR","Streptomyces_venezuelae_rox",0.513766669572107,0.000563449782993079
"Lachnospiraceae_bacterium","Streptomyces_venezuelae_rox",-0.505233712162828,0.00074588703642764
"Escherichia_coli","Streptomyces_venezuelae_rox",0.659515331136205,8.97597346175976e-07
"Clostridiales_Family_XIII_bacterium_BX16","Streptomyces_venezuelae_rox",-0.512153340418881,0.000592878461342623
"Firmicutes_bacterium_AF16_15","Streptomyces_venezuelae_rox",-0.526767340697776,0.000362328297466148
"Lachnospiraceae_bacterium_NSJ_29","Streptomyces_venezuelae_rox",-0.546511682884135,0.000180321557520113
"Blautia_sp_Marseille_P3087","Streptomyces_venezuelae_rox",-0.574895467000639,5.83179619806455e-05
"HOMOSER_METSYN_PWY","Streptomyces_venezuelae_rox",0.539457363845676,0.000231948199199274
"MET_SAM_PWY","Streptomyces_venezuelae_rox",0.508128010737323,0.000675201633906736
"METSYN_PWY","Streptomyces_venezuelae_rox",0.518352438707504,0.000483116473353121
"POLYISOPRENSYN_PWY","Streptomyces_venezuelae_rox",0.526028816172142,0.000371729558684412
"PWY_5347","Streptomyces_venezuelae_rox",0.510990743891483,0.000615886321056381
"PWY_5838","Streptomyces_venezuelae_rox",0.520893515114728,0.00044366578290495
"PWY_5840","Streptomyces_venezuelae_rox",0.517623391643413,0.000494913787262384
"PWY_5850","Streptomyces_venezuelae_rox",0.537162549498086,0.000251306718079923
"PWY_5861","Streptomyces_venezuelae_rox",0.534641919858304,0.00027481732861267
"PWY_5897","Streptomyces_venezuelae_rox",0.515790600581676,0.000526535578020848
"PWY_5898","Streptomyces_venezuelae_rox",0.515790600581676,0.000526535578020848
"PWY_5899","Streptomyces_venezuelae_rox",0.515790600581676,0.000526535578020848
"PWY_5918","Streptomyces_venezuelae_rox",0.549544599432005,0.000160941558241733
"PWY_6285","Streptomyces_venezuelae_rox",0.544352135474811,0.00019476897719639
"PWY_6519","Streptomyces_venezuelae_rox",0.514680876908772,0.000545843832000024
"PWY_6961","Streptomyces_venezuelae_rox",0.60047952968731,1.89031691552768e-05
"PWY0_301","Streptomyces_venezuelae_rox",0.603155226021692,1.67216368188951e-05
"PYRIDOXSYN_PWY","Streptomyces_venezuelae_rox",0.525380227838561,0.00038023414291073
"basS","rphB",0.520978442035166,0.00044256087503355
"Streptomyces_venezuelae_rox","rphB",0.515783844046239,0.000526540868168793
"vanXY_gene_in_vanG_cluster","rphB",0.538509073384405,0.000239904739374666
"vanV_gene_in_vanB_cluster","rphB",0.70120788724189,5.92840241068056e-08
"emrY","rphB",0.577657632647071,5.21481587082692e-05
"LpxA","rphB",0.661615206037553,7.92649468882548e-07
"PvrR","rphB",0.513880630105818,0.000561465404056051
"tet(W/N/W)","rphB",0.77484411051016,1.19348378089657e-10
"Pseudomonas_aeruginosa_CpxR","rphB",0.59312671198362,2.64725057471217e-05
"Escherichia_coli","rphB",0.505302599812989,0.000744718144495391
"Dorea_longicatena","rphB",-0.559556551035021,0.0001089783987693
"Dorea_formicigenerans","rphB",-0.575599756670859,5.66049758144073e-05
"Clostridium_leptum","rphB",-0.514835708322368,0.000543084117038943
"Blautia_sp_Marseille_P3087","rphB",-0.583103396619997,4.11189422347225e-05
"Mogibacterium_sp_NSJ_24","rphB",-0.509589330011529,0.000643678728775511
"vanXY_gene_in_vanG_cluster","bmr",0.633555566939988,3.77899816315568e-06
"vanV_gene_in_vanB_cluster","bmr",0.567957164167364,7.7375801995881e-05
"RanB","bmr",0.588788780357191,3.21229240423174e-05
"tetB(60)","bmr",0.526705306770229,0.000363110281873822
"tetA(46)","bmr",0.533023661867292,0.000290374693196295
"cmlv","bmr",0.528859910467471,0.000337030114760286
"tet(35)","bmr",0.626720691191746,5.37556418116037e-06
"Lachnospira_eligens","bmr",-0.512977673123125,0.00057733468161532
"Clostridium_leptum","bmr",-0.502373185409211,0.000818043105705519
"Clostridiaceae_bacterium","bmr",-0.525422275018239,0.000379988285757706
"Ruthenibacterium_lactatiformans","bmr",-0.505214576073098,0.000746231492834556
"Streptomyces_venezuelae_rox","adeI",0.70237858754835,5.45243686484903e-08
"tetA(60)","adeI",0.523402922917124,0.000407774851426368
"rosB","adeI",0.585794880068339,3.66361160642752e-05
"LpxA","adeI",0.599383633969905,1.98791065898751e-05
"PvrR","adeI",0.509412628138523,0.000647115593206693
"Lachnospiraceae_bacterium","adeI",-0.559921229625307,0.000107497111326103
"Escherichia_coli","adeI",0.557256882693609,0.000119286238241148
"Blautia_sp_Marseille_P3087","adeI",-0.523103539214417,0.00041176847153399
"Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin","golS",0.532329152362543,0.000297324214488368
"Staphylococcus_aureus_rpoB_mutants_conferring_resistance_to_rifampicin","golS",0.524153236095495,0.000396962748411855
"basS","arlR",0.54249096850208,0.000208013498396368
"almE","arlR",0.538317135409253,0.000241249844023252
"mtrA","arlR",0.511233744265686,0.000610954491874933
"emrY","arlR",0.510035647135678,0.000634526328195244
"tet(35)","arlR",0.519392149530312,0.00046673965482223
"lmrD","arlR",0.520147899900891,0.000454530134256593
"tet(T)","Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A",0.74995702847309,1.23006057496238e-09
"mtrC","Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A",0.752914428790651,9.47873507972671e-10
"Dorea_sp_AF24_7LB","Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A",0.716268723866503,1.95196559063947e-08
"Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_kirromycin","almE",0.585464404430487,3.71497816095764e-05
"arlR","almE",0.538317135409253,0.000241249844023252
"vanXY_gene_in_vanG_cluster","almE",0.501293850196623,0.000847676049347289
"tetA(60)","almE",0.513167983201132,0.000573809795382779
"tetB(60)","almE",0.505349730942706,0.000743791333788565
"tetA(46)","almE",0.683260411590523,2.03527504126694e-07
"Clostridioides_difficile_murG_with_mutation_conferring_resistance_to_vancomycin","almE",0.543493045456808,0.000200757414410181
"Klebsiella_pneumoniae_KpnH","almE",0.506134548670898,0.00072386069143625
"tet(W/N/W)","almE",0.563732874953306,9.22241240385095e-05
"tet(35)","almE",0.5904502106262,2.98732183660348e-05
"lmrD","almE",0.674572747931784,3.56995863759108e-07
"Escherichia_coli","almE",0.509012587856564,0.000656090832625651
"Dorea_longicatena","almE",-0.583075111940691,4.11600597519691e-05
"Lachnospiraceae_bacterium_NSJ_29","almE",-0.513601566269662,0.000566657286164319
"Clostridium_leptum","almE",-0.65015992633069,1.52011245840855e-06
"basS","vanXY_gene_in_vanG_cluster",0.601895233523804,1.77128407728465e-05
"Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin","vanXY_gene_in_vanG_cluster",0.540169911010266,0.000226143569100694
"hp1181","vanXY_gene_in_vanG_cluster",-0.527413242616693,0.000354511728183456
"rphB","vanXY_gene_in_vanG_cluster",0.538509073384405,0.000239904739374666
"bmr","vanXY_gene_in_vanG_cluster",0.633555566939988,3.77899816315568e-06
"almE","vanXY_gene_in_vanG_cluster",0.501293850196623,0.000847676049347289
"vanV_gene_in_vanB_cluster","vanXY_gene_in_vanG_cluster",0.511499422693692,0.000606128560968711
"RanB","vanXY_gene_in_vanG_cluster",0.598391167989153,2.08097014191962e-05
"tetA(60)","vanXY_gene_in_vanG_cluster",0.620630526962506,7.28955357725136e-06
"tetB(60)","vanXY_gene_in_vanG_cluster",0.525310854383179,0.000381049679353075
"tetA(46)","vanXY_gene_in_vanG_cluster",0.56902908925738,7.41127745542889e-05
"emrY","vanXY_gene_in_vanG_cluster",0.544873795505043,0.000191217176294804
"tet(35)","vanXY_gene_in_vanG_cluster",0.621902164134064,6.84127903526039e-06
"Pseudomonas_aeruginosa_CpxR","vanXY_gene_in_vanG_cluster",0.623846512801026,6.22833934293817e-06
"Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin","vanV_gene_in_vanB_cluster",0.504088550584241,0.000774088832362268
"hp1181","vanV_gene_in_vanB_cluster",-0.609267948494418,1.25546627655701e-05
"rphB","vanV_gene_in_vanB_cluster",0.70120788724189,5.92840241068056e-08
"bmr","vanV_gene_in_vanB_cluster",0.567957164167364,7.7375801995881e-05
"vanXY_gene_in_vanG_cluster","vanV_gene_in_vanB_cluster",0.511499422693692,0.000606128560968711
"tetB(60)","vanV_gene_in_vanB_cluster",0.5459291285892,0.000184046374208433
"tetA(46)","vanV_gene_in_vanB_cluster",0.517137087912597,0.000503463502264976
"cmlv","vanV_gene_in_vanB_cluster",0.659626962831174,8.92241909394578e-07
"PvrR","vanV_gene_in_vanB_cluster",0.515394330673635,0.000533385203501573
"tet(W/N/W)","vanV_gene_in_vanB_cluster",0.586341260600513,3.57404342749309e-05
"Escherichia_coli","vanV_gene_in_vanB_cluster",0.502556543593211,0.000813408438904057
"Lachnospira_eligens","vanV_gene_in_vanB_cluster",-0.597479797196289,2.16870453203119e-05
"Vescimonas_coprocola","vanV_gene_in_vanB_cluster",-0.59594384805819,2.32578443436992e-05
"Dorea_formicigenerans","vanV_gene_in_vanB_cluster",-0.58861166401399,3.23626361220684e-05
"Ruminococcus_torques","vanV_gene_in_vanB_cluster",-0.510919275116609,0.000616634860121817
"tet(35)","OprN",0.519827483469097,0.000459308178549892
"Lachnospiraceae_bacterium","OprN",-0.603833524854807,1.61925503853644e-05
"Blautia_massiliensis","OprN",-0.524217340499269,0.00039618299046732
"arlR","mtrA",0.511233744265686,0.000610954491874933
"rosB","mtrA",0.688027939571303,1.48321678255237e-07
"LpxA","mtrA",0.509808387268701,0.000639108553361941
"Dorea_longicatena","mtrA",-0.502330583186944,0.000819110010395481
"bmr","RanB",0.588788780357191,3.21229240423174e-05
"vanXY_gene_in_vanG_cluster","RanB",0.598391167989153,2.08097014191962e-05
"tetB(60)","RanB",0.60077232222859,1.86567326603905e-05
"PvrR","RanB",0.587708127444496,3.36039512328066e-05
"tet(W/N/W)","RanB",0.587474245637844,3.39558826600867e-05
"Escherichia_coli","RanB",0.545045974597687,0.000190024720393266
"smeS","bcr-1",0.647501282642527,1.76585364317654e-06
"Enterobacter_cloacae_acrA","bcr-1",0.58466974939408,3.8424926049962e-05
"bcr-1","smeS",0.647501282642527,1.76585364317654e-06
"vanH_gene_in_vanP_cluster","smeS",0.617397641310198,8.55498377597999e-06
"Enterobacter_cloacae_acrA","smeS",0.539675156274816,0.000230036889752667
"Parabacteroides_merdae","smeS",-0.511154666969033,0.000612599539153643
"Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin","tetA(60)",0.528301029715538,0.000343589758963304
"adeI","tetA(60)",0.523402922917124,0.000407774851426368
"almE","tetA(60)",0.513167983201132,0.000573809795382779
"vanXY_gene_in_vanG_cluster","tetA(60)",0.620630526962506,7.28955357725136e-06
"rosB","tetA(60)",0.563067727720575,9.46612912241226e-05
"emrY","tetA(60)",0.528932659917151,0.000336331834642197
"adeL","tetA(60)",0.502982832640103,0.000802297767183358
"tet(35)","tetA(60)",0.645204572966295,2.01042197100068e-06
"Clostridium_leptum","tetA(60)",-0.524292555704591,0.000395135360579567
"Collinsella_aerofaciens","tetA(60)",-0.503169728728021,0.000797875982399377
"Blautia_massiliensis","tetA(60)",-0.527189893987553,0.000357333606863527
"smeS","vanH_gene_in_vanP_cluster",0.617397641310198,8.55498377597999e-06
"tetA(58)","vanH_gene_in_vanP_cluster",0.518804825228599,0.000475933202903333
"Lachnospiraceae_bacterium_NSJ_29","vanH_gene_in_vanP_cluster",-0.509236092051569,0.00065111731239612
"Agathobaculum_butyriciproducens","vanH_gene_in_vanP_cluster",-0.574393430725615,5.93473856888589e-05
"TaeA","macB",0.60978464266609,1.22711631987733e-05
"vanR_gene_in_vanB_cluster","macB",0.629462932895314,4.67113884050546e-06
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","macB",0.563791066672316,9.20445707020306e-05
"tetA(P)","macB",0.520985242801168,0.00044255634402028
"Blautia_obeum","macB",0.548118970939587,0.000169832414893542
"Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A","tet(T)",0.74995702847309,1.23006057496238e-09
"Clostridiaceae_bacterium_Marseille_Q4149","tet(T)",0.504280964545657,0.000768891084784174
"Dorea_sp_AF24_7LB","tet(T)",0.669265205325725,4.97054640689746e-07
"hp1181","mlaD",0.622685366830483,6.58346253032255e-06
"Lachnospira_eligens","mlaD",0.653029210942674,1.29507049906046e-06
"Collinsella_aerofaciens","mlaD",0.501769025662612,0.000834592851767927
"GGB9759_SGB15370","mlaD",0.54484033918591,0.000191321245831624
"TaeA","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",0.576417719012642,5.47910684767036e-05
"macB","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",0.563791066672316,9.20445707020306e-05
"tsnR","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",0.637966282460075,2.99131425923338e-06
"mepA","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",0.552260809514922,0.000144919494121954
"Lachnospiraceae_bacterium_Marseille_Q4251","mecC",0.625094377546236,5.84884126706507e-06
"Coprococcus_catus","vanR_gene_in_vanF_cluster",0.540805414412752,0.000221284269388422
"Anaerobutyricum_hallii","vanR_gene_in_vanF_cluster",0.889756253164022,0
"Coprococcus_comes","vanR_gene_in_vanF_cluster",0.512472992708743,0.000586300924455852
"Eubacterium_rectale","vanR_gene_in_vanF_cluster",0.575899784445148,5.5907136288673e-05
"FASYN_ELONG_PWY","vanR_gene_in_vanF_cluster",-0.508972275313924,0.000656753956071467
"GLYCOLYSIS_E_D","vanR_gene_in_vanF_cluster",-0.515879896627612,0.000525541051577121
"HOMOSER_METSYN_PWY","vanR_gene_in_vanF_cluster",-0.501540125411426,0.000840598772146888
"METSYN_PWY","vanR_gene_in_vanF_cluster",-0.502053786655831,0.000826931088569616
"P4_PWY","vanR_gene_in_vanF_cluster",-0.503496908777025,0.00078955121971624
"P461_PWY","vanR_gene_in_vanF_cluster",-0.503996072781021,0.000776504476823238
"POLYISOPRENSYN_PWY","vanR_gene_in_vanF_cluster",-0.503566912594324,0.00078773864204872
"PWY_5347","vanR_gene_in_vanF_cluster",-0.500773090928625,0.000862269555486821
"PWY_5838","vanR_gene_in_vanF_cluster",-0.513309218865957,0.000571210896529466
"PWY_5840","vanR_gene_in_vanF_cluster",-0.512619672292299,0.000583812271901273
"PWY_5850","vanR_gene_in_vanF_cluster",-0.520646924889638,0.00044740849104762
"PWY_5861","vanR_gene_in_vanF_cluster",-0.513511726684701,0.000568152234177442
"PWY_5897","vanR_gene_in_vanF_cluster",-0.510929755429342,0.00061658092409255
"PWY_5898","vanR_gene_in_vanF_cluster",-0.510929755429342,0.00061658092409255
"PWY_5899","vanR_gene_in_vanF_cluster",-0.510929755429342,0.00061658092409255
"PWY_5918","vanR_gene_in_vanF_cluster",-0.514858770005416,0.000542746980916369
"PWY_6147","vanR_gene_in_vanF_cluster",-0.503426362418575,0.000791383093162594
"PWY_6282","vanR_gene_in_vanF_cluster",-0.508636603489398,0.000663808768985379
"PWY_6285","vanR_gene_in_vanF_cluster",-0.502956487931116,0.000802874834894317
"PWY_6519","vanR_gene_in_vanF_cluster",-0.524624561124123,0.00039079688779019
"PWY_6961","vanR_gene_in_vanF_cluster",-0.510811193190807,0.000618584611487833
"PWY_7664","vanR_gene_in_vanF_cluster",-0.510928075809415,0.00061658092409255
"PWY0_301","vanR_gene_in_vanF_cluster",-0.504875330088696,0.000754706592845156
"PWY0_781","vanR_gene_in_vanF_cluster",-0.501887043152907,0.000831330551483262
