"source","target","weight","p"
"Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin","patA",0.837098801767561,4.25321878173522e-14
"IreK","patA",0.99789257724024,0
"Catenibacterium_SGB4425","patA",0.888294870450466,0
"arlS","Pseudomonas_aeruginosa_CpxR",0.554052171475794,0.000121486012361524
"Pseudomonas_aeruginosa_CpxR","arlS",0.554052171475794,0.000121486012361524
"Clostridioides_difficile_murG_with_mutation_conferring_resistance_to_vancomycin","lmrD",0.548489876417669,0.000153536957487598
"Coprococcus_eutactus","lmrD",-0.544342444142515,0.000181551547404452
"GGB9760_SGB15373","lmrD",-0.565967463776656,7.27092838925931e-05
"Oscillospiraceae_bacterium_Marseille_Q3528","lmrD",-0.632434911969903,2.77133944084206e-06
"Alistipes_putredinis","lmrD",-0.534044349091489,0.000274277660210362
"lmrD","Coprococcus_eutactus",-0.544342444142515,0.000181551547404452
"Oscillibacter_sp_ER4","Coprococcus_eutactus",0.580251502420521,3.78994166677264e-05
"Oscillospiraceae_bacterium_Marseille_Q3528","Coprococcus_eutactus",0.565618808409943,7.382848026896e-05
"Escherichia_coli","Coprococcus_eutactus",-0.530296312683688,0.000316480892079582
"GGB9758_SGB15368","Coprococcus_eutactus",0.625913740262085,3.9503204146293e-06
"Waltera_intestinalis","Coprococcus_eutactus",0.606146369256314,1.0958928118038e-05
"Christensenellaceae_bacterium_NSJ_63","Coprococcus_eutactus",0.563050671627665,8.26437522066539e-05
"Blautia_luti","Coprococcus_eutactus",0.53925668200841,0.000222745659063935
"Bacteroides_caccae","Coprococcus_eutactus",0.502651644348289,0.000879105737622428
"HOMOSER_METSYN_PWY","Coprococcus_eutactus",-0.545450434300046,0.000173734685642598
"MET_SAM_PWY","Coprococcus_eutactus",-0.547890704427979,0.000157205785814998
"METSYN_PWY","Coprococcus_eutactus",-0.548026651520722,0.00015634068895826
"P4_PWY","Coprococcus_eutactus",-0.602249562298584,1.323618034599e-05
"PWY_5347","Coprococcus_eutactus",-0.549181880741053,0.000149402878696361
"PWY_5838","Coprococcus_eutactus",-0.500381666024772,0.000952871437756709
"PWY_5850","Coprococcus_eutactus",-0.565382660549202,7.45727115448976e-05
"PWY_5861","Coprococcus_eutactus",-0.524075837860254,0.000399773412603854
"PWY_5918","Coprococcus_eutactus",-0.546739398033774,0.000164958350359705
"PWY_6285","Coprococcus_eutactus",-0.578206201210392,4.16191606940735e-05
"PWY_6961","Coprococcus_eutactus",-0.603477290660299,1.2492122749163e-05
"PWY0_1297","Coprococcus_eutactus",-0.545818821583951,0.000171120564776379
"PWY0_301","Coprococcus_eutactus",-0.56559791396089,7.3865187444901e-05
"PWY0_781","Coprococcus_eutactus",-0.602145365730134,1.32811691157296e-05
"PYRIDNUCSAL_PWY","Coprococcus_eutactus",-0.531861414062187,0.00029844714550552
"almE","Lachnospiraceae_bacterium",-0.551772792949414,0.000133818027184105
"Clostridioides_difficile_murG_with_mutation_conferring_resistance_to_vancomycin","Lachnospiraceae_bacterium",-0.595104418020302,1.87508873724292e-05
"GGB51441_SGB71759","Lachnospiraceae_bacterium",0.505931694448499,0.000782557783706975
"Gemmiger_formicilis","Lachnospiraceae_bacterium",0.604626701609067,1.1811307107173e-05
"Clostridium_sp_AF34_10BH","Lachnospiraceae_bacterium",0.514096713874392,0.000581228877908156
"Faecalibacterium_SGB15346","Lachnospiraceae_bacterium",0.719028202408153,1.07748229318639e-08
"GGB9699_SGB15216","Lachnospiraceae_bacterium",0.516062330039946,0.000539268472971028
"GGB79734_SGB15291","Collinsella_SGB14861",0.529961352384244,0.000320635118294169
"Oscillospiraceae_bacterium_Marseille_Q3528","Collinsella_SGB14861",0.515027542224564,0.000561388082633878
"Waltera_intestinalis","Collinsella_SGB14861",0.530377854710464,0.00031554687653652
"Gemmiger_formicilis","Collinsella_SGB14861",0.517633014257203,0.000508890476763536
"Dorea_sp_AF24_7LB","Collinsella_SGB14861",0.550861289494867,0.000139154089085766
"Blautia_luti","Collinsella_SGB14861",0.521030155568292,0.00044850964833327
"Collinsella_aerofaciens","Collinsella_SGB14861",0.526928975124612,0.000359220654744398
"OprN","GGB9760_SGB15373",-0.520458424738525,0.000457623597526362
"lmrD","GGB9760_SGB15373",-0.565967463776656,7.27092838925931e-05
"Oscillospiraceae_bacterium_Marseille_Q3528","GGB9760_SGB15373",0.630546400108096,3.07725072307545e-06
"Collinsella_SGB14861","GGB79734_SGB15291",0.529961352384244,0.000320635118294169
"Blautia_luti","GGB79734_SGB15291",0.664324357461938,4.32034597805386e-07
"tetA(46)","Oscillibacter_sp_ER4",-0.554751806261187,0.000118059658600761
"Coprococcus_eutactus","Oscillibacter_sp_ER4",0.580251502420521,3.78994166677264e-05
"Blautia_obeum","Oscillibacter_sp_ER4",-0.542235190083283,0.00019758414962422
"Blautia_luti","Oscillibacter_sp_ER4",0.535667238750155,0.000257387626392088
"HOMOSER_METSYN_PWY","Oscillibacter_sp_ER4",-0.558796568560031,9.97651174313595e-05
"MET_SAM_PWY","Oscillibacter_sp_ER4",-0.553918704781738,0.000122150271354013
"METSYN_PWY","Oscillibacter_sp_ER4",-0.555556521646296,0.000114234313155411
"P4_PWY","Oscillibacter_sp_ER4",-0.570547392364956,5.91570626197445e-05
"P461_PWY","Oscillibacter_sp_ER4",-0.526104861729042,0.000371102120539498
"PWY_5347","Oscillibacter_sp_ER4",-0.554810210797016,0.000117804881177368
"PWY_5918","Oscillibacter_sp_ER4",-0.56483083810987,7.63632840395215e-05
"PWY_6961","Oscillibacter_sp_ER4",-0.561736234316702,8.76323735950006e-05
"PWY0_1297","Oscillibacter_sp_ER4",-0.558672109203656,0.000100237463377947
"PWY0_1298","Oscillibacter_sp_ER4",-0.503040824409721,0.000868935978089629
"PWY0_301","Oscillibacter_sp_ER4",-0.545020376019218,0.00017674426280227
"PWY0_781","Oscillibacter_sp_ER4",-0.569929752461771,6.08785715438287e-05
"PYRIDNUCSAL_PWY","Oscillibacter_sp_ER4",-0.550431790974185,0.000141697917249726
"lmrD","Oscillospiraceae_bacterium_Marseille_Q3528",-0.632434911969903,2.77133944084206e-06
"Coprococcus_eutactus","Oscillospiraceae_bacterium_Marseille_Q3528",0.565618808409943,7.382848026896e-05
"Collinsella_SGB14861","Oscillospiraceae_bacterium_Marseille_Q3528",0.515027542224564,0.000561388082633878
"GGB9760_SGB15373","Oscillospiraceae_bacterium_Marseille_Q3528",0.630546400108096,3.07725072307545e-06
"P161_PWY","Oscillospiraceae_bacterium_Marseille_Q3528",-0.523294778865513,0.000411981578829591
"P4_PWY","Oscillospiraceae_bacterium_Marseille_Q3528",-0.505912124499396,0.000782832266314137
"PWY_5850","Oscillospiraceae_bacterium_Marseille_Q3528",-0.548902908646754,0.00015118251491777
"PWY_5897","Oscillospiraceae_bacterium_Marseille_Q3528",-0.502168075010607,0.000892231404487794
"PWY_5898","Oscillospiraceae_bacterium_Marseille_Q3528",-0.502168075010607,0.000892231404487794
"PWY_5899","Oscillospiraceae_bacterium_Marseille_Q3528",-0.502168075010607,0.000892231404487794
"PWY_5918","Oscillospiraceae_bacterium_Marseille_Q3528",-0.542673093346187,0.000194144428616497
"PWY_6285","Oscillospiraceae_bacterium_Marseille_Q3528",-0.521048324334106,0.000448368474687265
"PWY_6961","Oscillospiraceae_bacterium_Marseille_Q3528",-0.509089801771184,0.000698513622078801
"PWY0_781","Oscillospiraceae_bacterium_Marseille_Q3528",-0.504993349437954,0.000809652657254132
"PYRIDNUCSAL_PWY","Oscillospiraceae_bacterium_Marseille_Q3528",-0.534239337637701,0.000272395629146822
"rphB","Escherichia_coli",0.524519471507959,0.000393108624860883
"emrY","Escherichia_coli",0.50872456254126,0.000707342779347304
"Coprococcus_eutactus","Escherichia_coli",-0.530296312683688,0.000316480892079582
"Butyricicoccus_sp_AM29_23AC","Escherichia_coli",-0.54037522096845,0.00021308724674695
"Coprococcus_eutactus","GGB9758_SGB15368",0.625913740262085,3.9503204146293e-06
"Alistipes_putredinis","GGB9758_SGB15368",0.507011678329939,0.000753384842007803
"Eggerthella_lenta","GGB9758_SGB15368",-0.506404090159023,0.000769692411614176
"GLYCOLYSIS_E_D","GGB9758_SGB15368",-0.502573908806517,0.000880658652406061
"HOMOSER_METSYN_PWY","GGB9758_SGB15368",-0.637352234570647,2.12136853530778e-06
"MET_SAM_PWY","GGB9758_SGB15368",-0.632985311417988,2.68987706431081e-06
"METSYN_PWY","GGB9758_SGB15368",-0.634057949008948,2.53485569858918e-06
"P161_PWY","GGB9758_SGB15368",-0.523932303106931,0.000401946855569883
"P4_PWY","GGB9758_SGB15368",-0.643726602633318,1.4698206171688e-06
"P461_PWY","GGB9758_SGB15368",-0.580907495976629,3.67579776216696e-05
"PENTOSE_P_PWY","GGB9758_SGB15368",-0.535978298762337,0.000254249449025962
"PWY_5347","GGB9758_SGB15368",-0.634201071015637,2.51657773383425e-06
"PWY_5838","GGB9758_SGB15368",-0.571582790466374,5.63905808169906e-05
"PWY_5840","GGB9758_SGB15368",-0.52139519403076,0.000442876532154945
"PWY_5850","GGB9758_SGB15368",-0.510345810457373,0.000666805162757734
"PWY_5861","GGB9758_SGB15368",-0.593398519936615,2.03153932949687e-05
"PWY_5897","GGB9758_SGB15368",-0.565004240703548,7.57871584444046e-05
"PWY_5898","GGB9758_SGB15368",-0.565004240703548,7.57871584444046e-05
"PWY_5899","GGB9758_SGB15368",-0.565004240703548,7.57871584444046e-05
"PWY_5918","GGB9758_SGB15368",-0.689078652175777,9.1293841560806e-08
"PWY_6285","GGB9758_SGB15368",-0.511970077562812,0.000628325723325754
"PWY_6961","GGB9758_SGB15368",-0.713203268452901,1.66327358672896e-08
"PWY0_1297","GGB9758_SGB15368",-0.562468265482522,8.48516685309403e-05
"PWY0_1298","GGB9758_SGB15368",-0.606541175590928,1.0753572571923e-05
"PWY0_301","GGB9758_SGB15368",-0.676017408636405,2.10457057134308e-07
"PWY0_781","GGB9758_SGB15368",-0.643103299748639,1.52192824853004e-06
"PWY4FS_7","GGB9758_SGB15368",-0.552288958447868,0.000130868156871984
"PWY4FS_8","GGB9758_SGB15368",-0.552283927571078,0.000130868156871984
"PWY66_409","GGB9758_SGB15368",-0.554846554575558,0.000117667154115411
"Coprococcus_eutactus","Waltera_intestinalis",0.606146369256314,1.0958928118038e-05
"Collinsella_SGB14861","Waltera_intestinalis",0.530377854710464,0.00031554687653652
"Christensenellaceae_bacterium_NSJ_63","Waltera_intestinalis",0.569024720859067,6.34690183708766e-05
"Clostridium_sp_AF34_10BH","Waltera_intestinalis",0.579884363241817,3.85464575998153e-05
"Alistipes_putredinis","Waltera_intestinalis",0.548793043571894,0.000151777532404043
"Eggerthella_lenta","Waltera_intestinalis",-0.546392030218243,0.000167041072241535
"Bacteroides_caccae","Waltera_intestinalis",0.575814586565866,4.64649245930747e-05
"Clostridium_sp_AF34_10BH","Faecalibacterium_prausnitzii",0.539680515453847,0.000218842649475015
"Blautia_glucerasea","Faecalibacterium_prausnitzii",0.538783050702169,0.00022679389769675
"Clostridiaceae_bacterium_AF18_31LB","Faecalibacterium_prausnitzii",0.616318872223224,6.49346981541321e-06
"Firmicutes_bacterium_AF16_15","Faecalibacterium_prausnitzii",0.571642976665299,5.62742487993874e-05
"Faecalibacterium_SGB15346","Faecalibacterium_prausnitzii",0.530210514780946,0.000317473541362339
"Roseburia_inulinivorans","Faecalibacterium_prausnitzii",0.621017219509293,5.08755691045312e-06
"Ruthenibacterium_lactatiformans","Faecalibacterium_prausnitzii",0.506919688478047,0.000755759295457142
"Lachnospiraceae_bacterium","GGB51441_SGB71759",0.505931694448499,0.000782557783706975
"PWY_5850","GGB51441_SGB71759",-0.512793988321705,0.000610073916476669
"Coprococcus_eutactus","Christensenellaceae_bacterium_NSJ_63",0.563050671627665,8.26437522066539e-05
"Waltera_intestinalis","Christensenellaceae_bacterium_NSJ_63",0.569024720859067,6.34690183708766e-05
"GGB79973_SGB14341","Christensenellaceae_bacterium_NSJ_63",0.507840222838923,0.000730525483832208
"GGB9699_SGB15216","Christensenellaceae_bacterium_NSJ_63",0.64589004383464,1.29425963147205e-06
"PWY_6285","Christensenellaceae_bacterium_NSJ_63",-0.520116979646176,0.000463567842684444
"mlaD","Lachnospira_eligens",0.597658798594596,1.65231424484234e-05
"Lachnospiraceae_bacterium","Gemmiger_formicilis",0.604626701609067,1.1811307107173e-05
"Collinsella_SGB14861","Gemmiger_formicilis",0.517633014257203,0.000508890476763536
"Faecalibacterium_SGB15346","Gemmiger_formicilis",0.506767145345525,0.000759607146430279
"Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin","Clostridium_sp_AF34_10BH",-0.583648080030607,3.23810931229778e-05
"vanXY_gene_in_vanG_cluster","Clostridium_sp_AF34_10BH",-0.548821081744257,0.00015165932158567
"vanV_gene_in_vanB_cluster","Clostridium_sp_AF34_10BH",-0.626373680298953,3.8523278927649e-06
"Lachnospiraceae_bacterium","Clostridium_sp_AF34_10BH",0.514096713874392,0.000581228877908156
"Waltera_intestinalis","Clostridium_sp_AF34_10BH",0.579884363241817,3.85464575998153e-05
"Faecalibacterium_prausnitzii","Clostridium_sp_AF34_10BH",0.539680515453847,0.000218842649475015
"Clostridiaceae_bacterium_AF18_31LB","Clostridium_sp_AF34_10BH",0.546526370163053,0.000166212981888326
"GGB9699_SGB15216","Clostridium_sp_AF34_10BH",0.54128885268108,0.000205436734906987
"Dysosmobacter_welbionis","Clostridium_sp_AF34_10BH",0.516152041491253,0.000537572038930126
"tsnR","Blautia_obeum",0.514239947086922,0.000578315707908259
"tetA(P)","Blautia_obeum",0.523495156550191,0.000408985074008375
"Oscillibacter_sp_ER4","Blautia_obeum",-0.542235190083283,0.00019758414962422
"Fusicatenibacter_saccharivorans","Blautia_obeum",0.576034168389808,4.5998907889785e-05
"Blautia_faecis","Blautia_obeum",0.626988613646849,3.72343064677726e-06
"Agathobaculum_butyriciproducens","Blautia_obeum",0.53146925730853,0.000302843199909984
"Ruminococcus_torques","Blautia_obeum",0.50087608151861,0.000935579793040444
"ASPASN_PWY","Blautia_obeum",0.587377498643964,2.72561504389524e-05
"HOMOSER_METSYN_PWY","Blautia_obeum",0.521946342477682,0.000434394684594242
"MET_SAM_PWY","Blautia_obeum",0.506855891459471,0.000757316407188923
"METSYN_PWY","Blautia_obeum",0.508900618045795,0.000702809823191887
"P161_PWY","Blautia_obeum",0.516404861485871,0.000532637751362496
"P4_PWY","Blautia_obeum",0.576534643812215,4.49468132273994e-05
"P461_PWY","Blautia_obeum",0.665289856004896,4.07326212311209e-07
"PWY_5347","Blautia_obeum",0.508712305749724,0.000707392794866764
"PWY_5861","Blautia_obeum",0.503948179888778,0.00084069288300761
"PWY_5897","Blautia_obeum",0.521557860857211,0.000440529927484773
"PWY_5898","Blautia_obeum",0.521557860857211,0.000440529927484773
"PWY_5899","Blautia_obeum",0.521557860857211,0.000440529927484773
"PWY_5918","Blautia_obeum",0.575536731309494,4.70441699212741e-05
"PWY0_1297","Blautia_obeum",0.632811451132142,2.71578024248267e-06
"PWY0_1298","Blautia_obeum",0.64497967112831,1.36672266646899e-06
"PWY0_1477","Blautia_obeum",0.502655682514407,0.000879105737622428
"PWY0_781","Blautia_obeum",0.576245977094049,4.55542781038545e-05
"PWY4FS_7","Blautia_obeum",0.61208595794593,8.07207389960815e-06
"PWY4FS_8","Blautia_obeum",0.612077446410472,8.07207389960815e-06
"PWY66_409","Blautia_obeum",0.586825925800399,2.79193951408164e-05
"ANAGLYCOLYSIS_PWY","Blautia_obeum",0.507702922212919,0.000733823498060362
"GLYCOGENSYNTH_PWY","Blautia_obeum",0.511938820837599,0.000628839297836492
"PWY_6151","Blautia_obeum",0.51003184576785,0.000674742588590418
"PWY_6470","Blautia_obeum",0.533000636780655,0.00028580523850753
"PWY_7238","Blautia_obeum",0.5129788585942,0.000605903995907454
"THISYNARA_PWY","Blautia_obeum",0.52541574239681,0.000380748926427564
"rosB","Alistipes_putredinis",-0.506579157119286,0.000764825060198874
"lmrD","Alistipes_putredinis",-0.534044349091489,0.000274277660210362
"GGB9758_SGB15368","Alistipes_putredinis",0.507011678329939,0.000753384842007803
"Waltera_intestinalis","Alistipes_putredinis",0.548793043571894,0.000151777532404043
"Eggerthella_lenta","Alistipes_putredinis",-0.525471973202118,0.00038003548051526
"Staphylococcus_aureus_rpoB_mutants_conferring_resistance_to_rifampicin","Blautia_glucerasea",-0.556965775302622,0.000107545931424844
"Faecalibacterium_prausnitzii","Blautia_glucerasea",0.538783050702169,0.00022679389769675
"Faecalibacterium_SGB15346","Blautia_glucerasea",0.559212815858289,9.79384606193093e-05
"tet(W/N/W)","Clostridiaceae_bacterium_AF18_31LB",-0.523433912785115,0.000409831743107329
"Faecalibacterium_prausnitzii","Clostridiaceae_bacterium_AF18_31LB",0.616318872223224,6.49346981541321e-06
"Clostridium_sp_AF34_10BH","Clostridiaceae_bacterium_AF18_31LB",0.546526370163053,0.000166212981888326
"Clostridiaceae_bacterium","Clostridiaceae_bacterium_AF18_31LB",0.508338022321934,0.000717155502594938
"Clostridium_SGB4750","Clostridiaceae_bacterium_AF18_31LB",0.636539331236934,2.21740254480388e-06
"Clostridium_sp_AM22_11AC","Clostridiaceae_bacterium_AF18_31LB",0.508640306561894,0.00070908471591746
"Clostridium_fessum","Clostridiaceae_bacterium_AF18_31LB",0.65658001816791,6.87344417432061e-07
"Dysosmobacter_welbionis","Clostridiaceae_bacterium_AF18_31LB",0.62319147184534,4.53323491512786e-06
"GLYCOLYSIS_E_D","Clostridiaceae_bacterium_AF18_31LB",0.513941018290875,0.000584122617310803
"PWY_6147","Clostridiaceae_bacterium_AF18_31LB",0.611994524284031,8.10417744635079e-06
"PWY_7663","Clostridiaceae_bacterium_AF18_31LB",0.634100969725037,2.52993766772418e-06
"PWY0_845","Clostridiaceae_bacterium_AF18_31LB",0.555032275437442,0.000116765557862598
"PYRIDOXSYN_PWY","Clostridiaceae_bacterium_AF18_31LB",0.568271111667205,6.56303933286551e-05
"ARGSYNBSUB_PWY","Clostridiaceae_bacterium_AF18_31LB",0.518860695474254,0.000486528676466705
"COA_PWY","Clostridiaceae_bacterium_AF18_31LB",0.506021716461679,0.000780479780446727
"COA_PWY_1","Clostridiaceae_bacterium_AF18_31LB",0.503090290043958,0.000867645518220461
"HISTSYN_PWY","Clostridiaceae_bacterium_AF18_31LB",0.518215297380175,0.000498016348495229
"NONMEVIPP_PWY","Clostridiaceae_bacterium_AF18_31LB",0.514234416347201,0.000578315707908259
"PEPTIDOGLYCANSYN_PWY","Clostridiaceae_bacterium_AF18_31LB",0.516939530481788,0.000521858101731625
"PWY_3841","Clostridiaceae_bacterium_AF18_31LB",0.536553755247879,0.000248241540834745
"PWY_5686","Clostridiaceae_bacterium_AF18_31LB",0.532485121288786,0.000291276949841304
"PWY_6163","Clostridiaceae_bacterium_AF18_31LB",0.501047590696641,0.000930258684655353
"PWY_6385","Clostridiaceae_bacterium_AF18_31LB",0.527359943515239,0.000353814984407502
"PWY_6386","Clostridiaceae_bacterium_AF18_31LB",0.519125497044877,0.000481593198232658
"PWY_6387","Clostridiaceae_bacterium_AF18_31LB",0.521505101460555,0.00044109988634883
"PWY_6700","Clostridiaceae_bacterium_AF18_31LB",0.566002377784233,7.26256846287362e-05
"PWY_7790","Clostridiaceae_bacterium_AF18_31LB",0.532485121288786,0.000291276949841304
"PWY_7791","Clostridiaceae_bacterium_AF18_31LB",0.532485121288786,0.000291276949841304
"PWY_7851","Clostridiaceae_bacterium_AF18_31LB",0.500160007823142,0.000960508213861
"Bacteroides_uniformis","Vescimonas_coprocola",0.761869459038365,2.8835242752104e-10
"Streptomyces_venezuelae_rox","Firmicutes_bacterium_AF16_15",-0.508904261679077,0.000702809823191887
"Faecalibacterium_prausnitzii","Firmicutes_bacterium_AF16_15",0.571642976665299,5.62742487993874e-05
