"Label","type","CD_Status","Polygon","ID","Color"
"PWY_5838","Pathway","CD_enriched",3,"PWY_5838","#ab6355"
"PWY_5840","Pathway","CD_enriched",3,"PWY_5840","#ab6355"
"PWY_5850","Pathway","CD_enriched",3,"PWY_5850","#ab6355"
"PWY_5861","Pathway","CD_enriched",3,"PWY_5861","#ab6355"
"PWY_5897","Pathway","CD_enriched",3,"PWY_5897","#ab6355"
"PWY_5898","Pathway","CD_enriched",3,"PWY_5898","#ab6355"
"PWY_5899","Pathway","CD_enriched",3,"PWY_5899","#ab6355"
"PWY_5918","Pathway","CD_enriched",3,"PWY_5918","#ab6355"
"PWY_5989","Pathway","CD_enriched",3,"PWY_5989","#ab6355"
"PWY_6147","Pathway","CD_enriched",3,"PWY_6147","#ab6355"
"PWY_6151","Pathway","CD_depleted",3,"PWY_6151","#90a5a7"
"PWY_6163","Pathway","CD_depleted",3,"PWY_6163","#90a5a7"
"PWY_6282","Pathway","CD_enriched",3,"PWY_6282","#ab6355"
"PWY_6285","Pathway","CD_enriched",3,"PWY_6285","#ab6355"
"PWY_6385","Pathway","CD_depleted",3,"PWY_6385","#90a5a7"
"PWY_6386","Pathway","CD_depleted",3,"PWY_6386","#90a5a7"
"PWY_6387","Pathway","CD_depleted",3,"PWY_6387","#90a5a7"
"PWY_6519","Pathway","CD_enriched",3,"PWY_6519","#ab6355"
"PWY_6700","Pathway","CD_depleted",3,"PWY_6700","#90a5a7"
"PWY_6961","Pathway","CD_enriched",3,"PWY_6961","#ab6355"
"PWY_7238","Pathway","CD_depleted",3,"PWY_7238","#90a5a7"
"PWY_7663","Pathway","CD_enriched",3,"PWY_7663","#ab6355"
"PWY_7664","Pathway","CD_enriched",3,"PWY_7664","#ab6355"
"PWY_7790","Pathway","CD_depleted",3,"PWY_7790","#90a5a7"
"PWY_7791","Pathway","CD_depleted",3,"PWY_7791","#90a5a7"
"PWY_7851","Pathway","CD_depleted",3,"PWY_7851","#90a5a7"
"PWY0_1297","Pathway","CD_enriched",3,"PWY0_1297","#ab6355"
"PWY0_1298","Pathway","CD_enriched",3,"PWY0_1298","#ab6355"
"PWY0_1477","Pathway","CD_enriched",3,"PWY0_1477","#ab6355"
"PWY0_301","Pathway","CD_enriched",3,"PWY0_301","#ab6355"
"PWY0_781","Pathway","CD_enriched",3,"PWY0_781","#ab6355"
"PWY0_845","Pathway","CD_enriched",3,"PWY0_845","#ab6355"
"PWY0_862","Pathway","CD_enriched",3,"PWY0_862","#ab6355"
"PWY4FS_7","Pathway","CD_enriched",3,"PWY4FS_7","#ab6355"
"PWY4FS_8","Pathway","CD_enriched",3,"PWY4FS_8","#ab6355"
"PWY66_409","Pathway","CD_enriched",3,"PWY66_409","#ab6355"
"PYRIDNUCSAL_PWY","Pathway","CD_enriched",3,"PYRIDNUCSAL_PWY","#ab6355"
"PYRIDOXSYN_PWY","Pathway","CD_enriched",3,"PYRIDOXSYN_PWY","#ab6355"
"Roseburia_inulinivorans","Species","CD_depleted",4,"Roseburia_inulinivorans","#90a5a7"
"rphB","Gene","CD_enriched",1,"rphB","#ab6355"
"TaeA","Gene","CD_depleted",1,"TaeA","#90a5a7"
"tet(W/N/W)","Gene","CD_enriched",1,"tet(W/N/W)","#ab6355"
"tetA(P)","Gene","CD_depleted",1,"tetA(P)","#90a5a7"
"THISYNARA_PWY","Pathway","CD_depleted",3,"THISYNARA_PWY","#90a5a7"
"tsnR","Gene","CD_depleted",1,"tsnR","#90a5a7"
"vanR_gene_in_vanB_cluster","Gene","CD_depleted",1,"vanR_gene_in_vanB_cluster","#90a5a7"
"Vescimonas_coprocola","Species","CD_depleted",4,"Vescimonas_coprocola","#90a5a7"
