"Label","type","CD_Status","Polygon","ID","Color"
"PEPTIDOGLYCANSYN_PWY","Pathway","CD_depleted",3,"PEPTIDOGLYCANSYN_PWY","#90a5a7"
"POLYISOPRENSYN_PWY","Pathway","CD_enriched",3,"POLYISOPRENSYN_PWY","#ab6355"
"PvrR","Gene","CD_enriched",1,"PvrR","#ab6355"
"PWY_3841","Pathway","CD_depleted",3,"PWY_3841","#90a5a7"
"PWY_5097","Pathway","CD_depleted",3,"PWY_5097","#90a5a7"
"PWY_5347","Pathway","CD_enriched",3,"PWY_5347","#ab6355"
"PWY_5686","Pathway","CD_depleted",3,"PWY_5686","#90a5a7"
"PWY_5838","Pathway","CD_enriched",3,"PWY_5838","#ab6355"
"PWY_5840","Pathway","CD_enriched",3,"PWY_5840","#ab6355"
"PWY_5850","Pathway","CD_enriched",3,"PWY_5850","#ab6355"
"PWY_5861","Pathway","CD_enriched",3,"PWY_5861","#ab6355"
"PWY_5897","Pathway","CD_enriched",3,"PWY_5897","#ab6355"
"PWY_5898","Pathway","CD_enriched",3,"PWY_5898","#ab6355"
"PWY_5899","Pathway","CD_enriched",3,"PWY_5899","#ab6355"
"PWY_5918","Pathway","CD_enriched",3,"PWY_5918","#ab6355"
"PWY_5989","Pathway","CD_enriched",3,"PWY_5989","#ab6355"
"PWY_6147","Pathway","CD_enriched",3,"PWY_6147","#ab6355"
"PWY_6151","Pathway","CD_depleted",3,"PWY_6151","#90a5a7"
"PWY_6163","Pathway","CD_depleted",3,"PWY_6163","#90a5a7"
"PWY_6282","Pathway","CD_enriched",3,"PWY_6282","#ab6355"
"PWY_6285","Pathway","CD_enriched",3,"PWY_6285","#ab6355"
"PWY_6385","Pathway","CD_depleted",3,"PWY_6385","#90a5a7"
"PWY_6386","Pathway","CD_depleted",3,"PWY_6386","#90a5a7"
"PWY_6387","Pathway","CD_depleted",3,"PWY_6387","#90a5a7"
"PWY_6519","Pathway","CD_enriched",3,"PWY_6519","#ab6355"
"PWY_6700","Pathway","CD_depleted",3,"PWY_6700","#90a5a7"
"PWY_6961","Pathway","CD_enriched",3,"PWY_6961","#ab6355"
"PWY_7238","Pathway","CD_depleted",3,"PWY_7238","#90a5a7"
"PWY_7663","Pathway","CD_enriched",3,"PWY_7663","#ab6355"
"PWY_7664","Pathway","CD_enriched",3,"PWY_7664","#ab6355"
"PWY_7790","Pathway","CD_depleted",3,"PWY_7790","#90a5a7"
"PWY_7791","Pathway","CD_depleted",3,"PWY_7791","#90a5a7"
"PWY_7851","Pathway","CD_depleted",3,"PWY_7851","#90a5a7"
"PWY0_1297","Pathway","CD_enriched",3,"PWY0_1297","#ab6355"
"PWY0_1298","Pathway","CD_enriched",3,"PWY0_1298","#ab6355"
"PWY0_1477","Pathway","CD_enriched",3,"PWY0_1477","#ab6355"
"PWY0_301","Pathway","CD_enriched",3,"PWY0_301","#ab6355"
"PWY0_781","Pathway","CD_enriched",3,"PWY0_781","#ab6355"
"PWY0_845","Pathway","CD_enriched",3,"PWY0_845","#ab6355"
"PWY0_862","Pathway","CD_enriched",3,"PWY0_862","#ab6355"
"PWY4FS_7","Pathway","CD_enriched",3,"PWY4FS_7","#ab6355"
"PWY4FS_8","Pathway","CD_enriched",3,"PWY4FS_8","#ab6355"
"PWY66_409","Pathway","CD_enriched",3,"PWY66_409","#ab6355"
"PYRIDNUCSAL_PWY","Pathway","CD_enriched",3,"PYRIDNUCSAL_PWY","#ab6355"
"PYRIDOXSYN_PWY","Pathway","CD_enriched",3,"PYRIDOXSYN_PWY","#ab6355"
"rosB","Gene","CD_enriched",1,"rosB","#ab6355"
"Roseburia_inulinivorans","Species","CD_depleted",4,"Roseburia_inulinivorans","#90a5a7"
"rphB","Gene","CD_enriched",1,"rphB","#ab6355"
"Ruminococcus_torques","Species","CD_depleted",4,"Ruminococcus_torques","#90a5a7"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","Gene","CD_depleted",1,"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","#90a5a7"
"Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics","Gene","CD_depleted",1,"Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics","#90a5a7"
"Streptomyces_venezuelae_rox","Gene","CD_enriched",1,"Streptomyces_venezuelae_rox","#ab6355"
"TaeA","Gene","CD_depleted",1,"TaeA","#90a5a7"
"tet(W/N/W)","Gene","CD_enriched",1,"tet(W/N/W)","#ab6355"
"tetA(60)","Gene","CD_enriched",1,"tetA(60)","#ab6355"
"tetA(P)","Gene","CD_depleted",1,"tetA(P)","#90a5a7"
"tetB(60)","Gene","CD_enriched",1,"tetB(60)","#ab6355"
"THISYNARA_PWY","Pathway","CD_depleted",3,"THISYNARA_PWY","#90a5a7"
"tsnR","Gene","CD_depleted",1,"tsnR","#90a5a7"
"vanR_gene_in_vanB_cluster","Gene","CD_depleted",1,"vanR_gene_in_vanB_cluster","#90a5a7"
"vanR_gene_in_vanF_cluster","Gene","CD_depleted",1,"vanR_gene_in_vanF_cluster","#90a5a7"
"vanV_gene_in_vanB_cluster","Gene","CD_enriched",1,"vanV_gene_in_vanB_cluster","#ab6355"
"Vescimonas_coprocola","Species","CD_depleted",4,"Vescimonas_coprocola","#90a5a7"
