"source","target","weight","p"
"LpxA","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.565801216662482,1.33202302820621e-10
"vanR_gene_in_vanB_cluster","TaeA",0.725413948834135,0
"macB","TaeA",0.758331965393832,0
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","TaeA",0.705773945631152,0
"tsnR","TaeA",0.726131787767192,0
"tetA(P)","TaeA",0.798783122471545,0
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","TaeA",0.624549938082436,2.21866057353597e-13
"Escherichia_coli","TaeA",-0.572203876956535,7.05234943196729e-11
"Blautia_obeum","TaeA",0.618379574240047,4.67750159994578e-13
"ASPASN_PWY","TaeA",-0.546222275706899,8.27507675827777e-10
"FASYN_ELONG_PWY","TaeA",-0.597150227045491,5.25325190984322e-12
"GLYCOLYSIS_E_D","TaeA",-0.600128205224043,3.77950163377887e-12
"HOMOSER_METSYN_PWY","TaeA",-0.594654650575766,6.86873648635617e-12
"MET_SAM_PWY","TaeA",-0.591583975532797,9.52482839730825e-12
"METSYN_PWY","TaeA",-0.592967576026267,8.21351348773862e-12
"P161_PWY","TaeA",-0.573855089774206,5.97733647524482e-11
"P4_PWY","TaeA",-0.576981434879822,4.35532063535316e-11
"P461_PWY","TaeA",-0.573597432301141,6.13452469338175e-11
"PENTOSE_P_PWY","TaeA",-0.562459525656869,1.83383675234579e-10
"POLYISOPRENSYN_PWY","TaeA",-0.591224019942839,9.895168930557e-12
"PWY_5347","TaeA",-0.591941759075677,9.16636312308195e-12
"PWY_5838","TaeA",-0.604414067620134,2.3504117130136e-12
"PWY_5840","TaeA",-0.614571020687214,7.33508184073366e-13
"PWY_5850","TaeA",-0.612186267650764,9.71517490111842e-13
"PWY_5861","TaeA",-0.599668986604373,3.97246997571505e-12
"PWY_5897","TaeA",-0.599221243330773,4.1735348846525e-12
"PWY_5898","TaeA",-0.599221243330773,4.1735348846525e-12
"PWY_5899","TaeA",-0.599221243330773,4.1735348846525e-12
"PWY_5918","TaeA",-0.597913762623952,4.82442178125285e-12
"PWY_5989","TaeA",-0.58086542076354,2.92554917912967e-11
"PWY_6147","TaeA",-0.541138115096642,1.29983700606382e-09
"PWY_6282","TaeA",-0.595160326573956,6.51767759332574e-12
"PWY_6285","TaeA",-0.592645494820207,8.50443452841942e-12
"PWY_6519","TaeA",-0.600374658112351,3.6798218793087e-12
"PWY_6961","TaeA",-0.588315087081447,1.34099882397338e-11
"PWY_7663","TaeA",-0.582719752665729,2.41541560732793e-11
"PWY_7664","TaeA",-0.597034088235615,5.31642479459869e-12
"PWY0_1297","TaeA",-0.535567435661222,2.11953211345675e-09
"PWY0_1298","TaeA",-0.54998843461741,5.88189501922631e-10
"PWY0_1477","TaeA",-0.598253677827352,4.64584640937421e-12
"PWY0_301","TaeA",-0.57967807255531,3.30716280405855e-11
"PWY0_781","TaeA",-0.575277220591733,5.1743029374527e-11
"PWY0_845","TaeA",-0.615368747118631,6.69278786902225e-13
"PWY0_862","TaeA",-0.596526222338352,5.61772884739697e-12
"PWY4FS_7","TaeA",-0.574915775543604,5.3627196007639e-11
"PWY4FS_8","TaeA",-0.57491741297603,5.3627196007639e-11
"PWY66_409","TaeA",-0.517320811569623,9.78512549885044e-09
"PYRIDNUCSAL_PWY","TaeA",-0.565523859172063,1.36828941351633e-10
"PYRIDOXSYN_PWY","TaeA",-0.617847794619264,4.99805075375617e-13
"PANTO_PWY","TaeA",-0.511903749542003,1.52043069248957e-08
"TaeA","vanR_gene_in_vanB_cluster",0.725413948834135,0
"macB","vanR_gene_in_vanB_cluster",0.697494754100556,0
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","vanR_gene_in_vanB_cluster",0.678012233585793,0
"tsnR","vanR_gene_in_vanB_cluster",0.75930595424064,0
"tetA(P)","vanR_gene_in_vanB_cluster",0.78316026469527,0
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","vanR_gene_in_vanB_cluster",0.55088821596321,5.41439124692942e-10
"Escherichia_coli","vanR_gene_in_vanB_cluster",-0.57628188467923,4.671825051306e-11
"Faecalibacterium_prausnitzii","vanR_gene_in_vanB_cluster",0.525532529512306,4.94935760076577e-09
"Blautia_obeum","vanR_gene_in_vanB_cluster",0.742190167972795,0
"ASPASN_PWY","vanR_gene_in_vanB_cluster",-0.542954696676478,1.10774039161481e-09
"FASYN_ELONG_PWY","vanR_gene_in_vanB_cluster",-0.595215377151439,6.47968635269575e-12
"GLYCOLYSIS_E_D","vanR_gene_in_vanB_cluster",-0.575775311567267,4.9199066139063e-11
"HOMOSER_METSYN_PWY","vanR_gene_in_vanB_cluster",-0.594882668752409,6.71544520593684e-12
"MET_SAM_PWY","vanR_gene_in_vanB_cluster",-0.589280604262548,1.21401020171196e-11
"METSYN_PWY","vanR_gene_in_vanB_cluster",-0.591705015922332,9.40507295923275e-12
"P161_PWY","vanR_gene_in_vanB_cluster",-0.576250518237057,4.68558184444326e-11
"P4_PWY","vanR_gene_in_vanB_cluster",-0.568540738072971,1.01884823874361e-10
"P461_PWY","vanR_gene_in_vanB_cluster",-0.557014103752437,3.06265559921406e-10
"PENTOSE_P_PWY","vanR_gene_in_vanB_cluster",-0.549603362138073,6.08424437373832e-10
"POLYISOPRENSYN_PWY","vanR_gene_in_vanB_cluster",-0.579093073629137,3.51250246743838e-11
"PWY_5347","vanR_gene_in_vanB_cluster",-0.589406786945232,1.19838347797301e-11
"PWY_5838","vanR_gene_in_vanB_cluster",-0.60686376658407,1.78621632757081e-12
"PWY_5840","vanR_gene_in_vanB_cluster",-0.623598372336792,2.49201696679228e-13
"PWY_5850","vanR_gene_in_vanB_cluster",-0.611489509985759,1.05329712182972e-12
"PWY_5861","vanR_gene_in_vanB_cluster",-0.604050959601076,2.45055225782692e-12
"PWY_5897","vanR_gene_in_vanB_cluster",-0.602002790770038,3.07442194008001e-12
"PWY_5898","vanR_gene_in_vanB_cluster",-0.602002790770038,3.07442194008001e-12
"PWY_5899","vanR_gene_in_vanB_cluster",-0.602002790770038,3.07442194008001e-12
"PWY_5918","vanR_gene_in_vanB_cluster",-0.602274180518175,2.9853386063284e-12
"PWY_5989","vanR_gene_in_vanB_cluster",-0.58062165708517,2.99961594399401e-11
"PWY_6147","vanR_gene_in_vanB_cluster",-0.563176050152698,1.71269670200052e-10
"PWY_6282","vanR_gene_in_vanB_cluster",-0.594160120117285,7.23437098360082e-12
"PWY_6285","vanR_gene_in_vanB_cluster",-0.593106697692861,8.09693785330201e-12
"PWY_6519","vanR_gene_in_vanB_cluster",-0.593830839123802,7.48761012541881e-12
"PWY_6961","vanR_gene_in_vanB_cluster",-0.599794133812069,3.92153391471757e-12
"PWY_7663","vanR_gene_in_vanB_cluster",-0.588469730374064,1.31976379346355e-11
"PWY_7664","vanR_gene_in_vanB_cluster",-0.594742967935973,6.81517491193561e-12
"PWY0_1297","vanR_gene_in_vanB_cluster",-0.533963165569458,2.43949812159622e-09
"PWY0_1298","vanR_gene_in_vanB_cluster",-0.550838158276464,5.43684137675337e-10
"PWY0_1477","vanR_gene_in_vanB_cluster",-0.62251923786794,2.84452488829997e-13
"PWY0_301","vanR_gene_in_vanB_cluster",-0.594958951218291,6.66074984048485e-12
"PWY0_781","vanR_gene_in_vanB_cluster",-0.566629142223678,1.22875984642415e-10
"PWY0_845","vanR_gene_in_vanB_cluster",-0.630606056878093,1.0590585535552e-13
"PWY0_862","vanR_gene_in_vanB_cluster",-0.594004391909525,7.35446461999909e-12
"PWY4FS_7","vanR_gene_in_vanB_cluster",-0.556190425296325,3.3069623812441e-10
"PWY4FS_8","vanR_gene_in_vanB_cluster",-0.556174007705279,3.31115111583715e-10
"PYRIDNUCSAL_PWY","vanR_gene_in_vanB_cluster",-0.526871732832499,4.43314637679455e-09
"PYRIDOXSYN_PWY","vanR_gene_in_vanB_cluster",-0.642165783217248,2.36910957151339e-14
"PANTO_PWY","vanR_gene_in_vanB_cluster",-0.505094217426675,2.61105159770791e-08
"rphB","Streptomyces_venezuelae_rox",0.503080588552245,3.0519705190658e-08
"vanXY_gene_in_vanG_cluster","Streptomyces_venezuelae_rox",0.563869031078216,1.60197722032626e-10
"Escherichia_coli","Streptomyces_venezuelae_rox",0.53486333244357,2.25496488968088e-09
"basS","rphB",0.538766322102467,1.60135434084864e-09
"Streptomyces_venezuelae_rox","rphB",0.503080588552245,3.0519705190658e-08
"golS","rphB",0.539163315481565,1.54624233183947e-09
"arlR","rphB",0.54183601311083,1.22168813123457e-09
"mtrA","rphB",0.54646871782066,8.09259841280698e-10
"smeS","rphB",0.532473280081409,2.77176717852874e-09
"tetA(60)","rphB",0.590560534285443,1.06131109929045e-11
"emrY","rphB",0.664489695546582,0
"Enterobacter_cloacae_acrA","rphB",0.528644563611566,3.82209218453741e-09
"Klebsiella_pneumoniae_KpnH","rphB",0.601805465860479,3.14255058846956e-12
"tet(W/N/W)","rphB",0.586463515083294,1.63301490166667e-11
"Erm(37)","rphB",0.516984031578388,1.00578766629009e-08
"arlS","rphB",0.56819208360879,1.05371660477705e-10
"lmrD","rphB",0.519624073060754,8.112608743004e-09
"Escherichia_coli","rphB",0.750003798684964,0
"Faecalibacterium_prausnitzii","rphB",-0.606264081663688,1.91029703979017e-12
"Dorea_formicigenerans","rphB",-0.587415788878192,1.47682650422479e-11
"Clostridiaceae_bacterium","rphB",-0.532470151996047,2.77176717852874e-09
"ASPASN_PWY","rphB",0.52898696857377,3.71382263208032e-09
"FASYN_ELONG_PWY","rphB",0.585008788444057,1.90381754279519e-11
"GLYCOLYSIS_E_D","rphB",0.594669619997009,6.85946865936487e-12
"HOMOSER_METSYN_PWY","rphB",0.688996228554156,0
"MET_SAM_PWY","rphB",0.667109165979256,0
"METSYN_PWY","rphB",0.673347901948717,0
"P161_PWY","rphB",0.661971433802485,0
"P4_PWY","rphB",0.601925691357021,3.09998317507006e-12
"P461_PWY","rphB",0.627169246615038,1.61324149915054e-13
"PENTOSE_P_PWY","rphB",0.504834211613332,2.66326850218824e-08
"POLYISOPRENSYN_PWY","rphB",0.612784532543908,9.04276519201842e-13
"PWY_5347","rphB",0.666685294727276,0
"PWY_5838","rphB",0.639494836516659,3.40185809006888e-14
"PWY_5840","rphB",0.648972494370905,1.05922378189056e-14
"PWY_5850","rphB",0.679175943387948,0
"PWY_5861","rphB",0.636116136263575,5.20729511222929e-14
"PWY_5897","rphB",0.635583038079817,5.71843395853225e-14
"PWY_5898","rphB",0.635583038079817,5.71843395853225e-14
"PWY_5899","rphB",0.635583038079817,5.71843395853225e-14
"PWY_5918","rphB",0.682973597343551,0
"PWY_5989","rphB",0.579132700393191,3.49886158148521e-11
"PWY_6282","rphB",0.585741512168058,1.76340722439647e-11
"PWY_6285","rphB",0.611332307313726,1.07037911894108e-12
"PWY_6519","rphB",0.593384251161615,7.85427735027105e-12
"PWY_6961","rphB",0.708454131397564,0
"PWY_7663","rphB",0.57686612038065,4.40489335758244e-11
"PWY_7664","rphB",0.583764352928683,2.16984181330167e-11
"PWY0_1297","rphB",0.557599209899983,2.89702729306122e-10
"PWY0_1298","rphB",0.627257789509184,1.58828945595162e-13
"PWY0_1477","rphB",0.675236143937184,0
"PWY0_301","rphB",0.6934332771311,0
"PWY0_781","rphB",0.599351915932353,4.1156749078457e-12
"PWY0_845","rphB",0.617292109173709,5.31971814007857e-13
"PWY0_862","rphB",0.581568647976258,2.71989836975432e-11
"PWY4FS_7","rphB",0.595558688163305,6.2479865853956e-12
"PWY4FS_8","rphB",0.595575811920557,6.23842586430027e-12
"PYRIDNUCSAL_PWY","rphB",0.57507650555517,5.27969485115313e-11
"PYRIDOXSYN_PWY","rphB",0.637225832928503,4.69838543858771e-14
"almE","adeI",0.579884611205313,3.23801175515045e-11
"basS","golS",0.566373054338513,1.25874054679102e-10
"rphB","golS",0.539163315481565,1.54624233183947e-09
"mtrA","golS",0.5186105098063,8.79449872342511e-09
"arlS","golS",0.619333622009535,4.18204246742863e-13
"rphB","arlR",0.54183601311083,1.22168813123457e-09
"emrY","arlR",0.520005840936135,7.85334335593485e-09
"Klebsiella_pneumoniae_KpnH","arlR",0.558347228587299,2.702061812652e-10
"Escherichia_coli","arlR",0.56001246533177,2.31435624942325e-10
"HOMOSER_METSYN_PWY","arlR",0.558475324256617,2.67369443382156e-10
"MET_SAM_PWY","arlR",0.547235420088833,7.55345418247587e-10
"METSYN_PWY","arlR",0.548683399376679,6.62647983543586e-10
"P161_PWY","arlR",0.503782754829093,2.89024166626604e-08
"P4_PWY","arlR",0.508612592605247,1.97898783462984e-08
"P461_PWY","arlR",0.503207526015767,3.02196749100528e-08
"PWY_5347","arlR",0.543245460350186,1.07977485116416e-09
"PWY_5850","arlR",0.520693767003431,7.41761614489931e-09
"PWY_5918","arlR",0.538792831844789,1.59794972633297e-09
"PWY_6961","arlR",0.585426895180117,1.82330773887799e-11
"PWY0_301","arlR",0.55763110323606,2.88993573069402e-10
"PWY0_781","arlR",0.506023062884557,2.43181535680982e-08
"tet(T)","Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A",0.817794652525865,0
"mtrC","Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A",0.810774941127502,0
"Dorea_sp_AF24_7LB","Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A",0.841508899639239,0
"Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_kirromycin","almE",0.527248619041403,4.29637021406119e-09
"basS","almE",0.666718372819036,0
"adeI","almE",0.579884611205313,3.23801175515045e-11
"vanXY_gene_in_vanG_cluster","almE",0.592050815882868,9.05924318762171e-12
"mtrA","almE",0.528056827978564,4.01899497139359e-09
"rosB","almE",0.504040265303073,2.83271205007647e-08
"Clostridioides_difficile_murG_with_mutation_conferring_resistance_to_vancomycin","almE",0.506184576491937,2.40145536879985e-08
"tet(W/N/W)","almE",0.596625713503185,5.55970770901927e-12
"tet(35)","almE",0.608916025984542,1.41672773485915e-12
"Escherichia_coli","almE",0.519138464167958,8.43390068932244e-09
"basS","vanXY_gene_in_vanG_cluster",0.630242782098019,1.10841459160372e-13
"Streptomyces_venezuelae_rox","vanXY_gene_in_vanG_cluster",0.563869031078216,1.60197722032626e-10
"almE","vanXY_gene_in_vanG_cluster",0.592050815882868,9.05924318762171e-12
"rosB","vanXY_gene_in_vanG_cluster",0.528341213117957,3.9244154505434e-09
"cmlv","vanXY_gene_in_vanG_cluster",0.54500144479375,9.23571989304379e-10
"tet(W/N/W)","vanXY_gene_in_vanG_cluster",0.652601968318993,5.33479331729676e-15
"tet(35)","vanXY_gene_in_vanG_cluster",0.568918111952676,9.81180935861454e-11
"Escherichia_coli","vanXY_gene_in_vanG_cluster",0.539780913221528,1.46700980615012e-09
"vanH_gene_in_vanP_cluster","vanV_gene_in_vanB_cluster",0.500599739472114,3.68985728671579e-08
"LpxA","vanV_gene_in_vanB_cluster",0.536251097078527,1.99567043845705e-09
"PvrR","vanV_gene_in_vanB_cluster",0.560009311858919,2.31435624942325e-10
"Escherichia_coli","vanV_gene_in_vanB_cluster",0.525617622775169,4.91666138655604e-09
"Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin","mtrA",0.54172146020303,1.23399272547517e-09
"rphB","mtrA",0.54646871782066,8.09259841280698e-10
"golS","mtrA",0.5186105098063,8.79449872342511e-09
"almE","mtrA",0.528056827978564,4.01899497139359e-09
"rosB","mtrA",0.641917019031862,2.62677640496338e-14
"Escherichia_coli","mtrA",0.643546659224117,2.10676825151261e-14
"Blautia_obeum","mtrA",-0.53649077920969,1.95545797267826e-09
"HOMOSER_METSYN_PWY","mtrA",0.555396578197878,3.56326000552821e-10
"MET_SAM_PWY","mtrA",0.534488411373168,2.33024692253063e-09
"METSYN_PWY","mtrA",0.540632430817375,1.36052870922703e-09
"P161_PWY","mtrA",0.513670928263702,1.31689514921538e-08
"P461_PWY","mtrA",0.501501979944472,3.44237673012201e-08
"PWY_5347","mtrA",0.535069534982401,2.21511006357012e-09
"PWY_5840","mtrA",0.50695215986726,2.25822463251208e-08
"PWY_5850","mtrA",0.526590906071115,4.53272605088484e-09
"PWY_5918","mtrA",0.553095069254186,4.41224819992613e-10
"PWY_6285","mtrA",0.501669636199723,3.39828665327963e-08
"PWY_6961","mtrA",0.571880931814512,7.27744054646837e-11
"PWY0_1477","mtrA",0.528117626241462,3.99851110842309e-09
"PWY0_301","mtrA",0.553386406947557,4.29408559685273e-10
"PWY0_845","mtrA",0.511974800426457,1.51217952279729e-08
"PYRIDOXSYN_PWY","mtrA",0.526177355144014,4.6919212237406e-09
"emrY","Neisseria_gonorrhoeae_PBP1_conferring_resistance_to_beta-lactam_antibiotics",0.530128608988421,3.36768481924745e-09
"cmlv","RanB",0.501752541722677,3.37714750099487e-08
"adeL","RanB",0.515101037997174,1.17291723651406e-08
"smeS","bcr-1",0.936593221511057,0
"tetA(60)","bcr-1",0.628892565513021,1.31190832845072e-13
"emrY","bcr-1",0.559959089538571,2.32505762390837e-10
"Enterobacter_cloacae_acrA","bcr-1",0.898322397575996,0
"Klebsiella_mutant_PhoP_conferring_antibiotic_resistance_to_colistin","bcr-1",0.576041780202696,4.78701612451496e-11
"rphB","smeS",0.532473280081409,2.77176717852874e-09
"bcr-1","smeS",0.936593221511057,0
"tetA(60)","smeS",0.672383588226048,0
"emrY","smeS",0.594368014727712,7.07644522966486e-12
"Enterobacter_cloacae_acrA","smeS",0.920778276858499,0
"Klebsiella_mutant_PhoP_conferring_antibiotic_resistance_to_colistin","smeS",0.538750481587782,1.6027706809911e-09
"rphB","tetA(60)",0.590560534285443,1.06131109929045e-11
"bcr-1","tetA(60)",0.628892565513021,1.31190832845072e-13
"smeS","tetA(60)",0.672383588226048,0
"Enterobacter_cloacae_acrA","tetA(60)",0.63772167386285,4.1816157719417e-14
"vanV_gene_in_vanB_cluster","vanH_gene_in_vanP_cluster",0.500599739472114,3.68985728671579e-08
"tetA(46)","vanH_gene_in_vanP_cluster",0.505207520286635,2.59023190294583e-08
"PvrR","vanH_gene_in_vanP_cluster",0.501770453535216,3.37400029875402e-08
"TaeA","macB",0.758331965393832,0
"vanR_gene_in_vanB_cluster","macB",0.697494754100556,0
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","macB",0.653942693039422,5.33479331729676e-15
"tsnR","macB",0.736172690527705,0
"tetA(P)","macB",0.713061810180366,0
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","macB",0.584776322115413,1.95040596099796e-11
"Blautia_obeum","macB",0.551708516441593,5.01273834370393e-10
"PWY0_1477","macB",-0.50302612596748,3.06399605836799e-08
"PWY0_845","macB",-0.525420556612222,4.99116658348281e-09
"PYRIDOXSYN_PWY","macB",-0.534079361305348,2.41540926074219e-09
"Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A","tet(T)",0.817794652525865,0
"mtrC","tet(T)",0.915638690703512,0
"Dorea_sp_AF24_7LB","tet(T)",0.902638957266374,0
"Lachnospira_eligens","mlaD",0.652157493264785,5.33479331729676e-15
"TaeA","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",0.705773945631152,0
"vanR_gene_in_vanB_cluster","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",0.678012233585793,0
"macB","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",0.653942693039422,5.33479331729676e-15
"tsnR","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",0.639806790084186,3.14282551902156e-14
"tetA(P)","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",0.701742199082649,0
"Escherichia_coli","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.534600591314744,2.30804260686143e-09
"Blautia_obeum","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",0.517900777570277,9.31980132674879e-09
"FASYN_ELONG_PWY","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.523897327498299,5.67352561290186e-09
"GLYCOLYSIS_E_D","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.529260034626771,3.62874951274184e-09
"HOMOSER_METSYN_PWY","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.525248803275155,5.06138715916493e-09
"MET_SAM_PWY","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.521862684360849,6.72943174004824e-09
"METSYN_PWY","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.523368483689074,5.93582753002376e-09
"P161_PWY","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.518404827748069,8.94420759804544e-09
"P4_PWY","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.516457102517517,1.0516616394156e-08
"PENTOSE_P_PWY","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.523326558817397,5.95420666947511e-09
"POLYISOPRENSYN_PWY","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.505493475858678,2.53454328396647e-08
"PWY_5347","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.521471511174562,6.95263487105272e-09
"PWY_5838","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.537223965937567,1.83422344269409e-09
"PWY_5840","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.55624161743337,3.29270721687416e-10
"PWY_5850","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.554125889610495,4.01224903151381e-10
"PWY_5861","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.535284812537971,2.17279829924642e-09
"PWY_5897","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.532076194315509,2.85980179941121e-09
"PWY_5898","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.532076194315509,2.85980179941121e-09
"PWY_5899","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.532076194315509,2.85980179941121e-09
"PWY_5918","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.542676425993054,1.13616161595018e-09
"PWY_5989","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.510007745433275,1.77012012760469e-08
"PWY_6282","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.522812289048273,6.21023814597958e-09
"PWY_6285","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.535414025593623,2.14804346530495e-09
"PWY_6519","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.526473526053276,4.57600984919774e-09
"PWY_6961","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.518760202442893,8.69155348091808e-09
"PWY_7663","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.503091885889902,3.04995869002405e-08
"PWY_7664","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.524905584437613,5.20759289303894e-09
"PWY0_1477","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.532909835062517,2.67121296499142e-09
"PWY0_301","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.513624997045065,1.32166965342264e-08
"PWY0_781","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.515049130164484,1.17778901977337e-08
"PWY0_845","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.539706612858828,1.47577625128132e-09
"PWY0_862","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.525858760534633,4.82225979296705e-09
"PYRIDNUCSAL_PWY","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.517309771626977,9.79163438018256e-09
"PYRIDOXSYN_PWY","Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin",-0.548664219059047,6.63642607055835e-10
"Lachnospiraceae_bacterium_Marseille_Q4251","mecC",0.684692006422428,0
"Anaerobutyricum_hallii","vanR_gene_in_vanF_cluster",0.880326134370981,0
"IreK","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",0.997668892155092,0
"patA","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",0.998309710749441,0
"Catenibacterium_SGB4425","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",0.86812508400806,0
"Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin","IreK",0.997668892155092,0
"patA","IreK",0.998929719147577,0
"Catenibacterium_SGB4425","IreK",0.870476031169084,0
"Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_kirromycin","rosB",0.517151453492026,9.92002205339939e-09
"basS","rosB",0.570071126188606,8.73900525807684e-11
"almE","rosB",0.504040265303073,2.83271205007647e-08
"vanXY_gene_in_vanG_cluster","rosB",0.528341213117957,3.9244154505434e-09
"mtrA","rosB",0.641917019031862,2.62677640496338e-14
"adeL","rosB",0.539327376015888,1.52445012058105e-09
"tet(35)","rosB",0.597432038725848,5.09180928160441e-12
"lmrD","rosB",0.580898349903429,2.91617474835856e-11
"Escherichia_coli","rosB",0.517599029325757,9.55669575420994e-09
