"source","target","weight","cor_type"
"tsnR","PWY0_1297",0.51,"negative"
"tsnR","PWY0_1298",0.53,"negative"
"tsnR","PWY0_1477",0.53,"negative"
"tsnR","PWY0_301",0.54,"negative"
"tsnR","PWY0_781",0.51,"negative"
"tsnR","PWY0_845",0.56,"negative"
"tsnR","PWY0_862",0.57,"negative"
"tsnR","PYRIDOXSYN_PWY",0.56,"negative"
"tetA(P)","Escherichia_coli",0.63,"negative"
"tetA(P)","Coprococcus_catus",0.66,"positive"
"tetA(P)","Gemmiger_formicilis",0.57,"positive"
"tetA(P)","Blautia_obeum",0.65,"positive"
"tetA(P)","Dorea_longicatena",0.65,"positive"
"tetA(P)","Dorea_formicigenerans",0.56,"positive"
"tetA(P)","ASPASN_PWY",0.53,"negative"
"tetA(P)","FASYN_ELONG_PWY",0.62,"negative"
"tetA(P)","GLYCOLYSIS_E_D",0.56,"negative"
"tetA(P)","HOMOSER_METSYN_PWY",0.61,"negative"
"tetA(P)","MET_SAM_PWY",0.59,"negative"
"tetA(P)","METSYN_PWY",0.6,"negative"
"tetA(P)","P161_PWY",0.58,"negative"
"tetA(P)","P4_PWY",0.58,"negative"
"tetA(P)","P461_PWY",0.59,"negative"
"tetA(P)","PENTOSE_P_PWY",0.53,"negative"
"tetA(P)","POLYISOPRENSYN_PWY",0.57,"negative"
"tetA(P)","PWY_5347",0.59,"negative"
"tetA(P)","PWY_5838",0.61,"negative"
"tetA(P)","PWY_5840",0.62,"negative"
"tetA(P)","PWY_5850",0.63,"negative"
"tetA(P)","PWY_5861",0.6,"negative"
"tetA(P)","PWY_5897",0.61,"negative"
"tetA(P)","PWY_5898",0.61,"negative"
"tetA(P)","PWY_5899",0.61,"negative"
"tetA(P)","PWY_5918",0.62,"negative"
"tetA(P)","PWY_5989",0.6,"negative"
"tetA(P)","PWY_6147",0.56,"negative"
"tetA(P)","PWY_6282",0.62,"negative"
"tetA(P)","PWY_6285",0.62,"negative"
"tetA(P)","PWY_6519",0.62,"negative"
"tetA(P)","PWY_6961",0.64,"negative"
"tetA(P)","PWY_7663",0.58,"negative"
"tetA(P)","PWY_7664",0.63,"negative"
"tetA(P)","PWY0_1297",0.55,"negative"
"tetA(P)","PWY0_1298",0.57,"negative"
"tetA(P)","PWY0_1477",0.59,"negative"
"tetA(P)","PWY0_301",0.64,"negative"
"tetA(P)","PWY0_781",0.58,"negative"
"tetA(P)","PWY0_845",0.61,"negative"
"tetA(P)","PWY0_862",0.63,"negative"
"tetA(P)","PWY4FS_7",0.54,"negative"
"tetA(P)","PWY4FS_8",0.54,"negative"
"tetA(P)","PWY66_409",0.51,"negative"
"tetA(P)","PYRIDOXSYN_PWY",0.62,"negative"
"LpxA","Lachnospiraceae_bacterium",0.52,"negative"
"LpxA","Blautia_SGB4815",0.54,"negative"
"LpxA","Escherichia_coli",0.66,"positive"
"LpxA","Firmicutes_bacterium_AF16_15",0.51,"negative"
"LpxA","Dorea_longicatena",0.58,"negative"
"LpxA","Dorea_formicigenerans",0.53,"negative"
"LpxA","Lachnospiraceae_bacterium_NSJ_29",0.54,"negative"
"LpxA","Fusicatenibacter_saccharivorans",0.51,"negative"
"LpxA","Collinsella_aerofaciens",0.52,"negative"
"LpxA","Blautia_sp_Marseille_P3087",0.57,"negative"
"LpxA","FASYN_ELONG_PWY",0.5,"positive"
"LpxA","PWY_5838",0.52,"positive"
"LpxA","PWY_5840",0.53,"positive"
"LpxA","PWY_5850",0.53,"positive"
"LpxA","PWY_5861",0.53,"positive"
"LpxA","PWY_5897",0.51,"positive"
"LpxA","PWY_5898",0.51,"positive"
"LpxA","PWY_5899",0.51,"positive"
"LpxA","PWY_5918",0.53,"positive"
"LpxA","PWY_6147",0.51,"positive"
"LpxA","PWY_6282",0.5,"positive"
"LpxA","PWY_6285",0.55,"positive"
"LpxA","PWY_6519",0.5,"positive"
"LpxA","PWY_6961",0.58,"positive"
"LpxA","PWY_7663",0.51,"positive"
"LpxA","PWY0_301",0.6,"positive"
"LpxA","PYRIDOXSYN_PWY",0.52,"positive"
"Klebsiella_pneumoniae_KpnH","Escherichia_coli",0.61,"positive"
"Klebsiella_pneumoniae_KpnH","PWY_6961",0.54,"positive"
"Klebsiella_pneumoniae_KpnH","PWY0_301",0.55,"positive"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","Escherichia_coli",0.53,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","Gemmiger_formicilis",0.6,"positive"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","Dorea_formicigenerans",0.58,"positive"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","Blautia_sp_Marseille_P3087",0.68,"positive"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","FASYN_ELONG_PWY",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","HOMOSER_METSYN_PWY",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","MET_SAM_PWY",0.54,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","METSYN_PWY",0.54,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","P161_PWY",0.53,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","P4_PWY",0.52,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","P461_PWY",0.52,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","POLYISOPRENSYN_PWY",0.51,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_5347",0.54,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_5838",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_5840",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_5850",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_5861",0.54,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_5897",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_5898",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_5899",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_5918",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_5989",0.54,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_6147",0.54,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_6282",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_6285",0.56,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_6519",0.54,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_6961",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_7663",0.53,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY_7664",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY0_1297",0.5,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY0_1298",0.52,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY0_301",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY0_781",0.51,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY0_845",0.54,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY0_862",0.55,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY4FS_7",0.5,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PWY4FS_8",0.5,"negative"
"Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin","PYRIDOXSYN_PWY",0.53,"negative"
"Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics","Gemmiger_formicilis",0.67,"positive"
"Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics","Coprococcus_comes",0.54,"positive"
"Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics","P461_PWY",0.5,"negative"
"PvrR","Blautia_SGB4815",0.61,"negative"
"PvrR","Candidatus_Cibionibacter_quicibialis",0.54,"negative"
"PvrR","Escherichia_coli",0.95,"positive"
"PvrR","Faecalibacterium_prausnitzii",0.59,"negative"
"PvrR","Coprococcus_catus",0.63,"negative"
"PvrR","Lachnospira_eligens",0.56,"negative"
"PvrR","Gemmiger_formicilis",0.54,"negative"
"PvrR","Blautia_obeum",0.56,"negative"
"PvrR","Vescimonas_coprocola",0.59,"negative"
"PvrR","Adlercreutzia_equolifaciens",0.56,"negative"
"PvrR","Faecalibacterium_SGB15346",0.52,"negative"
"PvrR","Dorea_longicatena",0.63,"negative"
"PvrR","Coprococcus_comes",0.51,"negative"
"PvrR","Dorea_formicigenerans",0.62,"negative"
"PvrR","Dorea_sp_AF36_15AT",0.54,"negative"
"PvrR","Eubacterium_rectale",0.59,"negative"
"PvrR","Fusicatenibacter_saccharivorans",0.58,"negative"
"PvrR","Collinsella_aerofaciens",0.55,"negative"
"PvrR","Blautia_sp_Marseille_P3087",0.59,"negative"
"PvrR","Anaerobutyricum_soehngenii",0.52,"negative"
"PvrR","Blautia_massiliensis",0.57,"negative"
"PvrR","Ruminococcus_torques",0.59,"negative"
"PvrR","Fusobacterium_nucleatum",0.51,"positive"
"PvrR","ASPASN_PWY",0.74,"positive"
"PvrR","FASYN_ELONG_PWY",0.83,"positive"
"PvrR","GLYCOLYSIS_E_D",0.79,"positive"
"PvrR","HOMOSER_METSYN_PWY",0.88,"positive"
"PvrR","MET_SAM_PWY",0.85,"positive"
"PvrR","METSYN_PWY",0.86,"positive"
"PvrR","P161_PWY",0.86,"positive"
"PvrR","P4_PWY",0.79,"positive"
"PvrR","P461_PWY",0.83,"positive"
"PvrR","PENTOSE_P_PWY",0.74,"positive"
"PvrR","POLYISOPRENSYN_PWY",0.84,"positive"
"PvrR","PWY_5347",0.85,"positive"
"PvrR","PWY_5838",0.85,"positive"
"PvrR","PWY_5840",0.86,"positive"
"PvrR","PWY_5850",0.87,"positive"
"PvrR","PWY_5861",0.86,"positive"
"PvrR","PWY_5897",0.84,"positive"
"PvrR","PWY_5898",0.84,"positive"
"PvrR","PWY_5899",0.84,"positive"
