"source","target","weight","cor_type"
"TaeA","PWY0_862",0.6,"negative"
"TaeA","PWY4FS_7",0.57,"negative"
"TaeA","PWY4FS_8",0.57,"negative"
"TaeA","PWY66_409",0.52,"negative"
"TaeA","PYRIDNUCSAL_PWY",0.57,"negative"
"TaeA","PYRIDOXSYN_PWY",0.62,"negative"
"TaeA","PANTO_PWY",0.51,"negative"
"vanR_gene_in_vanB_cluster","Escherichia_coli",0.58,"negative"
"vanR_gene_in_vanB_cluster","Faecalibacterium_prausnitzii",0.53,"positive"
"vanR_gene_in_vanB_cluster","Blautia_obeum",0.74,"positive"
"vanR_gene_in_vanB_cluster","ASPASN_PWY",0.54,"negative"
"vanR_gene_in_vanB_cluster","FASYN_ELONG_PWY",0.6,"negative"
"vanR_gene_in_vanB_cluster","GLYCOLYSIS_E_D",0.58,"negative"
"vanR_gene_in_vanB_cluster","HOMOSER_METSYN_PWY",0.59,"negative"
"vanR_gene_in_vanB_cluster","MET_SAM_PWY",0.59,"negative"
"vanR_gene_in_vanB_cluster","METSYN_PWY",0.59,"negative"
"vanR_gene_in_vanB_cluster","P161_PWY",0.58,"negative"
"vanR_gene_in_vanB_cluster","P4_PWY",0.57,"negative"
"vanR_gene_in_vanB_cluster","P461_PWY",0.56,"negative"
"vanR_gene_in_vanB_cluster","PENTOSE_P_PWY",0.55,"negative"
"vanR_gene_in_vanB_cluster","POLYISOPRENSYN_PWY",0.58,"negative"
"vanR_gene_in_vanB_cluster","PWY_5347",0.59,"negative"
"vanR_gene_in_vanB_cluster","PWY_5838",0.61,"negative"
"vanR_gene_in_vanB_cluster","PWY_5840",0.62,"negative"
"vanR_gene_in_vanB_cluster","PWY_5850",0.61,"negative"
"vanR_gene_in_vanB_cluster","PWY_5861",0.6,"negative"
"vanR_gene_in_vanB_cluster","PWY_5897",0.6,"negative"
"vanR_gene_in_vanB_cluster","PWY_5898",0.6,"negative"
"vanR_gene_in_vanB_cluster","PWY_5899",0.6,"negative"
"vanR_gene_in_vanB_cluster","PWY_5918",0.6,"negative"
"vanR_gene_in_vanB_cluster","PWY_5989",0.58,"negative"
"vanR_gene_in_vanB_cluster","PWY_6147",0.56,"negative"
"vanR_gene_in_vanB_cluster","PWY_6282",0.59,"negative"
"vanR_gene_in_vanB_cluster","PWY_6285",0.59,"negative"
"vanR_gene_in_vanB_cluster","PWY_6519",0.59,"negative"
"vanR_gene_in_vanB_cluster","PWY_6961",0.6,"negative"
"vanR_gene_in_vanB_cluster","PWY_7663",0.59,"negative"
"vanR_gene_in_vanB_cluster","PWY_7664",0.59,"negative"
"vanR_gene_in_vanB_cluster","PWY0_1297",0.53,"negative"
"vanR_gene_in_vanB_cluster","PWY0_1298",0.55,"negative"
"vanR_gene_in_vanB_cluster","PWY0_1477",0.62,"negative"
"vanR_gene_in_vanB_cluster","PWY0_301",0.59,"negative"
"vanR_gene_in_vanB_cluster","PWY0_781",0.57,"negative"
"vanR_gene_in_vanB_cluster","PWY0_845",0.63,"negative"
"vanR_gene_in_vanB_cluster","PWY0_862",0.59,"negative"
"vanR_gene_in_vanB_cluster","PWY4FS_7",0.56,"negative"
"vanR_gene_in_vanB_cluster","PWY4FS_8",0.56,"negative"
"vanR_gene_in_vanB_cluster","PYRIDNUCSAL_PWY",0.53,"negative"
"vanR_gene_in_vanB_cluster","PYRIDOXSYN_PWY",0.64,"negative"
"vanR_gene_in_vanB_cluster","PANTO_PWY",0.51,"negative"
"rphB","Escherichia_coli",0.75,"positive"
"rphB","Faecalibacterium_prausnitzii",0.61,"negative"
"rphB","Dorea_formicigenerans",0.59,"negative"
"rphB","Clostridiaceae_bacterium",0.53,"negative"
"rphB","ASPASN_PWY",0.53,"positive"
"rphB","FASYN_ELONG_PWY",0.59,"positive"
"rphB","GLYCOLYSIS_E_D",0.59,"positive"
"rphB","HOMOSER_METSYN_PWY",0.69,"positive"
"rphB","MET_SAM_PWY",0.67,"positive"
"rphB","METSYN_PWY",0.67,"positive"
"rphB","P161_PWY",0.66,"positive"
"rphB","P4_PWY",0.6,"positive"
"rphB","P461_PWY",0.63,"positive"
"rphB","PENTOSE_P_PWY",0.5,"positive"
"rphB","POLYISOPRENSYN_PWY",0.61,"positive"
"rphB","PWY_5347",0.67,"positive"
"rphB","PWY_5838",0.64,"positive"
"rphB","PWY_5840",0.65,"positive"
"rphB","PWY_5850",0.68,"positive"
"rphB","PWY_5861",0.64,"positive"
"rphB","PWY_5897",0.64,"positive"
"rphB","PWY_5898",0.64,"positive"
"rphB","PWY_5899",0.64,"positive"
"rphB","PWY_5918",0.68,"positive"
"rphB","PWY_5989",0.58,"positive"
"rphB","PWY_6282",0.59,"positive"
"rphB","PWY_6285",0.61,"positive"
"rphB","PWY_6519",0.59,"positive"
"rphB","PWY_6961",0.71,"positive"
"rphB","PWY_7663",0.58,"positive"
"rphB","PWY_7664",0.58,"positive"
"rphB","PWY0_1297",0.56,"positive"
"rphB","PWY0_1298",0.63,"positive"
"rphB","PWY0_1477",0.68,"positive"
"rphB","PWY0_301",0.69,"positive"
"rphB","PWY0_781",0.6,"positive"
"rphB","PWY0_845",0.62,"positive"
"rphB","PWY0_862",0.58,"positive"
"rphB","PWY4FS_7",0.6,"positive"
"rphB","PWY4FS_8",0.6,"positive"
"rphB","PYRIDNUCSAL_PWY",0.58,"positive"
"rphB","PYRIDOXSYN_PWY",0.64,"positive"
"arlR","Escherichia_coli",0.56,"positive"
"arlR","HOMOSER_METSYN_PWY",0.56,"positive"
"arlR","MET_SAM_PWY",0.55,"positive"
"arlR","METSYN_PWY",0.55,"positive"
"arlR","P161_PWY",0.5,"positive"
"arlR","P4_PWY",0.51,"positive"
"arlR","P461_PWY",0.5,"positive"
"arlR","PWY_5347",0.54,"positive"
"arlR","PWY_5850",0.52,"positive"
"arlR","PWY_5918",0.54,"positive"
"arlR","PWY_6961",0.59,"positive"
"arlR","PWY0_301",0.56,"positive"
"arlR","PWY0_781",0.51,"positive"
"mtrA","Escherichia_coli",0.64,"positive"
"mtrA","Blautia_obeum",0.54,"negative"
"mtrA","HOMOSER_METSYN_PWY",0.56,"positive"
"mtrA","MET_SAM_PWY",0.53,"positive"
"mtrA","METSYN_PWY",0.54,"positive"
"mtrA","P161_PWY",0.51,"positive"
"mtrA","P461_PWY",0.5,"positive"
"mtrA","PWY_5347",0.54,"positive"
"mtrA","PWY_5840",0.51,"positive"
"mtrA","PWY_5850",0.53,"positive"
"mtrA","PWY_5918",0.55,"positive"
"mtrA","PWY_6285",0.5,"positive"
"mtrA","PWY_6961",0.57,"positive"
"mtrA","PWY0_1477",0.53,"positive"
"mtrA","PWY0_301",0.55,"positive"
"mtrA","PWY0_845",0.51,"positive"
"mtrA","PYRIDOXSYN_PWY",0.53,"positive"
"macB","Blautia_obeum",0.55,"positive"
"macB","PWY0_1477",0.5,"negative"
"macB","PWY0_845",0.53,"negative"
"macB","PYRIDOXSYN_PWY",0.53,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","Escherichia_coli",0.53,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","Blautia_obeum",0.52,"positive"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","FASYN_ELONG_PWY",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","GLYCOLYSIS_E_D",0.53,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","HOMOSER_METSYN_PWY",0.53,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","MET_SAM_PWY",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","METSYN_PWY",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","P161_PWY",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","P4_PWY",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PENTOSE_P_PWY",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","POLYISOPRENSYN_PWY",0.51,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_5347",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_5838",0.54,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_5840",0.56,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_5850",0.55,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_5861",0.54,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_5897",0.53,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_5898",0.53,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_5899",0.53,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_5918",0.54,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_5989",0.51,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_6282",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_6285",0.54,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_6519",0.53,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_6961",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_7663",0.5,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY_7664",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY0_1477",0.53,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY0_301",0.51,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY0_781",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY0_845",0.54,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PWY0_862",0.53,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PYRIDNUCSAL_PWY",0.52,"negative"
"Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin","PYRIDOXSYN_PWY",0.55,"negative"
"emrY","Escherichia_coli",0.54,"positive"
"emrY","Faecalibacterium_prausnitzii",0.5,"negative"
"emrY","HOMOSER_METSYN_PWY",0.53,"positive"
"emrY","MET_SAM_PWY",0.51,"positive"
"emrY","METSYN_PWY",0.51,"positive"
"emrY","PWY_5347",0.51,"positive"
"emrY","PWY_6961",0.52,"positive"
"emrY","PWY0_301",0.52,"positive"
"Enterobacter_cloacae_acrA","Escherichia_coli",0.51,"positive"
"Enterobacter_cloacae_acrA","PWY_6961",0.51,"positive"
"Enterobacter_cloacae_acrA","PWY0_301",0.51,"positive"
"tsnR","Escherichia_coli",0.54,"negative"
"tsnR","Blautia_obeum",0.7,"positive"
"tsnR","Dorea_formicigenerans",0.51,"positive"
"tsnR","ASPASN_PWY",0.58,"negative"
"tsnR","FASYN_ELONG_PWY",0.63,"negative"
"tsnR","GLYCOLYSIS_E_D",0.63,"negative"
"tsnR","HOMOSER_METSYN_PWY",0.59,"negative"
"tsnR","MET_SAM_PWY",0.59,"negative"
"tsnR","METSYN_PWY",0.59,"negative"
"tsnR","P161_PWY",0.54,"negative"
"tsnR","P4_PWY",0.61,"negative"
"tsnR","P461_PWY",0.59,"negative"
"tsnR","PENTOSE_P_PWY",0.63,"negative"
"tsnR","POLYISOPRENSYN_PWY",0.6,"negative"
"tsnR","PWY_5347",0.59,"negative"
"tsnR","PWY_5838",0.61,"negative"
"tsnR","PWY_5840",0.62,"negative"
"tsnR","PWY_5850",0.61,"negative"
"tsnR","PWY_5861",0.61,"negative"
"tsnR","PWY_5897",0.61,"negative"
"tsnR","PWY_5898",0.61,"negative"
"tsnR","PWY_5899",0.61,"negative"
"tsnR","PWY_5918",0.59,"negative"
"tsnR","PWY_5989",0.62,"negative"
"tsnR","PWY_6147",0.54,"negative"
"tsnR","PWY_6282",0.63,"negative"
"tsnR","PWY_6285",0.6,"negative"
"tsnR","PWY_6519",0.63,"negative"
"tsnR","PWY_6961",0.57,"negative"
"tsnR","PWY_7663",0.62,"negative"
"tsnR","PWY_7664",0.63,"negative"
"tsnR","PWY0_1297",0.55,"negative"
"tsnR","PWY0_1298",0.55,"negative"
"tsnR","PWY0_1477",0.62,"negative"
"tsnR","PWY0_301",0.56,"negative"
"tsnR","PWY0_781",0.61,"negative"
"tsnR","PWY0_845",0.65,"negative"
"tsnR","PWY0_862",0.63,"negative"
"tsnR","PWY4FS_7",0.59,"negative"
"tsnR","PWY4FS_8",0.59,"negative"
"tsnR","PWY66_409",0.54,"negative"
"tsnR","PYRIDNUCSAL_PWY",0.56,"negative"
"tsnR","PYRIDOXSYN_PWY",0.66,"negative"
"tsnR","ANAGLYCOLYSIS_PWY",0.56,"negative"
"tsnR","ARGSYNBSUB_PWY",0.55,"negative"
"tsnR","ARO_PWY",0.56,"negative"
"tsnR","COA_PWY",0.55,"negative"
"tsnR","COA_PWY_1",0.54,"negative"
"tsnR","COMPLETE_ARO_PWY",0.56,"negative"
"tsnR","DTDPRHAMSYN_PWY",0.54,"negative"
"tsnR","GLYCOGENSYNTH_PWY",0.53,"negative"
"tsnR","HISTSYN_PWY",0.55,"negative"
"tsnR","NONMEVIPP_PWY",0.55,"negative"
"tsnR","PANTO_PWY",0.57,"negative"
"tsnR","PANTOSYN_PWY",0.56,"negative"
"tsnR","PEPTIDOGLYCANSYN_PWY",0.55,"negative"
"tsnR","PWY_3841",0.56,"negative"
"tsnR","PWY_5097",0.57,"negative"
"tsnR","PWY_5686",0.55,"negative"
"tsnR","PWY_6151",0.55,"negative"
"tsnR","PWY_6163",0.56,"negative"
"tsnR","PWY_6385",0.56,"negative"
"tsnR","PWY_6386",0.55,"negative"
"tsnR","PWY_6387",0.55,"negative"
"tsnR","PWY_6700",0.55,"negative"
"tsnR","PWY_7238",0.53,"negative"
"tsnR","PWY_7790",0.55,"negative"
"tsnR","PWY_7791",0.55,"negative"
"tsnR","PWY_7851",0.54,"negative"
"tetA(P)","Escherichia_coli",0.58,"negative"
"tetA(P)","Blautia_obeum",0.7,"positive"
"tetA(P)","ASPASN_PWY",0.56,"negative"
"tetA(P)","FASYN_ELONG_PWY",0.62,"negative"
"tetA(P)","GLYCOLYSIS_E_D",0.61,"negative"
"tetA(P)","HOMOSER_METSYN_PWY",0.6,"negative"
"tetA(P)","MET_SAM_PWY",0.59,"negative"
"tetA(P)","METSYN_PWY",0.59,"negative"
"tetA(P)","P161_PWY",0.58,"negative"
"tetA(P)","P4_PWY",0.6,"negative"
"tetA(P)","P461_PWY",0.58,"negative"
"tetA(P)","PENTOSE_P_PWY",0.59,"negative"
"tetA(P)","POLYISOPRENSYN_PWY",0.6,"negative"
"tetA(P)","PWY_5347",0.59,"negative"
"tetA(P)","PWY_5838",0.61,"negative"
"tetA(P)","PWY_5840",0.62,"negative"
"tetA(P)","PWY_5850",0.62,"negative"
"tetA(P)","PWY_5861",0.61,"negative"
"tetA(P)","PWY_5897",0.61,"negative"
"tetA(P)","PWY_5898",0.61,"negative"
"tetA(P)","PWY_5899",0.61,"negative"
"tetA(P)","PWY_5918",0.6,"negative"
"tetA(P)","PWY_5989",0.6,"negative"
"tetA(P)","PWY_6147",0.55,"negative"
"tetA(P)","PWY_6282",0.62,"negative"
"tetA(P)","PWY_6285",0.61,"negative"
"tetA(P)","PWY_6519",0.62,"negative"
"tetA(P)","PWY_6961",0.61,"negative"
"tetA(P)","PWY_7663",0.61,"negative"
"tetA(P)","PWY_7664",0.62,"negative"
"tetA(P)","PWY0_1297",0.54,"negative"
"tetA(P)","PWY0_1298",0.56,"negative"
"tetA(P)","PWY0_1477",0.63,"negative"
"tetA(P)","PWY0_301",0.59,"negative"
"tetA(P)","PWY0_781",0.59,"negative"
"tetA(P)","PWY0_845",0.63,"negative"
"tetA(P)","PWY0_862",0.62,"negative"
"tetA(P)","PWY4FS_7",0.58,"negative"
"tetA(P)","PWY4FS_8",0.58,"negative"
"tetA(P)","PWY66_409",0.52,"negative"
"tetA(P)","PYRIDNUCSAL_PWY",0.56,"negative"
"tetA(P)","PYRIDOXSYN_PWY",0.64,"negative"
"tetA(P)","ANAGLYCOLYSIS_PWY",0.51,"negative"
"tetA(P)","ARGSYNBSUB_PWY",0.5,"negative"
"tetA(P)","ARO_PWY",0.5,"negative"
"tetA(P)","COMPLETE_ARO_PWY",0.51,"negative"
"tetA(P)","PANTO_PWY",0.52,"negative"
"tetA(P)","PANTOSYN_PWY",0.51,"negative"
"tetA(P)","PEPTIDOGLYCANSYN_PWY",0.5,"negative"
"tetA(P)","PWY_3841",0.51,"negative"
"tetA(P)","PWY_5097",0.51,"negative"
"tetA(P)","PWY_6385",0.51,"negative"
"tetA(P)","PWY_6387",0.5,"negative"
"LpxA","Escherichia_coli",0.63,"positive"
"LpxA","HOMOSER_METSYN_PWY",0.55,"positive"
"LpxA","MET_SAM_PWY",0.53,"positive"
"LpxA","METSYN_PWY",0.54,"positive"
"LpxA","P161_PWY",0.53,"positive"
"LpxA","PWY_5347",0.53,"positive"
"LpxA","PWY_5840",0.5,"positive"
"LpxA","PWY_5850",0.51,"positive"
"LpxA","PWY_5861",0.5,"positive"
"LpxA","PWY_5918",0.53,"positive"
"LpxA","PWY_6285",0.51,"positive"
"LpxA","PWY_6961",0.55,"positive"
"LpxA","PWY0_1298",0.52,"positive"
"LpxA","PWY0_1477",0.51,"positive"
"LpxA","PWY0_301",0.53,"positive"
"Klebsiella_pneumoniae_KpnH","Escherichia_coli",0.59,"positive"
"Klebsiella_pneumoniae_KpnH","Faecalibacterium_prausnitzii",0.5,"negative"
"Klebsiella_pneumoniae_KpnH","HOMOSER_METSYN_PWY",0.59,"positive"
"Klebsiella_pneumoniae_KpnH","MET_SAM_PWY",0.57,"positive"
"Klebsiella_pneumoniae_KpnH","METSYN_PWY",0.58,"positive"
"Klebsiella_pneumoniae_KpnH","P4_PWY",0.51,"positive"
"Klebsiella_pneumoniae_KpnH","P461_PWY",0.51,"positive"
"Klebsiella_pneumoniae_KpnH","PWY_5347",0.57,"positive"
"Klebsiella_pneumoniae_KpnH","PWY_5840",0.51,"positive"
"Klebsiella_pneumoniae_KpnH","PWY_5850",0.56,"positive"
"Klebsiella_pneumoniae_KpnH","PWY_5918",0.56,"positive"
"Klebsiella_pneumoniae_KpnH","PWY_6961",0.56,"positive"
"Klebsiella_pneumoniae_KpnH","PWY0_1477",0.51,"positive"
"Klebsiella_pneumoniae_KpnH","PWY0_301",0.56,"positive"
"Klebsiella_pneumoniae_KpnH","PWY0_781",0.5,"positive"
"tet(W/N/W)","Escherichia_coli",0.67,"positive"
"tet(W/N/W)","FASYN_ELONG_PWY",0.5,"positive"
"tet(W/N/W)","HOMOSER_METSYN_PWY",0.61,"positive"
"tet(W/N/W)","MET_SAM_PWY",0.59,"positive"
"tet(W/N/W)","METSYN_PWY",0.6,"positive"
"tet(W/N/W)","P161_PWY",0.59,"positive"
"tet(W/N/W)","P4_PWY",0.53,"positive"
"tet(W/N/W)","P461_PWY",0.52,"positive"
"tet(W/N/W)","POLYISOPRENSYN_PWY",0.54,"positive"
"tet(W/N/W)","PWY_5347",0.59,"positive"
"tet(W/N/W)","PWY_5838",0.56,"positive"
"tet(W/N/W)","PWY_5840",0.56,"positive"
"tet(W/N/W)","PWY_5850",0.58,"positive"
"tet(W/N/W)","PWY_5861",0.56,"positive"
"tet(W/N/W)","PWY_5897",0.54,"positive"
"tet(W/N/W)","PWY_5898",0.54,"positive"
"tet(W/N/W)","PWY_5899",0.54,"positive"
"tet(W/N/W)","PWY_5918",0.59,"positive"
"tet(W/N/W)","PWY_6282",0.5,"positive"
"tet(W/N/W)","PWY_6285",0.53,"positive"
"tet(W/N/W)","PWY_6519",0.5,"positive"
"tet(W/N/W)","PWY_6961",0.6,"positive"
"tet(W/N/W)","PWY0_1298",0.54,"positive"
"tet(W/N/W)","PWY0_1477",0.59,"positive"
"tet(W/N/W)","PWY0_301",0.58,"positive"
"tet(W/N/W)","PWY0_781",0.52,"positive"
"tet(W/N/W)","PWY0_845",0.57,"positive"
"tet(W/N/W)","PWY4FS_7",0.52,"positive"
"tet(W/N/W)","PWY4FS_8",0.52,"positive"
"tet(W/N/W)","PYRIDOXSYN_PWY",0.58,"positive"
"Pseudomonas_aeruginosa_CpxR","Escherichia_coli",0.57,"positive"
"Pseudomonas_aeruginosa_CpxR","HOMOSER_METSYN_PWY",0.52,"positive"
"Pseudomonas_aeruginosa_CpxR","MET_SAM_PWY",0.5,"positive"
"Pseudomonas_aeruginosa_CpxR","METSYN_PWY",0.51,"positive"
"Pseudomonas_aeruginosa_CpxR","PWY_5347",0.5,"positive"
"Pseudomonas_aeruginosa_CpxR","PWY_5850",0.51,"positive"
"Pseudomonas_aeruginosa_CpxR","PWY_6285",0.5,"positive"
"Pseudomonas_aeruginosa_CpxR","PWY_6961",0.54,"positive"
"Pseudomonas_aeruginosa_CpxR","PWY0_301",0.54,"positive"
"lmrD","Escherichia_coli",0.61,"positive"
"lmrD","FASYN_ELONG_PWY",0.53,"positive"
"lmrD","GLYCOLYSIS_E_D",0.51,"positive"
"lmrD","HOMOSER_METSYN_PWY",0.56,"positive"
"lmrD","MET_SAM_PWY",0.54,"positive"
"lmrD","METSYN_PWY",0.55,"positive"
"lmrD","P161_PWY",0.54,"positive"
"lmrD","P4_PWY",0.52,"positive"
"lmrD","POLYISOPRENSYN_PWY",0.53,"positive"
"lmrD","PWY_5347",0.54,"positive"
"lmrD","PWY_5838",0.55,"positive"
"lmrD","PWY_5840",0.55,"positive"
"lmrD","PWY_5850",0.57,"positive"
"lmrD","PWY_5861",0.55,"positive"
"lmrD","PWY_5897",0.54,"positive"
"lmrD","PWY_5898",0.54,"positive"
"lmrD","PWY_5899",0.54,"positive"
"lmrD","PWY_5918",0.56,"positive"
"lmrD","PWY_5989",0.53,"positive"
"lmrD","PWY_6282",0.53,"positive"
"lmrD","PWY_6285",0.53,"positive"
"lmrD","PWY_6519",0.52,"positive"
"lmrD","PWY_6961",0.58,"positive"
"lmrD","PWY_7663",0.52,"positive"
"lmrD","PWY_7664",0.53,"positive"
"lmrD","PWY0_1298",0.5,"positive"
"lmrD","PWY0_1477",0.54,"positive"
"lmrD","PWY0_301",0.56,"positive"
"lmrD","PWY0_781",0.52,"positive"
"lmrD","PWY0_845",0.52,"positive"
"lmrD","PWY0_862",0.52,"positive"
"lmrD","PYRIDOXSYN_PWY",0.54,"positive"
"Lachnospiraceae_bacterium","ASPASN_PWY",0.59,"negative"
"Lachnospiraceae_bacterium","FASYN_ELONG_PWY",0.55,"negative"
"Lachnospiraceae_bacterium","GLYCOLYSIS_E_D",0.57,"negative"
"Lachnospiraceae_bacterium","HOMOSER_METSYN_PWY",0.58,"negative"
"Lachnospiraceae_bacterium","MET_SAM_PWY",0.59,"negative"
"Lachnospiraceae_bacterium","METSYN_PWY",0.58,"negative"
"Lachnospiraceae_bacterium","P161_PWY",0.59,"negative"
"Lachnospiraceae_bacterium","P4_PWY",0.59,"negative"
"Lachnospiraceae_bacterium","P461_PWY",0.6,"negative"
"Lachnospiraceae_bacterium","PENTOSE_P_PWY",0.55,"negative"
"Lachnospiraceae_bacterium","POLYISOPRENSYN_PWY",0.58,"negative"
"Lachnospiraceae_bacterium","PWY_5347",0.59,"negative"
"Lachnospiraceae_bacterium","PWY_5838",0.57,"negative"
"Lachnospiraceae_bacterium","PWY_5840",0.56,"negative"
"Lachnospiraceae_bacterium","PWY_5850",0.56,"negative"
"Lachnospiraceae_bacterium","PWY_5861",0.56,"negative"
"Lachnospiraceae_bacterium","PWY_5897",0.56,"negative"
"Lachnospiraceae_bacterium","PWY_5898",0.56,"negative"
"Lachnospiraceae_bacterium","PWY_5899",0.56,"negative"
"Lachnospiraceae_bacterium","PWY_5918",0.58,"negative"
"Lachnospiraceae_bacterium","PWY_5989",0.56,"negative"
"Lachnospiraceae_bacterium","PWY_6147",0.53,"negative"
"Lachnospiraceae_bacterium","PWY_6282",0.55,"negative"
"Lachnospiraceae_bacterium","PWY_6285",0.56,"negative"
"Lachnospiraceae_bacterium","PWY_6519",0.55,"negative"
"Lachnospiraceae_bacterium","PWY_6961",0.58,"negative"
"Lachnospiraceae_bacterium","PWY_7663",0.55,"negative"
"Lachnospiraceae_bacterium","PWY_7664",0.55,"negative"
"Lachnospiraceae_bacterium","PWY0_1297",0.59,"negative"
"Lachnospiraceae_bacterium","PWY0_1298",0.6,"negative"
"Lachnospiraceae_bacterium","PWY0_1477",0.54,"negative"
"Lachnospiraceae_bacterium","PWY0_301",0.57,"negative"
"Lachnospiraceae_bacterium","PWY0_781",0.59,"negative"
"Lachnospiraceae_bacterium","PWY0_845",0.53,"negative"
"Lachnospiraceae_bacterium","PWY0_862",0.55,"negative"
