term,estimate,std.error,statistic,p.value,metadata_var,feature_name,fdr,conf.low,conf.high
Gender,4.6925884017467245,4.329219076345644,1.083934150476812,0.27894156538443415,Gender,Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin,0.27894156538443415,-3.792680987890736,13.177857791384184
Smoking.status,2.015939650759343,3.17387435619083,0.6351668101880382,0.5256333949152229,Smoking.status,Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin,0.5256333949152229,-4.204854087374684,8.23673338889337
factor(Region)HK,-9.372652287581703,5.2676280945865255,-1.779292713776407,0.07582978393514161,Region,Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin,0.15165956787028323,-19.697203352971293,0.9518987778078873
factor(Region)KM,-2.318403544494723,5.2409022595796975,-0.442367254656768,0.6584244013018984,Region,Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin,0.6584244013018984,-12.59057197327093,7.953764884281483
BMI,-1.066976521499561,0.4831496187879846,-2.208377032721557,0.027693856860706082,BMI,Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin,0.027693856860706082,-2.013949774324011,-0.12000326867511113
Alcohol.Consumption,2.448816910163204,2.3097327178873366,1.060216574497453,0.2895848783958264,Alcohol.Consumption,Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin,0.2895848783958264,-2.0782592168959755,6.975893037222383
Age.at.enrolment,0.05911906615843875,0.048628259974402094,1.2157347638915934,0.22468856915677832,Age.at.enrolment,TaeA,0.22468856915677832,-0.03619232339138934,0.15443045570826686
Gender,-0.844509589519651,1.30809137176682,-0.6456044338699246,0.518845997597023,Gender,TaeA,0.518845997597023,-3.408368678182619,1.7193494991433165
Smoking.status,-2.029801916842044,0.9528986944896951,-2.1301340096064063,0.0336871647409768,Smoking.status,TaeA,0.0336871647409768,-3.897483358041846,-0.16212047564224163
factor(Region)HK,1.8165888888888977,1.5734160002588167,1.154550918886093,0.2488536702477488,Region,TaeA,0.2488536702477488,-1.2673064716183828,4.900484249396178
factor(Region)KM,5.714602337858223,1.5654331177042877,3.650492808174842,2.907285072578462e-4,Region,TaeA,5.814570145156924e-4,2.6463534271578193,8.782851248558627
BMI,0.07914013261753383,0.14657796518151253,0.5399183466596216,0.5895058391913335,BMI,TaeA,0.5895058391913335,-0.2081526791382307,0.3664329443732984
Alcohol.Consumption,0.8485591552377448,0.6958946972879304,1.2193786768957784,0.22330564759797453,Alcohol.Consumption,TaeA,0.22330564759797453,-0.5153944514465988,2.2125127619220883
Age.at.enrolment,0.04515935929778609,0.03402709328194369,1.3271588884657886,0.1850923513623089,Age.at.enrolment,vanR_gene_in_vanB_cluster,0.1850923513623089,-0.021533743534823548,0.11185246213039574
Gender,-0.4961637729257625,0.9150103307816212,-0.5422493672852076,0.587899958383097,Gender,vanR_gene_in_vanB_cluster,0.587899958383097,-2.28958402125774,1.2972564754062148
Smoking.status,-1.082249473863831,0.6680897099629522,-1.6199163940481067,0.10593110603176896,Smoking.status,vanR_gene_in_vanB_cluster,0.10593110603176896,-2.391705305391217,0.22720635766355524
factor(Region)HK,0.564026797385624,1.1026391957951003,0.5115243495211603,0.6092211454709047,Region,vanR_gene_in_vanB_cluster,0.6092211454709047,-1.5971460263727728,2.7251996211440206
factor(Region)KM,3.5492049019607856,1.0970448461770688,3.2352413981332586,0.001300004645035222,Region,vanR_gene_in_vanB_cluster,0.002600009290070444,1.3989970034537307,5.69941280046784
BMI,0.05790379440257868,0.10252115230430717,0.5647985132932026,0.572476885237136,BMI,vanR_gene_in_vanB_cluster,0.572476885237136,-0.14303766411386337,0.2588452529190207
Alcohol.Consumption,0.3880543317188631,0.48757326388570676,0.7958892754419526,0.4264939535409704,Alcohol.Consumption,vanR_gene_in_vanB_cluster,0.4264939535409704,-0.5675892654971222,1.3436979289348483
Age.at.enrolment,0.020043481041887558,0.04620701438674293,0.4337757223205954,0.6646478396215497,Age.at.enrolment,hp1181,0.6646478396215497,-0.07052226715612858,0.11060922923990368
Gender,-1.0793226899563322,1.2387834748016748,-0.8712763060785326,0.384041599828838,Gender,hp1181,0.384041599828838,-3.507338300567615,1.3486929206549505
Smoking.status,-1.7744187475115187,0.909318597159027,-1.9513718877578372,0.05161547257939765,Smoking.status,hp1181,0.05161547257939765,-3.5566831979432116,0.007845702920174169
factor(Region)HK,-0.31624575163398644,1.5104483368671493,-0.20937210754915192,0.8342473403028152,Region,hp1181,0.8342473403028152,-3.276724491893599,2.644232988625626
factor(Region)KM,1.121353167420814,1.5027849270150118,0.7461834007399599,0.45592498468031817,Region,hp1181,0.8342473403028152,-1.8241052895286092,4.066811624370237
BMI,0.07781947415908036,0.13886403860932345,0.560400481927619,0.5754699595025579,BMI,hp1181,0.5754699595025579,-0.1943540415151936,0.3499929898333543
Alcohol.Consumption,-0.9392949855294429,0.6600552168638459,-1.4230551649790197,0.1553765976927576,Alcohol.Consumption,hp1181,0.1553765976927576,-2.2330032105825808,0.3544132395236951
Age.at.enrolment,-0.07696904617442349,0.09759170053718788,-0.7886843425286353,0.4306891418051211,Age.at.enrolment,Streptomyces_venezuelae_rox,0.4306891418051211,-0.2682487792273117,0.11431068687846477
Gender,1.561351301310038,2.6194776980841454,0.5960544357571708,0.5514215929707721,Gender,Streptomyces_venezuelae_rox,0.5514215929707721,-3.572824986934887,6.695527589554963
Smoking.status,4.2746455833001615,1.9139281450111827,2.2334409964357285,0.025996846802395893,Smoking.status,Streptomyces_venezuelae_rox,0.025996846802395893,0.5233464190782433,8.025944747522079
factor(Region)HK,-3.5201098039215624,3.1582633863696983,-1.1145713239476815,0.26559659834312965,Region,Streptomyces_venezuelae_rox,0.26559659834312965,-9.71030604120617,2.670086433363046
factor(Region)KM,7.135069683257923,3.1422396229876615,2.270695599107064,0.02361139123821646,Region,Streptomyces_venezuelae_rox,0.04722278247643292,0.9762800222021069,13.293859344313738
BMI,-0.7762721385124034,0.29143379573189976,-2.663631156993623,0.007992340249617327,BMI,Streptomyces_venezuelae_rox,0.007992340249617327,-1.347482378146927,-0.20506189887787984
Alcohol.Consumption,3.7872828421963423,1.3868503940512438,2.7308517619791677,0.006552043157122121,Alcohol.Consumption,Streptomyces_venezuelae_rox,0.006552043157122121,1.0690560698559044,6.505509614536781
Age.at.enrolment,0.01618402832353349,0.020620377305137754,0.7848560714503072,0.4329283987464331,Age.at.enrolment,bcrC,0.4329283987464331,-0.024231911194536503,0.05659996784160348
Gender,-0.026647755458514888,0.5535412672572146,-0.04814050376145207,0.9616244155822744,Gender,bcrC,0.9616244155822744,-1.1115886392826557,1.0582931283656258
Smoking.status,-0.6962717706615101,0.4060393974118696,-1.714788700553707,0.08705311702861425,Smoking.status,bcrC,0.08705311702861425,-1.4921089895887745,0.09956544826575431
factor(Region)HK,0.1186241830065354,0.6744700071822288,0.17587762501422163,0.860464880300806,Region,bcrC,0.860464880300806,-1.203337031070633,1.4405853970837037
factor(Region)KM,-0.4834223227752647,0.6710480165243212,-0.7203990040521098,0.4716329741633901,Region,bcrC,0.860464880300806,-1.7986764351629343,0.8318317896124048
BMI,-9.924901045926333e-4,0.06172083044965627,-0.01608031028361124,0.9871770592659519,BMI,bcrC,0.9871770592659519,-0.12196531778591892,0.11998033757673364
Alcohol.Consumption,-0.2593395309749476,0.2950845560296208,-0.8788651445008695,0.3799187628713503,Alcohol.Consumption,bcrC,0.3799187628713503,-0.8377052607930044,0.3190261988431092
Age.at.enrolment,-0.0012155592034795095,0.017061391201896398,-0.07124619493774918,0.943231740355833,Age.at.enrolment,baeS,0.943231740355833,-0.03465588595919645,0.03222476755223743
Gender,0.554654288209607,0.4572625508355617,1.212988658695273,0.22573451202724001,Gender,baeS,0.22573451202724001,-0.34158031142809386,1.450888887847308
Smoking.status,0.23968875490586405,0.33454526916779725,0.7164613491683955,0.474067748007552,Smoking.status,baeS,0.474067748007552,-0.4160199726630186,0.8953974824747467
factor(Region)HK,-0.6997614379084967,0.5565536001741147,-1.2573118522449234,0.20925727016516557,Region,baeS,0.41851454033033114,-1.7906064942497615,0.3910836184327682
factor(Region)KM,0.32077488687782774,0.553729870134024,0.5792985066891693,0.5626618188383989,Region,baeS,0.5626618188383989,-0.7645356585848593,1.4060854323405148
BMI,-0.1377737221623188,0.050918524194215345,-2.7057681726362905,0.007059246464909456,BMI,baeS,0.007059246464909456,-0.2375740295829809,-0.03797341474165673
Alcohol.Consumption,0.4359509293976074,0.24337163644053375,1.7912971937636994,0.07388212932686991,Alcohol.Consumption,baeS,0.07388212932686991,-0.041057478025838756,0.9129593368210536
Age.at.enrolment,-0.12193703016779166,0.22041008800938516,-0.5532279909193608,0.5803670381095161,Age.at.enrolment,rphB,0.5803670381095161,-0.5539408026661865,0.3100667423306032
Gender,3.2376291877729173,5.912502580574856,0.5475903212981147,0.5842293617814,Gender,rphB,0.5842293617814,-8.3508758701538,14.826134245699635
Smoking.status,2.7035155281269687,4.334392544463988,0.6237357369904065,0.5331083144263441,Smoking.status,rphB,0.5331083144263441,-5.791893859022448,11.198924915276386
factor(Region)HK,-8.69571437908498,7.201561587958048,-1.207476222049583,0.2278484324109335,Region,rphB,0.43809627572546506,-22.810775091482753,5.419346333312795
factor(Region)KM,-5.560521191553558,7.1650237490416915,-0.776064586289371,0.43809627572546506,Region,rphB,0.43809627572546506,-19.603967739675273,8.482925356568156
BMI,-1.1128864434187642,0.6606351346677634,-1.6845704762257918,0.09272697650939256,BMI,rphB,0.09272697650939256,-2.4077313073675803,0.18195842053005196
Alcohol.Consumption,3.2499515808212944,3.1521432845062454,1.0310291403299485,0.30305183634037425,Alcohol.Consumption,rphB,0.30305183634037425,-2.928249256810946,9.428152418453536
Age.at.enrolment,-0.02476649152181339,0.12706619237785152,-0.19491015712634474,0.8455464461615119,Age.at.enrolment,bmr,0.8455464461615119,-0.27381622858240234,0.22428324553877557
Gender,1.1334733973799034,3.408308159995578,0.33256188823647154,0.7396111161396792,Gender,bmr,0.7396111161396792,-5.546810596211429,7.813757390971237
Smoking.status,0.7240623969057592,2.500669470104761,0.2895474214252817,0.7722921103129683,Smoking.status,bmr,0.7722921103129683,-4.177249764499573,5.625374558311091
factor(Region)HK,-5.961743137254914,4.141236429893323,-1.4396046297237097,0.1506365930848307,Region,bmr,0.1506365930848307,-14.078566539845827,2.1550802653359975
factor(Region)KM,-7.397752564102583,4.120225455017678,-1.79547275867962,0.07321257247400542,Region,bmr,0.14642514494801084,-15.473394455937232,0.6778893277320668
BMI,-0.5629627522459133,0.3810173516362466,-1.477525235604934,0.14019622167293086,BMI,bmr,0.14019622167293086,-1.3097567614529566,0.18383125696113
Alcohol.Consumption,0.75514932023193,1.818341177703222,0.4152957263970517,0.6781129556941642,Alcohol.Consumption,bmr,0.6781129556941642,-2.808799388066385,4.319098028530245
Age.at.enrolment,-0.03608507801533784,0.1419183476547457,-0.25426647513628353,0.7993994999488663,Age.at.enrolment,adeI,0.7993994999488663,-0.3142450394186394,0.24207488338796374
Gender,0.3767351790392972,3.8109405273573165,0.09885622101285924,0.9212939582244295,Gender,adeI,0.9212939582244295,-7.092708254581043,7.846178612659638
Smoking.status,2.752786189636545,2.783683479713723,0.9889005735377805,0.3232282953746798,Smoking.status,adeI,0.3232282953746798,-2.703233430602352,8.208805809875443
factor(Region)HK,-2.118060784313716,4.645839022780837,-0.4559049019838657,0.6486662814457528,Region,adeI,0.8718244040780193,-11.223905268964156,6.987783700336724
factor(Region)KM,0.7461658371040898,4.6222678964671315,0.1614285138415269,0.8718244040780193,Region,adeI,0.8718244040780193,-8.313479239971487,9.805810914179668
BMI,-0.6867877972704304,0.42580803114662774,-1.6129047529259348,0.10742795012549533,BMI,adeI,0.10742795012549533,-1.5213715383178208,0.14779594377695993
Alcohol.Consumption,2.9670190901948335,2.026794467771809,1.4638973696512387,0.14388344208859602,Alcohol.Consumption,adeI,0.14388344208859602,-1.0054980666379123,6.939536247027579
Age.at.enrolment,0.012308303579827148,0.043896564021806285,0.2803933258583248,0.7792975761964269,Age.at.enrolment,golS,0.7792975761964269,-0.07372896190291317,0.09834556906256747
Gender,1.1337650829694308,1.1781270721793484,0.9623453273780943,0.3363637514192013,Gender,golS,0.3363637514192013,-1.1753639785020922,3.4428941444409538
Smoking.status,0.5722149763949739,0.8584056785198353,0.6666020399371713,0.5053583959977836,Smoking.status,golS,0.5053583959977836,-1.1102601535039032,2.254690106293851
factor(Region)HK,-2.5280222222222237,1.4322563420788998,-1.7650626832294805,0.07819440706033784,Region,golS,0.09984179903160142,-5.3352446526968675,0.2792002082524201
factor(Region)KM,-2.349568853695326,1.424989647088564,-1.648832227304806,0.09984179903160142,Region,golS,0.09984179903160142,-5.142548561988911,0.4434108545982589
BMI,-0.21858736682130814,0.13173806026132379,-1.6592575174380486,0.09772258718354813,BMI,golS,0.09772258718354813,-0.47679396493350273,0.03961923129088646
Alcohol.Consumption,0.3660549682244482,0.6280367830965032,0.5828559378634368,0.5602668763589373,Alcohol.Consumption,golS,0.5602668763589373,-0.8648971266446981,1.5970070630935946
Age.at.enrolment,-0.028627052275829172,0.0642377320192889,-0.4456423254051563,0.6560582474432954,Age.at.enrolment,arlR,0.6560582474432954,-0.1545330070336354,0.09727890248197704
Gender,1.1443693275109168,1.7260727998741343,0.6629901865056703,0.507657084564574,Gender,arlR,0.507657084564574,-2.2387333602423864,4.52747201526422
Smoking.status,1.9686850577327824,1.256988982840886,1.5661911795626178,0.11798704440770309,Smoking.status,arlR,0.11798704440770309,-0.49501334863535407,4.432383464100919
factor(Region)HK,-2.2985078431372545,2.095355506144829,-1.0969536369349555,0.27321628715158225,Region,arlR,0.27321628715158225,-6.405404635181119,1.8083889489066096
factor(Region)KM,2.419416365007541,2.084724511599973,1.1605448832904548,0.24640874610292043,Region,arlR,0.27321628715158225,-1.666643677728406,6.505476407743489
BMI,-0.47022256256453676,0.19227254863290857,-2.4456042524421786,0.014822174667900026,BMI,arlR,0.014822174667900026,-0.8470767578850376,-0.09336836724403597
Alcohol.Consumption,1.6701515629195745,0.9163914288765588,1.8225307551894943,0.06900304354481933,Alcohol.Consumption,arlR,0.06900304354481933,-0.12597563767848063,3.4662787635176295
Age.at.enrolment,-0.04248405396958518,0.28943141456558913,-0.14678452936199055,0.8833642426690436,Age.at.enrolment,almE,0.8833642426690436,-0.6097696265181399,0.5248015185789695
Gender,-3.9620480174672625,7.762225235405505,-0.5104268295894511,0.609988584730275,Gender,almE,0.609988584730275,-19.17600947886205,11.251913443927526
Smoking.status,-0.3278549854956818,5.6983241093159664,-0.05753533481180626,0.9541435813525577,Smoking.status,almE,0.9541435813525577,-11.496570239754975,10.840860268763612
factor(Region)HK,-5.412226143790842,9.451533346640087,-0.5726294290349012,0.5671659992891211,Region,almE,0.5671659992891211,-23.937231503205414,13.112779215623728
factor(Region)KM,-12.51969283559576,9.403580052244942,-1.3313751535094234,0.1837028549442306,Region,almE,0.3674057098884612,-30.95070973799585,5.911324066804328
BMI,-0.4021003174235768,0.8697188399877438,-0.46233368640058814,0.6440533006247949,BMI,almE,0.6440533006247949,-2.1067492437995545,1.302548608952401
Alcohol.Consumption,0.18229651214831913,4.142354530552092,0.044007945433879286,0.9649165641105909,Alcohol.Consumption,almE,0.9649165641105909,-7.93671836773378,8.301311392030419
Age.at.enrolment,-0.09414967329503215,0.11220263910474564,-0.8391039109796667,0.40183220387197527,Age.at.enrolment,vanXY_gene_in_vanG_cluster,0.40183220387197527,-0.31406684594033363,0.1257674993502693
Gender,1.4080702008733614,3.0137737961434445,0.4672116409915001,0.6405618132670617,Gender,vanXY_gene_in_vanG_cluster,0.6405618132670617,-4.498926439567789,7.315066841314513
Smoking.status,2.189394801205852,2.2086511117724688,0.991281415854239,0.3220659456523329,Smoking.status,vanXY_gene_in_vanG_cluster,0.3220659456523329,-2.139561377868187,6.518350980279891
factor(Region)HK,-4.262183006535944,3.671090890630317,-1.1610126617715362,0.24621865318455408,Region,vanXY_gene_in_vanG_cluster,0.49243730636910815,-11.457521152171365,2.933155139099478
factor(Region)KM,-2.4340045248868685,3.652465245904394,-0.6664004613366773,0.5054780190740666,Region,vanXY_gene_in_vanG_cluster,0.5054780190740666,-9.592836406859481,4.7248273570857435
BMI,-0.6518645324778887,0.336381344170603,-1.937873618066291,0.05322968859035384,BMI,vanXY_gene_in_vanG_cluster,0.05322968859035384,-1.3111719670522706,0.007442902096493231
Alcohol.Consumption,1.7859234005310867,1.605023124321094,1.1127088285949223,0.26639630338404163,Alcohol.Consumption,vanXY_gene_in_vanG_cluster,0.26639630338404163,-1.3599219231382575,4.931768724200431
Age.at.enrolment,-0.01196660796678273,0.07904277416878663,-0.15139407861912124,0.8797290004319488,Age.at.enrolment,vanV_gene_in_vanB_cluster,0.8797290004319488,-0.16689044533760453,0.14295722940403907
Gender,1.6313522620087342,2.1197840992162886,0.7695841584111637,0.44192752898763865,Gender,vanV_gene_in_vanB_cluster,0.44192752898763865,-2.523424572455191,5.78612909647266
Smoking.status,2.9985624537853384,1.5447259706148795,1.941161416863962,0.0528451466045945,Smoking.status,vanV_gene_in_vanB_cluster,0.0528451466045945,-0.029100448619825414,6.026225356190502
factor(Region)HK,-3.87038954248366,2.5652068723462174,-1.5088021103513114,0.13201280446153224,Region,vanV_gene_in_vanB_cluster,0.1632935811380665,-8.898195012282246,1.1574159273149256
factor(Region)KM,3.5634677978883857,2.552192040167924,1.396238112886648,0.1632935811380665,Region,vanV_gene_in_vanB_cluster,0.1632935811380665,-1.4388286008407452,8.565764196617517
BMI,-0.6501145595121446,0.23574771353326926,-2.757670688587183,0.006045371185342664,BMI,vanV_gene_in_vanB_cluster,0.006045371185342664,-1.1121800780373523,-0.18804904098693687
Alcohol.Consumption,2.2103217784363833,1.1267803545285073,1.9616261230976784,0.050389657169262414,Alcohol.Consumption,vanV_gene_in_vanB_cluster,0.050389657169262414,0.0018322835605091292,4.418811273312258
Age.at.enrolment,0.005327442913867267,0.18888713544012187,0.02820437136416891,0.9775109715912655,Age.at.enrolment,OprN,0.9775109715912655,-0.3648913425487716,0.37554622837650614
Gender,-2.48192052401748,5.067207950366545,-0.48980040849477,0.6245003241333988,Gender,OprN,0.6245003241333988,-12.41364810673591,7.449807058700948
Smoking.status,-3.1711063079460597,3.7286606805281295,-0.85046792391334,0.3955045762236594,Smoking.status,OprN,0.3955045762236594,-10.479281241781194,4.137068625889074
factor(Region)HK,-2.458399999999977,6.162024092337622,-0.3989598163137593,0.6901017319269288,Region,OprN,0.6901017319269288,-14.535967220981714,9.619167220981762
factor(Region)KM,-10.24098521870281,6.130760450287956,-1.670426581130209,0.09549235184943122,Region,OprN,0.19098470369886245,-22.257275701267204,1.7753052638615827
BMI,0.2699317176613275,0.567751515687534,0.47543988911143004,0.6346915664919865,BMI,OprN,0.6346915664919865,-0.842861253086239,1.382724688408894
Alcohol.Consumption,-1.8121163512317315,2.7021159687404857,-0.6706286377769337,0.5027830691240738,Alcohol.Consumption,OprN,0.5027830691240738,-7.108263649963083,3.4840309474996207
Age.at.enrolment,-0.07776802084212031,0.1341809706274393,-0.5795756319131675,0.5624750286725921,Age.at.enrolment,mtrA,0.5624750286725921,-0.3407627232719013,0.1852266815876607
Gender,4.615683598253275,3.5950143549080384,1.283912424981498,0.19979589244247314,Gender,mtrA,0.19979589244247314,-2.4305445373664805,11.66191173387303
Smoking.status,3.662451965189697,2.625147513455632,1.3951413954519463,0.16364204925463005,Smoking.status,mtrA,0.16364204925463005,-1.4828371611833413,8.807741091562736
factor(Region)HK,-7.958852941176471,4.375278610940942,-1.8190505448668675,0.06953187744669412,Region,mtrA,0.13906375489338824,-16.534399018620718,0.6166931362677746
factor(Region)KM,-1.5924532428355995,4.3530801997841095,-0.3658221695328694,0.7146602942717881,Region,mtrA,0.7146602942717881,-10.124490434412454,6.939583948741255
BMI,-1.103171924787414,0.4002649054756654,-2.756104544005502,0.006073929310036908,BMI,mtrA,0.006073929310036908,-1.8876911395197182,-0.31865271005511
Alcohol.Consumption,1.8180546350535562,1.91930357532738,0.9472470423254677,0.3439945454765213,Alcohol.Consumption,mtrA,0.3439945454765213,-1.9437803725881084,5.579889642695221
Age.at.enrolment,-0.004265836898150654,0.1082657798769238,-0.03940152560670642,0.9685867835298586,Age.at.enrolment,RanB,0.9685867835298586,-0.2164667654569213,0.20793509166062
Gender,3.567378410480347,2.9021539291734424,1.2292175044954856,0.21959628356641117,Gender,RanB,0.21959628356641117,-2.1208432906996,9.255600111660295
Smoking.status,3.0241023548148616,2.1292354883458793,1.420276137311693,0.15620032538206882,Smoking.status,RanB,0.15620032538206882,-1.1491992023430622,7.197403911972785
factor(Region)HK,-6.316985620915037,3.5303878408433844,-1.7893177479916638,0.07419930753927921,Region,RanB,0.14839861507855842,-13.236545788968069,0.6025745471379969
factor(Region)KM,-0.3318560331825173,3.512476067033563,-0.09447922970839882,0.9247682381018174,Region,RanB,0.9247682381018174,-7.2163091245683,6.552597058203266
BMI,-0.5027749713860776,0.32484029852140933,-1.5477604646793572,0.12234455128407117,BMI,RanB,0.12234455128407117,-1.13946195648804,0.13391201371588468
Alcohol.Consumption,0.6073477508478472,1.5491233175930434,0.39205900779514197,0.6951904585871079,Alcohol.Consumption,RanB,0.6951904585871079,-2.4289339516345176,3.6436294533302123
Age.at.enrolment,-0.4600997787011543,0.4647541917340378,-0.9899852155921015,0.32268430857551555,Age.at.enrolment,smeS,0.32268430857551555,-1.3710179944998684,0.4508184370975598
Gender,12.055146585152833,12.467895246380214,0.9668950810805687,0.3340864519510548,Gender,smeS,0.3340864519510548,-12.381928097752386,36.49222126805805
Smoking.status,4.593379130879946,9.1019164117666609,0.5046606585995203,0.6140372922943839,Smoking.status,smeS,0.6140372922943839,-13.246377036182711,22.433135297942602
factor(Region)HK,-28.056116339869273,15.16550324020801,-1.8499957367378768,0.0649337210501024,Region,smeS,0.1298674421002048,-57.78050269067697,1.668270010938425
factor(Region)KM,-15.499301357466068,15.08855955129993,-1.0272220687978628,0.3048376144685787,Region,smeS,0.3048376144685787,-45.07287807801393,14.074275363081794
BMI,-2.8268965529322667,1.39220845234881,-2.0305124194318593,0.04285987986675513,BMI,smeS,0.04285987986675513,-5.555625119535934,-0.09816798632859891
Alcohol.Consumption,6.338653586808431,6.651765231559637,0.9529280373177285,0.34111119072242213,Alcohol.Consumption,smeS,0.34111119072242213,-6.698806267048458,19.37611344066532
Age.at.enrolment,-0.038533588669130155,0.22066636585761076,-0.17462375165046537,0.861449531964303,Age.at.enrolment,vanH_gene_in_vanP_cluster,0.861449531964303,-0.47103966575004724,0.39397248841178695
Gender,-1.3677461484716193,5.920751849728963,-0.231008862250194,0.8174069689815766,Gender,vanH_gene_in_vanP_cluster,0.8174069689815766,-12.972419773940386,10.236927476997147
Smoking.status,4.465847363631207,4.268465107535417,1.046241974837123,0.29599521311201576,Smoking.status,vanH_gene_in_vanP_cluster,0.29599521311201576,-3.900344247138211,12.832038974400625
factor(Region)HK,-5.4020483660130765,7.214122138900132,-0.7488157619184245,0.45433811393647316,Region,vanH_gene_in_vanP_cluster,0.8581428711981632,-19.541727758257334,8.737631026231181
factor(Region)KM,1.283596304675708,7.177520572779415,0.17883561484222252,0.8581428711981632,Region,vanH_gene_in_vanP_cluster,0.8581428711981632,-12.784344017971947,15.351536627323362
BMI,-1.091350253741747,0.6615082530600916,-1.649790835856145,0.0996454145416021,BMI,vanH_gene_in_vanP_cluster,0.0996454145416021,-2.3879064297395267,0.2052059222560325
