term,estimate,std.error,statistic,p.value,metadata_var,feature_name,fdr,conf.low,conf.high
factor(Disease.location)3,-5.740472113775831,17.711316480731313,-0.32411323686870297,0.746139373596705,Disease.location,katA.1,0.7509718785096341,-40.4546524160092,28.973708188457543
factor(Disease.location)4,33.49822727272722,105.43036980101444,0.31772844329343236,0.7509718785096341,Disease.location,katA.1,0.7509718785096341,-173.14529753726106,240.14175208271553
factor(Isolated.upper.disease)1,-25.41080925666198,22.797485839690374,-1.1146320886148688,0.2661324073792086,Isolated.upper.disease,katA.1,0.2661324073792086,-70.09388150245512,19.272262989131153
factor(Inflammatory)1,-37.1366729462848,13.297197632929873,-2.7928195076470552,0.005649941055231852,Inflammatory,katA.1,0.005649941055231852,-63.199180306827344,-11.074165585742247
factor(Stricturing)1,40.452775789473684,16.35838947563227,2.4729069967268367,0.014101591301001356,Stricturing,katA.1,0.014101591301001356,8.39033241723444,72.51521916171293
factor(Penetrating)1,27.386332386363627,15.11084121007496,1.8123631904823498,0.07119019595477989,Penetrating,katA.1,0.07119019595477989,-2.2309163853832956,57.00358115811055
factor(Perianal.disease.modifier)1,-12.320212605042027,14.781037122610957,-0.8335147596778213,0.40539019807071686,Perianal.disease.modifier,katA.1,0.40539019807071686,-41.2910453653595,16.650620155275448
CDAI,0.14047806521849984,0.09461532491771546,1.4847284553603768,0.13898499050087648,CDAI,katA.1,0.13898499050087648,-0.04496797162022245,0.3259241020572221
factor(Any.treatment.for.CD)1,-3.0089655712050103,21.292244111029238,-0.14131744664933588,0.8877387086556419,Any.treatment.for.CD,katA.1,0.8877387086556419,-44.74176402882232,38.723832886412296
factor(Any.Topical.Treatment)1,-21.918050505050513,35.38623373668819,-0.6193948377819603,0.5362487558390887,Any.Topical.Treatment,katA.1,0.5362487558390887,-91.27506862895937,47.43896761885834
factor(Any.ORAL.aminosalicilate)1,-12.369084231805935,20.943361243297485,-0.5905969002833497,0.5553509345396328,Any.ORAL.aminosalicilate,katA.1,0.5553509345396328,-53.41807226866901,28.679903805057137
factor(Any.systemic.steroids)1,-14.926302022178733,23.79144454394565,-0.6273810736715908,0.5310108980194697,Any.systemic.steroids,katA.1,0.5310108980194697,-61.55753332831221,31.704929283954748
factor(Any.ORAL.immunosuppression)1,-25.21677564102564,14.011156417699889,-1.7997640515361044,0.07316434535895627,Any.ORAL.immunosuppression,katA.1,0.07316434535895627,-52.67864221971742,2.245090937666138
factor(Any.Biological.therapy)1,-40.25984453781515,73.96695359900257,-0.5442950206666082,0.5867480405569732,Any.Biological.therapy,katA.1,0.5867480405569732,-185.23507359186019,104.71538451622988
Haemoglobin,-0.70422931554297,0.33225482460463773,-2.1195457925432937,0.03510691309278818,Haemoglobin,katA.1,0.03510691309278818,-1.35544877176806,-0.05300985931788005
White.Blood.Cell.Count,-0.25324918079313224,2.71276772939057,-0.0933545390006631,0.9257028227445803,White.Blood.Cell.Count,katA.1,0.9257028227445803,-5.570273930398649,5.063775568812385
factor(C.Reactive.Protein)>=10,0.6170858439201375,19.061552080952517,0.03237332622755142,0.9742016961375032,C.Reactive.Protein,katA.1,0.9742016961375032,-36.7435562347468,37.97772792258707
factor(C.Reactive.Protein)5-10,8.59762953806116,16.788781378251706,0.5121056343731167,0.6090559733382412,C.Reactive.Protein,katA.1,0.9742016961375032,-24.308381963312183,41.5036410394345
factor(C.Reactive.Protein)Unknown,-13.619743103448272,53.01364334802087,-0.25691015073305146,0.7974719716871672,C.Reactive.Protein,katA.1,0.9742016961375032,-117.52648406556918,90.28699785867263
factor(CRP.Elevated.over.reference.range)1,-6.4890665490542,15.971664491130692,-0.4062861796688552,0.684903648891062,CRP.Elevated.over.reference.range,katA.1,0.684903648891062,-37.79352895167035,24.815395853561956
Haematocrit.revised,-0.08037203237709108,1.4633134312226157,-0.05492468712594218,0.9562467737292646,Haematocrit.revised,katA.1,0.9562467737292646,-2.948466357573418,2.787722292819236
Erythrocyte.Sedimentation.Rate,0.7610225533310374,0.2400003465431794,3.1709227269558085,0.0018570283431107546,Erythrocyte.Sedimentation.Rate,katA.1,0.0018570283431107546,0.29062187410640583,1.2314232325556689
factor(History.of.bowel.resection.surgery)1,49.833052474920066,16.64389587069748,2.994073795105506,0.0030432371375947154,History.of.bowel.resection.surgery,katA.1,0.0030432371375947154,17.211016568353003,82.45508838148713
factor(History.of.Cancer.in.last.5.years)1,-37.634395744680845,47.044548412577484,-0.7999735785458021,0.4245238460471241,History.of.Cancer.in.last.5.years,katA.1,0.4245238460471241,-129.8417106333327,54.57291914397102
factor(Disease.location)2,3.331900568181821,1.7707854044643208,1.881594776973979,0.061121914493856525,Disease.location,flhB,0.1833657434815696,-0.1388388245682477,6.80263996093189
factor(Disease.location)3,0.11315727830451817,1.2948679968063035,0.08738904551167552,0.9304363799082412,Disease.location,flhB,0.9929497825482771,-2.4247839954358366,2.651098552044873
factor(Disease.location)4,0.0681818181818187,7.707976529881895,0.008845618291323912,0.9929497825482771,Disease.location,flhB,0.9929497825482771,-15.039452180386697,15.175815816750333
factor(Isolated.upper.disease)1,-1.4629753556401517,1.679292468849357,-0.871185563431113,0.3845307548065148,Isolated.upper.disease,flhB,0.3845307548065148,-4.754388594584891,1.8284378833045878
factor(Inflammatory)1,0.9734582253659215,0.9923993587823575,0.9809137992192214,0.3276313161505259,Inflammatory,flhB,0.3276313161505259,-0.9716445178474992,2.9185609685793423
factor(Stricturing)1,-0.6904273684210531,1.2183073467401953,-0.5667103381329992,0.5714450420816473,Stricturing,flhB,0.5714450420816473,-3.0783097680318354,1.6974550311897294
factor(Penetrating)1,-0.8065340909090908,1.1183846096295194,-0.7211598621481984,0.47151896613359656,Penetrating,flhB,0.47151896613359656,-2.9985679257829485,1.3854997439647672
factor(Perianal.disease.modifier)1,0.5186100840336134,1.0887573378560516,0.4763321136873758,0.6342747816409824,Perianal.disease.modifier,flhB,0.6342747816409824,-1.6153542981642477,2.6525744662314743
CDAI,-0.0033665805736110247,0.007000296400019535,-0.4809197184281554,0.6310307218466111,CDAI,flhB,0.6310307218466111,-0.017087161517649316,0.010354000370427266
factor(Any.treatment.for.CD)1,-0.7055033907146583,1.5662271913410644,-0.45044767107547085,0.652797737521117,Any.treatment.for.CD,flhB,0.652797737521117,-3.7753086857431444,2.364301904313828
factor(Any.Topical.Treatment)1,2.5305772005772007,2.600891529178384,0.9729652975480313,0.3315583694781986,Any.Topical.Treatment,flhB,0.3315583694781986,-2.5671701966124316,7.628324597766833
factor(Any.ORAL.aminosalicilate)1,0.619009433962263,1.5417626454709972,0.40149463718078354,0.688416252320429,Any.ORAL.aminosalicilate,flhB,0.688416252320429,-2.402845351160891,3.6408642190854175
factor(Any.systemic.steroids)1,-1.0185192433137644,1.7509400565717868,-0.5816985221686863,0.5613203149378068,Any.systemic.steroids,flhB,0.5613203149378068,-4.450361754194466,2.4133232675669376
factor(Any.ORAL.immunosuppression)1,-2.184276556776556,1.028327777985884,-2.124105371396998,0.034692920250053425,Any.ORAL.immunosuppression,flhB,0.034692920250053425,-4.199799001628889,-0.16875411192422352
factor(Any.Biological.therapy)1,15.173235294117669,5.356839050767306,2.832497887339788,0.005014324700900949,Any.Biological.therapy,flhB,0.005014324700900949,4.67383075461375,25.672639833621588
Haemoglobin,0.028504211332932645,0.025121188074837344,1.1346681234986615,0.25768536903172906,Haemoglobin,flhB,0.25768536903172906,-0.02073331729374855,0.07774173995961384
White.Blood.Cell.Count,0.10487635754073375,0.2036088990865719,0.5150872973196602,0.6069845561329545,White.Blood.Cell.Count,flhB,0.6069845561329545,-0.2941970846689472,0.5039497997504147
factor(C.Reactive.Protein)>=10,-0.1304332123411987,1.4007377122732694,-0.09311751314920871,0.9258892055524274,C.Reactive.Protein,flhB,0.9258892055524274,-2.875879128396807,2.615012703714409
factor(C.Reactive.Protein)5-10,1.1140836694860103,1.2337232099335542,0.903025622372795,0.3674330689874402,C.Reactive.Protein,flhB,0.9258892055524274,-1.3040138219837558,3.5321811609557763
factor(C.Reactive.Protein)Unknown,-0.9944068965517244,3.89570635104689,-0.25525714901085866,0.7987468086530756,C.Reactive.Protein,flhB,0.9258892055524274,-8.629991344603628,6.64117755150018
factor(CRP.Elevated.over.reference.range)1,1.7888097618347534,1.170357085244286,1.528430753645909,0.12775623494243876,CRP.Elevated.over.reference.range,flhB,0.12775623494243876,-0.505090125244047,4.0827096489135535
Haematocrit.revised,0.14546480729325556,0.11054155797754028,1.3159286874065133,0.18952533890259834,Haematocrit.revised,flhB,0.18952533890259834,-0.07119664634272338,0.3621262609292345
Erythrocyte.Sedimentation.Rate,0.0016893579310231052,0.003414812105729451,0.4947147540529862,0.6215554302887395,Erythrocyte.Sedimentation.Rate,flhB,0.6215554302887395,-0.005003673796206618,0.00838238965825283
factor(History.of.bowel.resection.surgery)1,-0.9869022158527176,1.2459834034786328,-0.7920669032166944,0.4291104145535999,History.of.bowel.resection.surgery,flhB,0.4291104145535999,-3.429029686670838,1.4552252549654026
factor(History.of.Cancer.in.last.5.years)1,-1.484127659574468,3.4651756521371264,-0.42829795905415097,0.6688215470419698,History.of.Cancer.in.last.5.years,flhB,0.6688215470419698,-8.275871937763235,5.3076166186143
factor(Disease.location)2,-4.065803977272734,3.3689305795464106,-1.2068530001648623,0.2286970442357794,Disease.location,tufA.1,0.3430455663536691,-10.668907913183698,2.537299958638231
factor(Disease.location)3,-5.440108616843286,2.4634946617014855,-2.2082891842298187,0.028186176511928767,Disease.location,tufA.1,0.0845585295357863,-10.268558153778198,-0.6116590799083745
factor(Disease.location)4,2.8899772727272754,14.664474742381671,0.19707335745036794,0.843939750433533,Disease.location,tufA.1,0.843939750433533,-25.852393222340798,31.63234776779535
factor(Isolated.upper.disease)1,-0.14829813664596098,3.2005801523171113,-0.046334767319793,0.9630822836268396,Isolated.upper.disease,tufA.1,0.9630822836268396,-6.421435235187499,6.124838961895577
factor(Inflammatory)1,1.7352075075285385,1.88889127189774,0.9186381097442429,0.3592149382777454,Inflammatory,tufA.1,0.3592149382777454,-1.9670193853910318,5.437434400448109
factor(Stricturing)1,1.492955789473683,2.3178453005426976,0.64411364689616,0.5201219940527531,Stricturing,tufA.1,0.5201219940527531,-3.0500209995900036,6.03593257853737
factor(Penetrating)1,-2.5159701704545454,2.124232080074582,-1.1844139790818944,0.23743068540984832,Penetrating,tufA.1,0.23743068540984832,-6.6794650474007256,1.6475247064916352
factor(Perianal.disease.modifier)1,1.7223092436974794,2.069760609567859,0.8321296848223799,0.40616990692177624,Perianal.disease.modifier,tufA.1,0.40616990692177624,-2.3344215510555246,5.779040038450483
CDAI,0.001178329115663313,0.013310738116711471,0.08852470128489232,0.9295366837923593,CDAI,tufA.1,0.9295366837923593,-0.02491071759309117,0.027267375824417798
factor(Any.treatment.for.CD)1,-2.511751695357328,2.9771747164779203,-0.8436695641190987,0.39970123064925034,Any.treatment.for.CD,tufA.1,0.39970123064925034,-8.347014139654052,3.323510748939396
factor(Any.Topical.Treatment)1,0.7671053391053351,4.958786083608901,0.15469619503067006,0.8771919361474378,Any.Topical.Treatment,tufA.1,0.8771919361474378,-8.952115384768112,10.486326062978781
factor(Any.ORAL.aminosalicilate)1,2.5720727762803217,2.9300537043506365,0.8778244482212822,0.3809242782387915,Any.ORAL.aminosalicilate,tufA.1,0.3809242782387915,-3.1708324842469255,8.314978036807569
factor(Any.systemic.steroids)1,0.7542570123940001,3.3338499633314203,0.2262420386909952,0.8212073552904562,Any.systemic.steroids,tufA.1,0.8212073552904562,-5.7800889157355835,7.288602940523584
factor(Any.ORAL.immunosuppression)1,2.324344322344324,1.9694975361769913,1.1801712262388147,0.23911032519311942,Any.ORAL.immunosuppression,tufA.1,0.23911032519311942,-1.535870848562579,6.184559493251227
factor(Any.Biological.therapy)1,-4.475512605042022,10.35978548325603,-0.43200823147115885,0.6661265567697104,Any.Biological.therapy,tufA.1,0.6661265567697104,-24.780692152223843,15.829666942139797
Haemoglobin,-0.002235673448756839,0.04787414962146338,-0.04669896941113543,0.9627933249254189,Haemoglobin,tufA.1,0.9627933249254189,-0.09606900670682507,0.09159765980931138
White.Blood.Cell.Count,-0.28062976792091326,0.38668806909545006,-0.7257264714098087,0.46874107696707323,White.Blood.Cell.Count,tufA.1,0.46874107696707323,-1.0385383833479953,0.47727884750616884
factor(C.Reactive.Protein)>=10,-4.050629401088927,2.657384092906199,-1.5242920328686964,0.1287746839335856,C.Reactive.Protein,tufA.1,0.3863240518007568,-9.259102223185078,1.1578434210072226
factor(C.Reactive.Protein)5-10,-0.0950335718932988,2.340535565224366,-0.040603344510250494,0.967646446394361,C.Reactive.Protein,tufA.1,0.967646446394361,-4.682483279733056,4.492416135946458
factor(C.Reactive.Protein)Unknown,-1.7982741379310327,7.390668500746422,-0.24331684444369486,0.807971316131745,C.Reactive.Protein,tufA.1,0.967646446394361,-16.28398439939402,12.687436123531954
factor(CRP.Elevated.over.reference.range)1,-2.6844005684602563,2.228725383210687,-1.2044555101683845,0.22963039595399154,CRP.Elevated.over.reference.range,tufA.1,0.22963039595399154,-7.0527023195532035,1.6839011826326904
Haematocrit.revised,-0.031287559894923836,0.21075831282818358,-0.14845231713555412,0.8821176031358271,Haematocrit.revised,tufA.1,0.8821176031358271,-0.4443738530381636,0.381798733248316
Erythrocyte.Sedimentation.Rate,-0.02552801837556768,0.042395949959893243,-0.6021334207564001,0.5480322627159079,Erythrocyte.Sedimentation.Rate,tufA.1,0.5480322627159079,-0.10862408029695844,0.057568043545823074
factor(History.of.bowel.resection.surgery)1,-1.3071066034615801,2.3725759366493366,-0.5509229792271845,0.5822032539465467,History.of.bowel.resection.surgery,tufA.1,0.5822032539465467,-5.95735543929428,3.343142232371119
factor(History.of.Cancer.in.last.5.years)1,-4.532646808510635,6.589831285726583,-0.6878244088476498,0.49223315282821833,History.of.Cancer.in.last.5.years,tufA.1,0.49223315282821833,-17.448716128534738,8.383422511513466
factor(Disease.location)2,4.131994318181815,2.1195168242241613,1.9494982398614886,0.0524205100852293,Disease.location,cesB,0.1572615302556879,-0.022258657297541617,8.286247293661171
factor(Disease.location)3,-0.587140267707752,1.5498741391595292,-0.37883093399193585,0.7051540043025251,Disease.location,cesB,0.9918518969984187,-3.624893580460429,2.450613045044925
factor(Disease.location)4,-0.09431818181818098,9.225954706099351,-0.010223135146742753,0.9918518969984187,Disease.location,cesB,0.9918518969984187,-18.17718940577291,17.988553042136548
factor(Isolated.upper.disease)1,-0.646096173111606,2.0217136564736666,-0.3195784779129139,0.7495682335343539,Isolated.upper.disease,cesB,0.7495682335343539,-4.608654939799993,3.3164625935767806
factor(Inflammatory)1,1.9792813222214456,1.1886182506377927,1.6651951298572072,0.09718960082357568,Inflammatory,cesB,0.09718960082357568,-0.35041044902862795,4.308973093471519
factor(Stricturing)1,-0.7023557894736855,1.4649917508184593,-0.4794264466549347,0.632075521083554,Stricturing,cesB,0.632075521083554,-3.573739621077866,2.169028042130495
factor(Penetrating)1,-2.2614602272727287,1.338041355195819,-1.6901273032340391,0.09231290327716649,Penetrating,cesB,0.09231290327716649,-4.8840212834565335,0.36110082891107664
factor(Perianal.disease.modifier)1,-0.48248907563025484,1.3092097427595537,-0.3685345898918105,0.7128022567890304,Perianal.disease.modifier,cesB,0.7128022567890304,-3.04854017143898,2.0835620201784706
CDAI,-0.007259605621744307,0.008376222966241598,-0.8666920222876641,0.3870140231581225,CDAI,cesB,0.3870140231581225,-0.02367700263557784,0.009157791392089224
factor(Any.treatment.for.CD)1,-1.0106823161189336,1.882660988640726,-0.5368371269267349,0.5918816032111618,Any.treatment.for.CD,cesB,0.5918816032111618,-4.700697853854757,2.679333221616889
factor(Any.Topical.Treatment)1,2.040655122655123,3.130343237604876,0.6518950056788316,0.5150979431753434,Any.Topical.Treatment,cesB,0.5150979431753434,-4.094817623050433,8.17612786836068
factor(Any.ORAL.aminosalicilate)1,0.9977398921832888,1.8530848657337378,0.5384210462418455,0.590789594545537,Any.ORAL.aminosalicilate,cesB,0.590789594545537,-2.6343064446548374,4.629786229021415
factor(Any.systemic.steroids)1,-1.3853059360730635,2.1046503827921557,-0.6582119041715772,0.5110381556426925,Any.systemic.steroids,cesB,0.5110381556426925,-5.510420686345689,2.739808814199562
factor(Any.ORAL.immunosuppression)1,0.2304340659340647,1.2478820567961686,0.18466013248534452,0.8536528710159997,Any.ORAL.immunosuppression,cesB,0.8536528710159997,-2.215414765386426,2.676282897254555
factor(Any.Biological.therapy)1,-3.2632857142857183,6.544498701598012,-0.4986303555211801,0.6185003309042167,Any.Biological.therapy,cesB,0.6185003309042167,-16.090503169417822,9.563931740846384
Haemoglobin,-0.015808960686125646,0.030250660411938985,-0.5225988613420931,0.6017521160550713,Haemoglobin,cesB,0.6017521160550713,-0.07510025509352605,0.04348233372127476
White.Blood.Cell.Count,0.12254287204750638,0.24460986095839884,0.5009727390685506,0.6168673323496632,White.Blood.Cell.Count,cesB,0.6168673323496632,-0.3568924554309554,0.6019781995259681
factor(C.Reactive.Protein)>=10,1.1338509981851201,1.6710073899533215,0.6785433774872734,0.49809204823194,C.Reactive.Protein,cesB,0.6011316397067924,-2.14132348612339,4.409025482493631
factor(C.Reactive.Protein)5-10,3.0081742355237475,1.4717677570129655,2.043919104213157,0.042071902361610375,C.Reactive.Protein,cesB,0.12621570708483112,0.12350943177833518,5.89283903926916
factor(C.Reactive.Protein)Unknown,-2.432806896551724,4.647375482682412,-0.5234797372446299,0.6011316397067924,C.Reactive.Protein,cesB,0.6011316397067924,-11.54166284260925,6.676049049505801
factor(CRP.Elevated.over.reference.range)1,0.33840733117710514,1.412741795496683,0.23953940646183686,0.8108970294926517,CRP.Elevated.over.reference.range,cesB,0.8108970294926517,-2.4305665879963936,3.1073812503506035
Haematocrit.revised,-0.02082150645100768,0.13322891718453841,-0.1562836874382709,0.8759483130009809,Haematocrit.revised,cesB,0.8759483130009809,-0.28195018413270295,0.24030717123068762
Erythrocyte.Sedimentation.Rate,-0.03239809235239899,0.030111067436595283,-1.0759529671480257,0.28374766976472504,Erythrocyte.Sedimentation.Rate,cesB,0.28374766976472504,-0.09141578452812574,0.026619599823327768
factor(History.of.bowel.resection.surgery)1,-3.2625635541836653,1.4849744199399018,-2.197050339975354,0.028981363280072864,History.of.bowel.resection.surgery,cesB,0.028981363280072864,-6.173113417265872,-0.35201369110145775
factor(History.of.Cancer.in.last.5.years)1,0.4131148936170213,4.16752960278372,0.09912704479437395,0.9211208397699782,History.of.Cancer.in.last.5.years,cesB,0.9211208397699782,-7.75524312783907,8.581472915073112
factor(Disease.location)2,0.34578409090909135,0.531484182683242,0.6506009062459237,0.5159370337545293,Disease.location,llsG,0.8403988679690564,-0.6959249071500629,1.3874930889682457
factor(Disease.location)3,0.14746430563301755,0.38864215688149556,0.3794346625087876,0.7047063055712719,Disease.location,llsG,0.8403988679690564,-0.6142743218547138,0.9092029331207487
factor(Disease.location)4,0.4664090909090913,2.3134749110749375,0.20160542423707462,0.8403988679690564,Disease.location,llsG,0.8403988679690564,-4.068001734797786,5.000819916615969
factor(Isolated.upper.disease)1,-0.41345822480464817,0.49928262884446023,-0.8281045662685199,0.40844090045423775,Isolated.upper.disease,llsG,0.40844090045423775,-1.3920521773397903,0.5651357277304938
factor(Inflammatory)1,0.5022921773233419,0.29380944551623484,1.7095848516401322,0.0886460509374382,Inflammatory,llsG,0.0886460509374382,-0.07357433588847839,1.0781586905351621
factor(Stricturing)1,-0.4413115789473685,0.3612818075737217,-1.2215161951029496,0.22309920607845052,Stricturing,llsG,0.22309920607845052,-1.149423921791863,0.26680076389712604
factor(Penetrating)1,-0.33717329545454544,0.33210873768205307,-1.0152496974570449,0.3110177877286067,Penetrating,llsG,0.3110177877286067,-0.9881064213113694,0.3137598304022785
factor(Perianal.disease.modifier)1,-0.20338319327731064,0.3235424727324549,-0.628613583742661,0.5302048758080223,Perianal.disease.modifier,llsG,0.5302048758080223,-0.8375264398329223,0.43076005327830097
CDAI,-0.004385952139985941,0.0020600890761177854,-2.1290109203681706,0.034316386330503726,CDAI,llsG,0.034316386330503726,-0.0084237267291768,-3.481775507950813e-4
factor(Any.treatment.for.CD)1,-0.2299582681272823,0.46555483438738443,-0.4939445391645012,0.6218008956290968,Any.treatment.for.CD,llsG,0.6218008956290968,-1.1424457435265558,0.6825292072719912
factor(Any.Topical.Treatment)1,0.1641414141414137,0.7746344521443519,0.21189531873651574,0.8323700506130574,Any.Topical.Treatment,llsG,0.8323700506130574,-1.354142112061516,1.6824249403443434
factor(Any.ORAL.aminosalicilate)1,0.10240566037735858,0.4584294880255662,0.2233836676135622,0.8234285293719144,Any.ORAL.aminosalicilate,llsG,0.8234285293719144,-0.7961161361527512,1.0009274569074684
factor(Any.systemic.steroids)1,0.84458577951728675,0.5179897172442225,1.630506844828119,0.10431705300984843,Any.systemic.steroids,llsG,0.10431705300984843,-0.17067406628138937,1.859845625315963
factor(Any.ORAL.immunosuppression)1,0.3090018315018318,0.30792591500387173,1.0034940758329696,0.31664168880976684,Any.ORAL.immunosuppression,llsG,0.31664168880976684,-0.29453296190575673,0.9125366249094203
factor(Any.Biological.therapy)1,0.8427310924369744,1.6181329704276446,0.520804598780442,0.6029870908375431,Any.Biological.therapy,llsG,0.6029870908375431,-2.328809529601209,4.014271714475158
Haemoglobin,0.002527957288870386,0.007483694919900726,0.3377953425316702,0.7358228678188512,Haemoglobin,llsG,0.7358228678188512,-0.012140084754135038,0.017195999331875808
White.Blood.Cell.Count,0.03557056667205339,0.06048520915125421,0.5880870244343994,0.5570483790594476,White.Blood.Cell.Count,llsG,0.5570483790594476,-0.08298044326440485,0.15412157660851164
factor(C.Reactive.Protein)>=10,1.232003811252269,0.40825317024090363,3.0177446277398983,0.0028258732910115413,C.Reactive.Protein,llsG,0.008477619873034624,0.43182759758009803,2.03218002492444
factor(C.Reactive.Protein)5-10,-0.16272856213402737,0.3595758201139203,-0.45255702144396676,0.6512834826704604,C.Reactive.Protein,llsG,0.7617890586689258,-0.8674971695573113,0.5420400452892564
factor(C.Reactive.Protein)Unknown,0.3445827586206896,1.1354263215783527,0.30348315172197715,0.7617890586689258,C.Reactive.Protein,llsG,0.7617890586689258,-1.8808528316728814,2.5700183489142607
factor(CRP.Elevated.over.reference.range)1,0.7802015093599919,0.34469680185091917,2.2634428435962914,0.02452527138842324,CRP.Elevated.over.reference.range,llsG,0.02452527138842324,0.10459577773219031,1.4558072409877933
Haematocrit.revised,0.013085497696897569,0.03294824185898673,0.3971531395484297,0.6916276961714108,Haematocrit.revised,llsG,0.6916276961714108,-0.05149305634671643,0.07766405174051157
