term,estimate,std.error,statistic,p.value,metadata_var,vfg_gene,fdr
factor(cd_behaviour___3)1,34.04845076988331,15.920239569161211,2.1386895983549086,0.03349671483036983,cd_behaviour___3,katA.1,0.03349671483036983
factor(cd_site1)2,3.1778030436093156,1.7843644193185457,1.7809159436293447,0.07623458570236871,cd_site1,flhB,0.22870375710710614
factor(cd_site1)3,0.6941383873082972,1.3465176444733076,0.5155063434611067,0.6066901141121203,cd_site1,flhB,0.8795887264238211
factor(cd_site1)4,-1.1732162485059328,7.735949739845348,-0.15165768754456604,0.8795887264238211,cd_site1,flhB,0.8795887264238211
factor(cd_site_l4)1,-1.8178388216071992,1.6963798187871475,-1.0715989435118902,0.2850041772702218,cd_site_l4,flhB,0.2850041772702218
factor(cd_perianal)1,0.12763582704087859,1.1236059341750526,0.11359483174551614,0.9096563833035065,cd_perianal,flhB,0.9096563833035065
cdai,1.6916651252643977e-4,0.0073971835205997516,0.022869043610361045,0.981774912174807,cdai,flhB,0.981774912174807
factor(cd_act)Mild Act,-1.7609932972336118,1.426482221007501,-1.2345006978003912,0.2176332413407901,cd_act,flhB,0.2459307372209097
factor(cd_act)Moderate,-2.2213877860270688,1.9121213794591498,-1.1617399449063197,0.2459307372209097,cd_act,flhB,0.2459307372209097
factor(cd_act)Remission,-0.9502905949195488,0.7392550496665865,-1.2854705495054002,0.1992609295770704,cd_act,flhB,0.2459307372209097
factor(cd_behaviour___1)1,1.1933934848580794,1.0694494665610383,1.1158951611763388,0.2656116239274173,cd_behaviour___1,flhB,0.2656116239274173
factor(cd_behaviour___2)1,-1.2320061775476518,1.250330491668989,-0.9853444235396698,0.3254726396506459,cd_behaviour___2,flhB,0.3254726396506459
factor(cd_behaviour___3)1,-0.7251767328924587,1.1725718971528116,-0.6184496956248922,0.5368804668161256,cd_behaviour___3,flhB,0.5368804668161256
factor(cd_site1)2,-3.9332918370966485,3.414844735032949,-1.15182157383173,0.2505799702441054,cd_site1,tufA.1,0.3758699553661581
factor(cd_site1)3,-5.488121699630853,2.5769112178411913,-2.1297286695924784,0.03424719109644596,cd_site1,tufA.1,0.10274157328933788
factor(cd_site1)4,4.349404937355287,14.804748936699356,0.29378444416396604,0.7691852749492795,cd_site1,tufA.1,0.7691852749492795
factor(cd_site_l4)1,0.5746042395726143,3.2629555075476904,0.1760993180089251,0.8603682212286612,cd_site_l4,tufA.1,0.8603682212286612
factor(cd_perianal)1,1.9664030063416345,2.1523188258558266,0.913620687938616,0.36185658061476056,cd_perianal,tufA.1,0.36185658061476056
cdai,0.0028032833238507276,0.014180537188745849,0.19768527006688488,0.8434690039704029,cdai,tufA.1,0.8434690039704029
factor(cd_act)Mild Act,-5.309678354578948,4.333225120266298,-1.2253409890351237,0.2210604569987353,cd_act,tufA.1,0.2865876891693643
factor(cd_act)Moderate,-6.19674077263207,5.808451218283404,-1.066849068668501,0.2865876891693643,cd_act,tufA.1,0.2865876891693643
factor(cd_act)Remission,-8.096406197905953,2.2456351045416345,-3.6053970573988434,3.449971999072455e-4,cd_act,tufA.1,0.0010349915997217365
factor(cd_behaviour___1)1,2.62278185006862,2.0504706163084134,1.2791121361156461,0.20212453908390676,cd_behaviour___1,tufA.1,0.20212453908390676
factor(cd_behaviour___2)1,1.178300074048601,2.4030053937050444,0.49034433178356435,0.6243497180137665,cd_behaviour___2,tufA.1,0.6243497180137665
factor(cd_behaviour___3)1,-3.231254373023725,2.2419649475026535,-1.4412599878615635,0.15084809100756044,cd_behaviour___3,tufA.1,0.15084809100756044
factor(cd_site1)2,3.912696489859085,2.078866378970584,1.882129861466411,0.061070141599829916,cd_site1,cesB,0.18321042479948974
factor(cd_site1)3,-1.8081750758687856,1.5687548067424812,-1.1526180306172005,0.25025343505496156,cd_site1,cesB,0.37538015258244234
factor(cd_site1)4,0.7117357699678767,9.012736215460123,0.0789699990050736,0.9371245570887797,cd_site1,cesB,0.9371245570887797
factor(cd_site_l4)1,-0.07411939857681084,2.0100698858916175,-0.03687404059781399,0.9706168756444109,cd_site_l4,cesB,0.9706168756444109
factor(cd_perianal)1,0.4573530888433028,1.3278292774343041,0.34443666562844777,0.7308272649529011,cd_perianal,cesB,0.7308272649529011
cdai,-0.01798659379847683,0.008618801946984115,-2.086901858183513,0.038018157753424923,cdai,cesB,0.038018157753424923
factor(cd_act)Mild Act,-4.066446488522459,2.1553461072635876,-1.8866791160911,0.0598196254972853,cd_act,cesB,0.0842720783921562
factor(cd_act)Moderate,-5.309106925363225,2.8891235454178776,-1.8376185171393649,0.06674968819314567,cd_act,cesB,0.0842720783921562
factor(cd_act)Remission,-1.9324650279971978,1.1169788659885787,-1.7300819978244402,0.0842720783921562,cd_act,cesB,0.0842720783921562
factor(cd_behaviour___1)1,1.2627621528551427,1.2647829414031693,0.9984022645452628,0.31911564280219357,cd_behaviour___1,cesB,0.31911564280219357
factor(cd_behaviour___2)1,0.09420542202006484,1.480970776189809,0.06361058809170653,0.9493346051129472,cd_behaviour___2,cesB,0.9493346051129472
factor(cd_behaviour___3)1,-1.7504765470440526,1.38241233034797,-1.2662477819504376,0.20668347247770516,cd_behaviour___3,cesB,0.20668347247770516
factor(cd_site1)2,0.31623808388688973,0.5378245024944499,0.5879949359320109,0.5571076098447758,cd_site1,llsG,0.8910525626510843
factor(cd_site1)3,0.14370740527097645,0.4058532967808368,0.35408707138968815,0.7235952301818993,cd_site1,llsG,0.8910525626510843
factor(cd_site1)4,0.31972803082263557,2.3316892419001123,0.1371229171868918,0.8910525626510843,cd_site1,llsG,0.8910525626510843
factor(cd_site_l4)1,-0.4505438177071534,0.508182295332641,-0.8865791308456364,0.3762157844957851,cd_site_l4,llsG,0.3762157844957851
factor(cd_perianal)1,-0.14204400696823435,0.3362188354107266,-0.4224748646062993,0.673066380824219,cd_perianal,llsG,0.673066380824219
cdai,-0.005533749631269293,0.0021822513579682398,-2.5357984592670513,0.011894584708642268,cdai,llsG,0.011894584708642268
factor(cd_act)Mild Act,-2.0001591791315967,0.8134074997906812,-2.4589878746462372,0.014292302277865283,cd_act,llsG,0.021438453416797926
factor(cd_act)Moderate,-1.9991379932254512,1.0903282548195157,-1.8335193868349056,0.06735757576568878,cd_act,llsG,0.06735757576568878
factor(cd_act)Remission,-1.3185400985991258,0.42153739654198746,-3.127931494134452,0.0018697204343479158,cd_act,llsG,0.005609161303043748
factor(cd_behaviour___1)1,0.41856612510590835,0.319808904855825,1.3088007205259173,0.19188576129420118,cd_behaviour___1,llsG,0.19188576129420118
factor(cd_behaviour___2)1,-0.4330302243330666,0.3739770153977328,-1.157905984870566,0.2480828739104117,cd_behaviour___2,llsG,0.2480828739104117
factor(cd_behaviour___3)1,-0.2094157742925068,0.35101500896825794,-0.5966006265887169,0.5513507923551181,cd_behaviour___3,llsG,0.5513507923551181
factor(cd_site1)2,-7.7806974100293305,7.176697363582699,-1.0841612814149804,0.27941867568187834,cd_site1,clbB,0.4191280135228175
factor(cd_site1)3,0.9958501419429844,5.415681642430256,0.18388269615791197,0.8542660968037947,cd_site1,clbB,0.8542660968037947
factor(cd_site1)4,34.935600196063305,31.11391905245403,1.1228286651117918,0.26267089359213464,cd_site1,clbB,0.4191280135228175
factor(cd_site_l4)1,-8.285221504731322,6.816040563159409,-1.215547564301893,0.22538225345638363,cd_site_l4,clbB,0.22538225345638363
factor(cd_perianal)1,-3.11807430968411,4.513323059554336,-0.6908599868745051,0.4903382777832006,cd_perianal,clbB,0.4903382777832006
cdai,0.054195832276658494,0.029511336792433434,1.8364411160986123,0.0676059274883065,cdai,clbB,0.0676059274883065
factor(cd_act)Mild Act,21.14534735174887,4.456163511112106,4.7451910817499865,2.768296608269914e-6,cd_act,clbB,8.304889824809743e-6
factor(cd_act)Moderate,12.771087830250687,5.973243405687285,2.1380491238798327,0.0330278697579303,cd_act,clbB,0.0330278697579303
factor(cd_act)Remission,9.919408914823713,2.3093462569781913,4.29533201651769,2.1206202307048385e-5,cd_act,clbB,3.180930346057258e-5
factor(cd_behaviour___1)1,-11.877231900868075,4.240983200678571,-2.800584519874467,0.005527374542968352,cd_behaviour___1,clbB,0.005527374542968352
factor(cd_behaviour___2)1,7.149819074545146,5.016023172967498,1.4253959417646165,0.15537529505856765,cd_behaviour___2,clbB,0.15537529505856765
factor(cd_behaviour___3)1,9.471617994403571,4.677731538787412,2.024831462828852,0.04402048386780693,cd_behaviour___3,clbB,0.04402048386780693
factor(cd_site1)2,-50.51609355483841,22.724909641144425,-2.222939248276563,0.027184397387273036,cd_site1,cheA.1,0.08155319216181911
factor(cd_site1)3,-16.8135601639332,17.14867852641255,-0.9804580649195098,0.32788137356327873,cd_site1,cheA.1,0.32788137356327873
factor(cd_site1)4,111.66071917804146,98.52178003726297,1.1333607567363184,0.2582326260946168,cd_site1,cheA.1,0.32788137356327873
factor(cd_site_l4)1,-29.55052814255378,21.722277710460403,-1.360378894719851,0.17501904866019147,cd_site_l4,cheA.1,0.17501904866019147
factor(cd_perianal)1,-12.629292939966726,14.38605906243049,-0.8778841297091851,0.38090707169471105,cd_perianal,cheA.1,0.38090707169471105
cdai,0.2117250000236867,0.09320249893357893,2.2716665587965963,0.024047837063151924,cdai,cheA.1,0.024047837063151924
factor(cd_act)Mild Act,68.22220141410446,15.585450397299567,4.377300602485319,1.4819808646893487e-5,cd_act,cheA.1,4.445942594068046e-5
factor(cd_act)Moderate,67.09806324369794,20.891443632664732,3.2117485236294074,0.0014098008681683574,cd_act,cheA.1,0.0014098008681683574
factor(cd_act)Remission,33.07992398673963,8.07694813006101,4.095596932660969,4.958125623501289e-5,cd_act,cheA.1,7.437188435251933e-5
factor(cd_behaviour___1)1,-51.9691606281436,13.324990783521098,-3.900127322595481,1.256629033806674e-4,cd_behaviour___1,cheA.1,1.256629033806674e-4
factor(cd_behaviour___2)1,43.15931477582985,15.818049505279312,2.728485251068744,0.006845530016753308,cd_behaviour___2,cheA.1,0.006845530016753308
factor(cd_behaviour___3)1,38.13493316004895,14.841650335306635,2.5694536859779125,0.010806838001357533,cd_behaviour___3,cheA.1,0.010806838001357533
factor(cd_site1)2,-11.927608132519103,14.511589971984089,-0.8219366834059126,0.41195683552536555,cd_site1,eptC,0.8206923512256198
factor(cd_site1)3,5.719166548392449,10.95074063071764,0.5222629903542563,0.6019855463434921,cd_site1,eptC,0.8206923512256198
factor(cd_site1)4,-14.275839220751445,62.913679208749,-0.2269115302156132,0.8206923512256198,cd_site1,eptC,0.8206923512256198
factor(cd_site_l4)1,-19.95735891050824,13.724702275390653,-1.4541196238765175,0.14725308740046983,cd_site_l4,eptC,0.14725308740046983
factor(cd_perianal)1,-11.567253303301333,9.078095519698538,-1.274193830435203,0.20385872485679632,cd_perianal,eptC,0.20385872485679632
cdai,0.08619711330297235,0.05966380582100768,1.4447136269108443,0.14992335882621818,cdai,eptC,0.14992335882621818
factor(cd_act)Mild Act,29.596609558644126,8.915667597986308,3.3196178786800905,9.715056885210239e-4,cd_act,eptC,0.0014572585327815358
factor(cd_act)Moderate,19.543794592554995,11.950964670432567,1.635331969552848,0.10264897303277763,cd_act,eptC,0.10264897303277763
factor(cd_act)Remission,17.592929199913904,4.6204237220040945,3.807644116302612,1.5888379003273402e-4,cd_act,eptC,4.7665137009820206e-4
factor(cd_behaviour___1)1,-24.294521380403808,8.546960702299804,-2.842474913201212,0.004871869568827721,cd_behaviour___1,eptC,0.004871869568827721
factor(cd_behaviour___2)1,22.243204056772814,10.053054860185808,2.2125815850130253,0.027892699552752385,cd_behaviour___2,eptC,0.027892699552752385
factor(cd_behaviour___3)1,12.202814530416866,9.480523178841347,1.2871456880830305,0.19931523791620015,cd_behaviour___3,eptC,0.19931523791620015
factor(cd_site1)2,-16.104204161978497,9.881259431032879,-1.6297724267214326,0.10450654752557338,cd_site1,pmrB.1,0.15675982128836008
factor(cd_site1)3,-2.395393025388893,7.456599128212487,-0.3212447101153368,0.7483141652500614,cd_site1,pmrB.1,0.7483141652500614
factor(cd_site1)4,81.9361835434936,42.83930204909389,1.9126404872234997,0.057025494686618626,cd_site1,pmrB.1,0.15675982128836008
factor(cd_site_l4)1,-9.751661083484361,9.470396578900303,-1.0296993375346821,0.304214307303963,cd_site_l4,pmrB.1,0.304214307303963
factor(cd_perianal)1,-4.376999677136893,6.265234121571309,-0.6986170974946981,0.48548508704796633,cd_perianal,pmrB.1,0.48548508704796633
cdai,0.08999602977295054,0.040821871331606197,2.204603239324588,0.028490429919345837,cdai,pmrB.1,0.028490429919345837
factor(cd_act)Mild Act,32.73017309956998,6.127649331819368,5.341391343922095,1.4397097875354524e-7,cd_act,pmrB.1,4.319129362606357e-7
factor(cd_act)Moderate,21.778839669714053,8.213778707262819,2.6515006607685554,0.008284205102363416,cd_act,pmrB.1,0.008284205102363416
factor(cd_act)Remission,14.481945549523157,3.175571096802147,4.560422395866595,6.520856312403608e-6,cd_act,pmrB.1,9.781284468605413e-6
factor(cd_behaviour___1)1,-23.536428563156875,5.7840206955685325,-4.069215827873761,6.452620140520478e-5,cd_behaviour___1,pmrB.1,6.452620140520478e-5
factor(cd_behaviour___2)1,21.145547074369436,6.855411011888286,3.0845046398676845,0.0022840463481962584,cd_behaviour___2,pmrB.1,0.0022840463481962584
factor(cd_behaviour___3)1,16.018734105542343,6.466002966711678,2.477378094011107,0.0139426322605915,cd_behaviour___3,pmrB.1,0.0139426322605915
factor(cd_site1)2,1.6198136654849447,0.6618011527478701,2.4475836265308737,0.015124383664098939,cd_site1,bvgS.1,0.045373150992296815
factor(cd_site1)3,-0.21012832620648234,0.499408595945948,-0.4207543240389578,0.6743239772042722,cd_site1,bvgS.1,0.82187082007068335
factor(cd_site1)4,0.6466970621191762,2.8691787395001134,0.22539448421810343,0.82187082007068335,cd_site1,bvgS.1,0.82187082007068335
factor(cd_site_l4)1,0.24617000739523784,0.6397798909745287,0.3847729678097033,0.700755105283496,cd_site_l4,bvgS.1,0.700755105283496
factor(cd_perianal)1,-0.44327245221285116,0.4218768871577712,-1.0507151866015323,0.29447330964142693,cd_perianal,bvgS.1,0.29447330964142693
cdai,-0.0039309206769007525,0.0027686594907909796,-1.4197920293108077,0.15704614873993575,cdai,bvgS.1,0.15704614873993575
factor(cd_act)Mild Act,-1.8370495571693872,0.8392300529207619,-2.188970176623116,0.029090230979421088,cd_act,bvgS.1,0.03218083486305387
factor(cd_act)Moderate,-2.4169870638928375,1.124941974629759,-2.1485437635023943,0.03218083486305387,cd_act,bvgS.1,0.03218083486305387
factor(cd_act)Remission,-1.1998211719488954,0.4349195842170735,-2.758719578261278,0.0060291912531709405,cd_act,bvgS.1,0.018087573759512823
factor(cd_behaviour___1)1,0.7862740963473072,0.40026055899996044,1.9644056319508234,0.05066666316847157,cd_behaviour___1,bvgS.1,0.05066666316847157
factor(cd_behaviour___2)1,-0.20518763246566957,0.471335292512104,-0.43533262992480093,0.6637222671910314,cd_behaviour___2,bvgS.1,0.6637222671910314
factor(cd_behaviour___3)1,-0.812213727520099,0.43844437554879795,-1.8524897861979788,0.06521479960449182,cd_behaviour___3,bvgS.1,0.06521479960449182
factor(cd_site1)2,-6.611206572762821,5.256939840615213,-1.257615033309782,0.20979542506778237,cd_site1,lafT,0.31469313760167356
factor(cd_site1)3,-6.038303620468688,3.9669936111068647,-1.5221359579613463,0.12933683452282577,cd_site1,lafT,0.31469313760167356
factor(cd_site1)4,-8.188680561113795,22.790984819076876,-0.3592947222824515,0.7197014203841864,cd_site1,lafT,0.7197014203841864
factor(cd_site_l4)1,-4.238325515843295,4.991736661290448,-0.8490683310099969,0.3967110541206551,cd_site_l4,lafT,0.3967110541206551
factor(cd_perianal)1,-3.425158422576211,3.2957902534353263,-1.0392525492197324,0.2997599351908637,cd_perianal,lafT,0.2997599351908637
cdai,0.012056477257877196,0.021699078044513542,0.555621636695555,0.5790191345964479,cdai,lafT,0.5790191345964479
factor(cd_act)Mild Act,1.5613713621429968,3.960107333566471,0.394275010909067,0.6935568429208907,cd_act,lafT,0.6935568429208907
factor(cd_act)Moderate,7.407467650300868,5.308307237167871,1.3954481757263464,0.1635396742782498,cd_act,lafT,0.24530951141737473
factor(cd_act)Remission,4.234170733866134,2.0522718758408565,2.0631626753308745,0.03964581777951004,cd_act,lafT,0.11893745333853012
factor(cd_behaviour___1)1,-2.143798889734066,3.1493192452653322,-0.6807181878931583,0.49672283511464643,cd_behaviour___1,lafT,0.49672283511464643
factor(cd_behaviour___2)1,5.609357225709303,3.665174756739692,1.5304474132903372,0.12725674865834702,cd_behaviour___2,lafT,0.12725674865834702
factor(cd_behaviour___3)1,1.5994373100128814,3.448483184023199,0.4638089341490962,0.6432157938275698,cd_behaviour___3,lafT,0.6432157938275698
factor(cd_site1)2,1.8458733002878753,2.6992113639182764,0.683856523784168,0.49474823697101444,cd_site1,feoB.1,0.7718965468852039
factor(cd_site1)3,-0.8903818366858683,2.036879736184642,-0.43713029339359866,0.6624234673001073,cd_site1,feoB.1,0.7718965468852039
factor(cd_site1)4,-3.396371063242633,11.702185507860385,-0.29023391066235305,0.7718965468852039,cd_site1,feoB.1,0.7718965468852039
factor(cd_site_l4)1,-0.9944014455943252,2.5602600666934276,-0.388398607833068,0.6980742095369352,cd_site_l4,feoB.1,0.6980742095369352
factor(cd_perianal)1,3.442616899385525,1.677216174832879,2.052577927069272,0.04122605720342822,cd_perianal,feoB.1,0.04122605720342822
cdai,8.04035948679443e-4,0.011140547539952281,0.07217203156272217,0.942528832470926,cdai,feoB.1,0.942528832470926
factor(cd_act)Mild Act,-3.987592462972164,2.709313249238837,-1.4718093096442246,0.14174162957878508,cd_act,feoB.1,0.2126124443681776
factor(cd_act)Moderate,1.4739139604009526,3.631686193650972,0.4058483805615406,0.6850387073489416,cd_act,feoB.1,0.6850387073489416
factor(cd_act)Remission,-3.2413184060925437,1.4040648184271098,-2.3085247657751298,0.021403073287093434,cd_act,feoB.1,0.06420921986128031
factor(cd_behaviour___1)1,0.5316346584905137,1.6145446752134636,0.3292783821049887,0.7422398165797713,cd_behaviour___1,feoB.1,0.7422398165797713
factor(cd_behaviour___2)1,-2.6167356581351733,1.8791865866093045,-1.3924831503063566,0.16509790060456422,cd_behaviour___2,feoB.1,0.16509790060456422
factor(cd_behaviour___3)1,1.9968112732202645,1.7625614203314548,1.1329030864891836,0.25841441221325123,cd_behaviour___3,feoB.1,0.25841441221325123
factor(cd_site1)2,-3.5236961303683043,2.044761361711248,-1.7232798879862172,0.08617027634058799,cd_site1,dhbE,0.129255414510882
factor(cd_site1)3,-3.7447632042058956,1.5430184677931198,-2.426907572637021,0.015991011715543776,cd_site1,dhbE,0.04797303514663133
factor(cd_site1)4,-1.43132051935274,8.864877013304802,-0.16145971536937856,0.8718718556529206,cd_site1,dhbE,0.8718718556529206
factor(cd_site_l4)1,-1.1551318315024186,1.9577342981613455,-0.5900350382517634,0.5557364905924727,cd_site_l4,dhbE,0.5557364905924727
factor(cd_perianal)1,1.2058030800210147,1.2921408339507845,0.9331823964839902,0.3516876902270579,cd_perianal,dhbE,0.3516876902270579
cdai,-0.004996706229275989,0.008516457195175733,-0.5867118350699213,0.5579828525142668,cdai,dhbE,0.5579828525142668
factor(cd_act)Mild Act,-2.765755624983661,1.9547986035591676,-1.4148545123512757,0.15777332986524464,cd_act,dhbE,0.23665999479786698
factor(cd_act)Moderate,-1.0233626493860262,2.6203005879473347,-0.39055162376912567,0.696305643691921,cd_act,dhbE,0.696305643691921
factor(cd_act)Remission,-2.4454059610890178,1.0130478441867012,-2.4139096441710977,0.016163647882476092,cd_act,dhbE,0.04849094364742827
factor(cd_behaviour___1)1,1.3454931117658366,1.2322523202127984,1.0918974058279578,0.2760011321598389,cd_behaviour___1,dhbE,0.2760011321598389
factor(cd_behaviour___2)1,0.5360926721533648,1.4430665847156574,0.3714954513058708,0.7106046944754585,cd_behaviour___2,dhbE,0.7106046944754585
factor(cd_behaviour___3)1,-2.1668979865046287,1.3445833840522392,-1.6115757581163455,0.10840224417178769,cd_behaviour___3,dhbE,0.10840224417178769
factor(cd_site1)2,7.168150104008507,2.1620613887575515,3.3154239473874285,0.0010618149388385639,cd_site1,fbpC,0.003185444816515692
factor(cd_site1)3,0.07968716753120365,1.6315354514344795,0.04884182409958733,0.9610873719890892,cd_site1,fbpC,0.9610873719890892
factor(cd_site1)4,-0.950385983882612,9.373420617900582,-0.10139158612680238,0.9193271876186944,cd_site1,fbpC,0.9610873719890892
factor(cd_site_l4)1,1.4254291153493506,2.1106826332028152,0.6753403344141607,0.5001263587256303,cd_site_l4,fbpC,0.5001263587256303
factor(cd_perianal)1,-0.02328759531410596,1.395999907578715,-0.01668165963885844,0.9867047930801943,cd_perianal,fbpC,0.9867047930801943
cdai,-0.025105877772037866,0.008967213324004863,-2.7997413315495083,0.005556767248665543,cdai,fbpC,0.005556767248665543
factor(cd_act)Mild Act,-7.192250361458676,2.7967964525862588,-2.5716030763725564,0.010429198700994262,cd_act,fbpC,0.03128759610298278
factor(cd_act)Moderate,-8.067859601649692,3.7489526418412846,-2.152030279498861,0.03190359791608808,cd_act,fbpC,0.03190359791608808
factor(cd_act)Remission,-3.155836119564462,1.4494018011691123,-2.177336965511503,0.02995217856683204,cd_act,fbpC,0.03190359791608808
factor(cd_behaviour___1)1,1.9804700516723401,1.3259031917369772,1.4936762080479333,0.13660743129882855,cd_behaviour___1,fbpC,0.13660743129882855
factor(cd_behaviour___2)1,-0.10583670539623169,1.5566081384857902,-0.06799187462760259,0.9458501636826024,cd_behaviour___2,fbpC,0.9458501636826024
factor(cd_behaviour___3)1,-2.595873410716062,1.448078049281134,-1.7926336304902388,0.0743231494462386,cd_behaviour___3,fbpC,0.0743231494462386
factor(cd_site1)2,-85.29626638534461,27.433606604159493,-3.109188945372278,0.002110620798342507,cd_site1,iroN,0.005080533154378539
factor(cd_site1)3,-47.31533114160767,20.701956923209472,-2.285548719723269,0.023183652913511467,cd_site1,iroN,0.023183652913511467
factor(cd_site1)4,352.14526259358416,118.9359076962074,2.9607985461636437,0.003387022102919026,cd_site1,iroN,0.005080533154378539
factor(cd_site_l4)1,-19.31925051143655,27.090294769024716,-0.7131428681804656,0.47646793708490076,cd_site_l4,iroN,0.47646793708490076
factor(cd_perianal)1,-10.156847031195424,17.907160006830807,-0.5671947437405499,0.5711255882626216,cd_perianal,iroN,0.5711255882626216
cdai,0.23661068520719214,0.116107484031746,2.0378590336390223,0.04272892724802412,cdai,iroN,0.04272892724802412
factor(cd_act)Mild Act,80.77450803725321,19.725989188843858,4.094826741714717,4.974063759393113e-5,cd_act,iroN,9.280714968666521e-5
factor(cd_act)Moderate,104.29067662151705,26.44160936848441,3.9441879338033203,9.227767100203671e-5,cd_act,iroN,9.280714968666521e-5
factor(cd_act)Remission,40.305866313246824,10.222726160037176,3.9427708110592925,9.280714968666521e-5,cd_act,iroN,9.280714968666521e-5
factor(cd_behaviour___1)1,-62.93446459852341,16.59833891584959,-3.7916122159927648,1.9051812829114204e-4,cd_behaviour___1,iroN,1.9051812829114204e-4
factor(cd_behaviour___2)1,55.780811731539316,19.645711053976683,2.8393378879634987,0.0049183892358602484,cd_behaviour___2,iroN,0.0049183892358602484
factor(cd_behaviour___3)1,44.66591352751952,18.48596202083003,2.416207145572941,0.016449879611483583,cd_behaviour___3,iroN,0.016449879611483583
factor(cd_site1)2,-0.2559883955431791,0.6404934044676199,-0.39967374177093584,0.689764542916834,cd_site1,acpP2,0.689764542916834
factor(cd_site1)3,-0.2944621451286133,0.4833293361755084,-0.6092370627833918,0.5429634564646934,cd_site1,acpP2,0.689764542916834
factor(cd_site1)4,1.3129527935283467,2.776800933721941,0.47282928264090723,0.6367795030853673,cd_site1,acpP2,0.689764542916834
factor(cd_site_l4)1,-0.08004664282615329,0.6066201781653896,-0.1319551272894343,0.8951331733748495,cd_site_l4,acpP2,0.8951331733748495
factor(cd_perianal)1,-0.17067747508588757,0.4006863835917749,-0.42596275310362497,0.6705265288664306,cd_perianal,acpP2,0.6705265288664306
cdai,0.0023599819634645357,0.002627805275642929,0.8980809899953996,0.3700981410082892,cdai,acpP2,0.3700981410082892
factor(cd_act)Mild Act,-1.2396557454611001,0.7225182173797395,-1.7157432375294208,0.08686806165738745,cd_act,acpP2,0.13030209248608116
factor(cd_act)Moderate,-0.250154265073225,0.9684961439791044,-0.2582914414562937,0.7962950569060817,cd_act,acpP2,0.7962950569060817
