feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Nitrosopumilus_SGB14899	Region	HK	-0.0182196168033008	0.0037384289423355	479	111	1.49424446685588e-06	0.00023973284665119
Clostridium_leptum	Region	HK	0.103741195233114	0.0218816650998793	479	279	2.81200421138359e-06	0.000424612635918923
Bacteroides_fragilis	Region	HK	0.153399098709289	0.0326823315780298	479	225	3.5122108624067e-06	0.000500880293544333
Allisonella_histaminiformans	Region	HK	0.0347498023113963	0.0074768896235053	479	81	4.35109910756824e-06	0.000587856389954088
Clostridium_scindens	Region	HK	0.0851812336163607	0.0184649940616813	479	212	5.10337299017559e-06	0.000655017923289037
Blautia_SGB4815	Region	HK	-0.0945184775598741	0.0208493680646288	479	276	7.34862931625195e-06	0.000898282450229465
Mitsuokella_multacida	Region	HK	0.0685378462167299	0.0154377830432243	479	25	1.12076051213691e-05	0.0013077237430252
Catenibacillus_scindens	Region	HK	0.00537319465796775	0.00124409878374883	479	102	1.90829420955267e-05	0.0021298222764877
Bacteroides_stercoris	Region	HK	0.0692961493307343	0.0161563588967592	479	171	2.17268182309515e-05	0.00232386426661885
Dialister_invisus	Region	HK	-0.304870724163116	0.0719812147737733	479	133	2.7383758962646e-05	0.00281176437028449
Intestinimonas_gabonensis	Region	HK	-0.00219682395017295	0.00053000757902981	479	90	4.02335167527877e-05	0.00397228605786177
Candidatus_Cibionibacter_quicibialis	Region	HK	-0.317862136387343	0.0771611343024085	479	286	4.47697860255861e-05	0.00412710328063684
Acidaminococcus_provencensis	Region	HK	0.0879272847920161	0.0213511919223501	479	32	4.50170985032456e-05	0.00412710328063684
Blautia_wexlerae	Region	HK	0.379397290586344	0.0930741278038201	479	433	5.36028426386681e-05	0.00474477576046417
Streptococcus_pasteurianus	Region	HK	0.184954449847332	0.0458926908085123	479	56	6.48654858562439e-05	0.0055503234064326
Blautia_luti	Region	HK	-0.0581944094085799	0.0148105902039821	479	153	9.78115733466769e-05	0.00809942931551354
Bifidobacterium_bifidum	Region	HK	0.214510784244957	0.0564973838835069	479	113	0.000165465636283339	0.0129145563125056
GGB9758_SGB15368	Region	HK	-0.151582909759035	0.0399326116165985	479	137	0.000166022734052468	0.0129145563125056
GGB45432_SGB63101	Region	HK	-0.0176234480888723	0.00470220544892044	479	116	0.000200167128529719	0.0151126182039938
Propionibacterium_acidifaciens	Region	HK	-0.00614258565125802	0.00164464518999106	479	133	0.00021049170870636	0.0154380633214065
Christensenella_intestinihominis	Region	HK	0.00322564018300986	0.000886634530841533	479	36	0.000304644234390107	0.0217228263799835
Mogibacterium_sp_BX12	Region	HK	0.0220788956562624	0.00610155019279273	479	163	0.000327870483362563	0.0226192568997433
Phascolarctobacterium_faecium	Region	HK	0.179379371408692	0.0496946247994349	479	237	0.000339063139696886	0.0226192568997433
Methanobrevibacter_smithii	Region	HK	-0.15147501120633	0.0420058031513887	479	52	0.000343650572298398	0.0226192568997433
Gemmiger_SGB15299	Region	HK	-0.0579751616142345	0.0161447537585503	479	94	0.000363613648242994	0.0228733012613918
Mogibacterium_diversum	Region	HK	-0.028665552955069	0.0079998968071841	479	371	0.000374241781448561	0.0228733012613918
Streptococcus_thermophilus	Region	HK	-0.142872612930242	0.0398436969863109	479	257	0.000370648141892511	0.0228733012613918
Clostridium_sp_AF36_4	Region	HK	-0.0635791096403298	0.0178439854093992	479	132	0.000403425263272134	0.0229002584432483
GGB9635_SGB15106	Region	HK	-0.102772272378931	0.0287972719932142	479	62	0.000394880725001695	0.0229002584432483
GGB77437_SGB9391	Region	HK	-0.00816721216179399	0.00229515605726738	479	59	0.000410366921850183	0.0229002584432483
Acidaminococcus_intestini	Region	HK	0.115078862729132	0.0322827457402462	479	78	0.000400944237014443	0.0229002584432483
Mediterraneibacter_butyricigenes	Region	HK	-0.0141509681079322	0.00399157778651422	479	198	0.000430994838148172	0.0235396542452416
Holdemania_sp_1001095H_141210_F2	Region	HK	-0.009108837591273	0.00260234299007868	479	63	0.000508463308350254	0.027192194011148
Fusobacterium_varium	Region	HK	0.00697150131794099	0.00200234910704043	479	27	0.000544137204568593	0.0285061266148485
Parasutterella_SGB9260	Region	HK	0.0620859595518539	0.0178611071336426	479	77	0.000555376354161933	0.0285130220226736
GGB9760_SGB15374	Region	HK	-0.0791645001981574	0.0229132109432442	479	95	0.000599479828164664	0.0298088246174481
GGB3363_SGB4448	Region	HK	0.0731657981430242	0.0211892493893208	479	78	0.000603840623337476	0.0298088246174481
Bittarella_massiliensis	Region	HK	0.00449665749902335	0.00130971386006659	479	190	0.000648208672105586	0.0313953143640573
Clostridium_symbiosum	Region	HK	0.0427700677436977	0.0124938737812481	479	161	0.000672003913831262	0.0319450749408305
Eubacterium_ramulus	Region	HK	0.0755179530405045	0.0223287913056483	479	287	0.000778539279015162	0.0363365514405804
Oscillospiraceae_bacterium_Marseille_Q3528	Region	HK	-0.0083750606518141	0.00248974622540742	479	146	0.000830645921357405	0.037397313905603
Streptococcus_mitis	Region	HK	-0.0290072657138574	0.00862453620529474	479	361	0.000832054625281205	0.037397313905603
Eubacterium_sp_NSJ_61	Region	HK	0.0254835093834354	0.00758666872678609	479	92	0.00084497242170821	0.037397313905603
Bilophila_wadsworthia	Region	HK	0.0846613014027042	0.0252807740385124	479	308	0.000875776271254507	0.0381036896323783
Clostridiaceae_bacterium_Marseille_Q4143	Region	HK	-0.0066088958471332	0.00198360008294422	479	118	0.000929989725019531	0.0388337368778491
GGB9713_SGB15249	Region	HK	-0.0562842283849482	0.0169055071860761	479	93	0.000937939885635624	0.0388337368778491
Desulfovibrio_legallii	Region	HK	0.0103506676530333	0.00310078402242476	479	11	0.000909591552578691	0.0388337368778491
Barnesiella_intestinihominis	Region	HK	-0.0449272959128121	0.0135392032557431	479	132	0.000974900293461045	0.0391026414580391
GGB13404_SGB14252	Region	HK	-0.00227902131403508	0.000686356743193491	479	54	0.00096759178203168	0.0391026414580391
GGB3570_SGB4777	Region	HK	-0.00467666611284058	0.00141197445749702	479	85	0.000996142224646651	0.0393399552410454
Dysosmobacter_sp_BX15	Region	HK	-0.047870718712385	0.014592545082388	479	162	0.00111213935617601	0.0413748076420844
Eubacterium_sulci	Region	HK	-0.0229912404011453	0.00700743542401851	479	323	0.00111026576298774	0.0413748076420844
GGB9760_SGB15373	Region	HK	-0.032200939901141	0.00979444094968911	479	163	0.00108476632859669	0.0413748076420844
Lachnospiraceae_bacterium_OF09_6	Region	HK	-0.0121451116052815	0.00369349834923878	479	88	0.00108263801441199	0.0413748076420844
Enterococcus_SGB6173	Region	HK	-0.0203761426263451	0.00635160279692702	479	111	0.00142638346931371	0.0515707938834971
Phocaeicola_vulgatus	Region	HK	0.154588146749439	0.0481775288650359	479	345	0.00142305124691886	0.0515707938834971
Anaerotruncus_rubiinfantis	Region	HK	-0.00155154212125263	0.000486354394631587	479	99	0.00151567513512363	0.0532977818063337
GGB9767_SGB15385	Region	HK	-0.0210521972501784	0.00659179664326973	479	51	0.00149755445281795	0.0532977818063337
Odoribacter_splanchnicus	Region	HK	-0.0166667768795657	0.00524369258751888	479	171	0.00157687883771265	0.0539713063521116
GGB4386_SGB6036	Region	HK	0.0730163439522176	0.022943864994183	479	12	0.00155598387444916	0.0539713063521116
Bacteroides_thetaiotaomicron	Region	HK	0.0468277299473507	0.0148774191996781	479	278	0.00174942892816898	0.0569332714654984
Anaerofilum_sp_BX8	Region	HK	-0.00214369649621555	0.000681163612208582	479	85	0.00175213418222609	0.0569332714654984
Candidatus_Nanoperiomorbus_periodonticus	Region	HK	-0.00343700052346889	0.00108952249400206	479	121	0.0017087134956221	0.0569332714654984
GGB9707_SGB15229	Region	HK	-0.0120328392030599	0.00382205210641952	479	94	0.00174535485539083	0.0569332714654984
Eubacterium_nodatum	Region	HK	-0.00579824747595494	0.00185830383710097	479	104	0.00191691535323602	0.0615090213969607
Streptococcus_australis	Region	HK	-0.0415677596170988	0.0133575970684147	479	331	0.00197027903419641	0.0616793448875877
Eubacterium_infirmum	Region	HK	-0.00305635915676687	0.000981404596200258	479	85	0.00195495770311015	0.0616793448875877
Olsenella_phocaeensis	Region	HK	-0.00238082238589859	0.000766605285132699	479	49	0.00201154251423398	0.0622124052293812
Streptococcus_anginosus	Region	HK	-0.0828928808179414	0.0268288880654093	479	275	0.00212070354055685	0.0648076903405884
Agathobaculum_butyriciproducens	Region	HK	0.10906526958065	0.0353858929562334	479	369	0.00217392703273333	0.0656525963885465
GGB4456_SGB6141	Region	HK	-0.0151437328836128	0.00493018802460263	479	119	0.00225055601145816	0.0668405655347661
GGB9708_SGB15234	Region	HK	-0.0572363623718933	0.0186459555181816	479	96	0.00226534055376886	0.0668405655347661
GGB15850_SGB5785	Region	HK	-0.0638455553638874	0.0208690494517219	479	30	0.00234310817634442	0.0683495305531378
Fusobacterium_ulcerans	Region	HK	0.0192167189452839	0.00629570284273024	479	30	0.00239726162061931	0.0691434896643794
Adlercreutzia_equolifaciens	Region	HK	-0.0936055634878772	0.0307867808229418	479	261	0.00249221308401119	0.0703023185346893
GGB3429_SGB71704	Region	HK	-0.0350925635767862	0.0115303136531264	479	37	0.00246750529906962	0.0703023185346893
Gordonibacter_pamelaeae	Region	HK	-0.0305108640341234	0.0100728743507626	479	182	0.00258661911377034	0.0721722963592226
Rothia_mucilaginosa	Region	HK	-0.00972514157074197	0.00321800249533174	479	212	0.00264523104173547	0.0724814763250826
Oxalobacter_formigenes	Region	HK	0.00910468324898625	0.00301373427011652	479	40	0.00265417170804743	0.0724814763250826
Streptococcus_vestibularis	Region	HK	-0.048867911381326	0.0163157735805458	479	239	0.00288594085658326	0.0779811597773604
Eggerthella_sinensis	Region	HK	0.0331552734541902	0.0111508579515617	479	78	0.00309491956103297	0.0827568595122046
Romboutsia_timonensis	Region	HK	-0.0975195860675284	0.0328652156532631	479	355	0.00315563829708185	0.0835105516351456
Phocaeicola_dorei	Region	HK	0.106532097860895	0.0360964652849248	479	188	0.00332005149055744	0.084381902735257
Actinomyces_SGB17168	Region	HK	-0.0272346103101318	0.0092054981366053	479	251	0.00324485947691465	0.084381902735257
Sanguibacter_SGB15121	Region	HK	0.0593779543209024	0.0201137905766435	479	80	0.00331177540585625	0.084381902735257
Lachnospira_sp_NSJ_43	Region	HK	-0.0267476724796805	0.00904683018493899	479	123	0.003264927760019	0.084381902735257
GGB9699_SGB15216	Region	HK	0.0429587696130891	0.0146974673482064	479	195	0.00363301262119052	0.0896725326788083
GGB3321_SGB4394	Region	HK	-0.00497521548685317	0.00170055152671619	479	63	0.00360129108970123	0.0896725326788083
Megasphaera_sp_AM44_1BH	Region	HK	0.0143697676838697	0.00490888772691296	479	15	0.00358260282888998	0.0896725326788083
Clostridium_SGB4648	Region	HK	-0.016185958001969	0.00556680010087595	479	33	0.00381202443353532	0.0931949211512872
Anaerosacchariphilus_sp_NSJ_68	Region	HK	-0.00144323159930267	0.000498944796954548	479	84	0.0039957699708543	0.0941022157356238
Olsenella_sp_oral_taxon_807	Region	HK	-0.00586640520055156	0.00202754916804887	479	198	0.00398602959086954	0.0941022157356238
GGB2970_SGB3952	Region	HK	-0.00202097206111815	0.000697368702144721	479	38	0.00392844493398996	0.0941022157356238
Mogibacterium_pumilum	Region	HK	-0.00176991914259987	0.000611828379257937	479	70	0.00399241840989379	0.0941022157356238
Streptococcus_SGB15012	Region	HK	-0.0032478070387392	0.00112419660795286	479	62	0.00404055077329277	0.0942917621367505
Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	Region	HK	-0.010370777992303	0.00360139717791368	479	252	0.00416016059413279	0.0954832788181175
GGB9522_SGB14921	Region	HK	-0.00729705990592878	0.00253440202508586	479	95	0.00416600203647416	0.0954832788181175
Faecalibacterium_prausnitzii	Region	HK	0.232037615641162	0.0808860492660887	479	367	0.00430443745313715	0.096649265914926
Collinsella_aerofaciens	Region	HK	0.216971857103319	0.075701978188988	479	293	0.00433887376224691	0.096649265914926
GGB34797_SGB14322	Region	HK	-0.0421011538943887	0.0146664896655491	479	33	0.00427949176494525	0.096649265914926
Mitsuokella_sp_AF21_1AC	Region	HK	0.017551359945108	0.0061282363480771	479	8	0.00436747754037064	0.096649265914926
Flavonifractor_plautii	Region	HK	0.0635510226099	0.0222795645244227	479	314	0.00452698069486721	0.0993227302882403
GGB79770_SGB15022	Region	HK	-0.00316902067100543	0.00111409556488792	479	27	0.00463964067294251	0.100931844130876
Roseburia_sp_BX1005	Region	HK	-0.00299559926343017	0.0010557138569618	479	29	0.0047403751811951	0.102256664622923
Anaerotignum_faecicola	Region	HK	0.0339378387835907	0.0119873038202718	479	180	0.00483408247582953	0.10340908096212
Coprococcus_SGB4669	Region	HK	-0.0134863212224954	0.00477609265555836	479	113	0.00494571279555912	0.104922683852895
Eubacterium_ventriosum	Region	HK	0.0612220390080823	0.0217289718105035	479	230	0.00504034369625674	0.106053789084353
Clostridiales_bacterium_KLE1615	Region	HK	0.0454860384198405	0.0161833278341258	479	298	0.0051472031035481	0.106514305156883
Lachnospiraceae_bacterium_OM04_12BH	Region	HK	-0.00848119660558323	0.0030229960497323	479	79	0.00522820508366468	0.106514305156883
Enorma_massiliensis	Region	HK	0.0549763719852531	0.0195765045253743	479	45	0.00518491525154214	0.106514305156883
Enterococcus_asini	Region	HK	0.00610120531754909	0.00217447050249712	479	18	0.00522381894609409	0.106514305156883
Eubacterium_sp_AF34_35BH	Region	HK	0.0450131383034008	0.0160780625052275	479	125	0.00532308202716724	0.106752746591705
Granulicatella_SGB8255	Region	HK	-0.0205181570676911	0.00732819243467191	479	336	0.00531932940964787	0.106752746591705
GGB2998_SGB3988	Region	HK	-0.00625284046262527	0.00223752195851421	479	96	0.00540676555813039	0.107590443315664
GGB79734_SGB15291	Region	HK	-0.113397982012477	0.0407536996449901	479	203	0.00560774837547482	0.110731462152645
Faecalibacterium_SGB15346	Region	HK	0.074210133445763	0.0267124183850109	479	252	0.00568311391702011	0.111363003244203
Solobacterium_SGB6834	Region	HK	-0.00366196688026969	0.00132236018776883	479	101	0.00583722034083095	0.113516247082675
Eubacterium_siraeum	Region	HK	-0.0418577227849154	0.0151561597320583	479	98	0.00597084907923748	0.115241876589493
GGB9559_SGB14969	Region	HK	0.00988165109820418	0.00359496318149429	479	77	0.00620921372381762	0.118948146485372
Shuttleworthia_satelles	Region	HK	-0.00214315914877229	0.000783199329184556	479	71	0.00644299730303546	0.12251240056957
Candidatus_Geddesella_stercoravicola	Region	HK	-0.00223726909674487	0.00081954285848865	479	46	0.00656971801831796	0.124003427595751
Candidatus_Pararuminococcus_gallinarum	Region	HK	-0.00140832427442726	0.000523245689511391	479	107	0.00736271830840892	0.13695723114265
Paraeggerthella_hongkongensis	Region	HK	0.00603956442988257	0.00224252568364334	479	17	0.00732625619593855	0.13695723114265
GGB9537_SGB14940	Region	HK	-0.00215385692414378	0.000803518850563707	479	38	0.00760502287348277	0.139961795168891
GGB9708_SGB15233	Region	HK	-0.0241324038168114	0.00901415679658925	479	52	0.00768063325337256	0.139961795168891
Firmicutes_bacterium_AM41_11	Region	HK	0.0456483635486524	0.0170530197149354	479	5	0.00768781188890285	0.139961795168891
GGB9616_SGB15051	Region	HK	-0.00421536943446782	0.00157656564336502	479	28	0.00775774650059888	0.140240389204488
Akkermansia_muciniphila	Region	HK	-0.206406101290934	0.0775285290858287	479	164	0.00802241486498872	0.144010761947035
Blautia_hydrogenotrophica	Region	HK	0.0227846079185843	0.00857324854089632	479	103	0.00813308747853072	0.144983580259641
GGB3815_SGB5180	Region	HK	-0.00483777599128767	0.00182534915741354	479	72	0.00830854851650645	0.147089958909463
Monoglobus_pectinilyticus	Region	HK	-0.0344632931709345	0.0130323619136278	479	49	0.00845236093091664	0.147600071494306
Leuconostoc_citreum	Region	HK	-0.0183705544250065	0.00694389525102586	479	137	0.00842460830608507	0.147600071494306
GGB3653_SGB4964	Region	HK	-0.0434865046849396	0.0164601847633971	479	149	0.00851454259457313	0.147681289461279
Alistipes_ihumii	Region	HK	-0.0242483570782049	0.00918993052669023	479	104	0.00859767917784802	0.148122432547221
Ruminococcus_gnavus	Region	HK	0.2450694489478	0.0935855811066366	479	369	0.00910830198697295	0.15484113377854
GGB9747_SGB15356	Region	HK	-0.0350529312806535	0.0133778374478603	479	55	0.00906740959092323	0.15484113377854
Pseudoflavonifractor_capillosus	Region	HK	-0.00136209133191998	0.000520712960692898	479	43	0.00918348284751391	0.155092108352422
Ruminococcus_bicirculans	Region	HK	0.0833873481822395	0.0320917009238037	479	193	0.00965550568171145	0.161997928659825
Clostridium_sp_AF34_10BH	Region	HK	-0.0572324303470605	0.0220701468583883	479	245	0.00980070358383754	0.16231229741749
GGB9412_SGB14767	Region	HK	0.0105908380669081	0.00408097288893256	479	32	0.00974552186060394	0.16231229741749
Anaerostipes_hadrus	Region	HK	0.168040053464636	0.0650286348525353	479	408	0.0100597203579847	0.163216342332928
Firmicutes_bacterium_AF16_15	Region	HK	-0.0874405416464074	0.033888538490172	479	258	0.0101710907887653	0.163216342332928
Lachnospiraceae_bacterium_Marseille_Q4251	Region	HK	0.017249981221264	0.00669690777725018	479	248	0.010300369091521	0.163216342332928
Blautia_faecicola	Region	HK	-0.0487958054264664	0.01889203979804	479	88	0.0100947636123867	0.163216342332928
Turicibacter_bilis	Region	HK	-0.0221557034346742	0.00859966162888159	479	186	0.0102847227668071	0.163216342332928
GGB3819_SGB5184	Region	HK	-0.0130049547157296	0.00504874514713762	479	53	0.0102984378656391	0.163216342332928
Actinomyces_dentalis	Region	HK	-0.00808084540329669	0.00313545950539697	479	217	0.0102584013953669	0.163216342332928
GGB9545_SGB14951	Region	HK	-0.00285661357538191	0.00111094046699696	479	26	0.0104322776662176	0.164292372817058
Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB71368	Region	HK	0.00808075191324752	0.00314955347405549	479	36	0.0106017889644824	0.165943855316014
Eubacteriaceae_bacterium_Marseille_Q4139	Region	HK	0.017598951699921	0.00686577148524581	479	32	0.0106741384159641	0.166063717053212
Christensenella_hongkongensis	Region	HK	0.00450067066709089	0.00175859868629047	479	145	0.0107976074627304	0.166972640703788
Dorea_sp_AF36_15AT	Region	HK	-0.0458205375693026	0.017919861780101	479	258	0.0108672671016232	0.167043560777645
Bacteroides_SGB14754	Region	HK	0.00502535316307577	0.00196780235395184	479	16	0.0109656255512062	0.167552147559205
GGB3061_SGB4063	Region	HK	-0.00727251468316937	0.00286028089735591	479	54	0.0113184841256725	0.171920406808291
Faecalicatena_contorta	Region	HK	0.0070477230940586	0.00277605036893042	479	146	0.0114413786576433	0.172764817730413
Streptococcus_oralis	Region	HK	-0.0213676346489289	0.00842886091989149	479	193	0.0115613757186904	0.173555856548995
Eubacteriales_unclassified_SGB71281	Region	HK	-0.00195218255229213	0.000770875947987924	479	39	0.011647439322742	0.173831260124877
Ruminococcus_sp_AF41_9	Region	HK	-0.0686238001961241	0.0271523022835161	479	139	0.0118141611559513	0.175300298770676
GGB9453_SGB14845	Region	HK	0.0192971978900263	0.00766038655046796	479	83	0.0120917005119317	0.178387328816832
Clostridiaceae_unclassified_SGB4747	Region	HK	0.00320636238877346	0.00127555980723476	479	19	0.0122758558705198	0.180069268683567
Olsenella_sp_KGMB02461	Region	HK	0.0157040848334938	0.00626703351028884	479	9	0.0125486244489813	0.183024539548494
Mogibacterium_timidum	Region	HK	-0.00381325134428217	0.00152432847102871	479	93	0.0126975227623241	0.184149948762068
GGB9719_SGB15273	Region	HK	-0.00797779409793727	0.00319385000015378	479	45	0.0128302267588692	0.18502916904504
Alistipes_shahii	Region	HK	-0.0159211338544236	0.0063969309680142	479	159	0.0131548948787437	0.185509008225972
Phocaeicola_plebeius	Region	HK	0.0273351738396726	0.01099140177004	479	112	0.0132248338548316	0.185509008225972
GGB9185_SGB14124	Region	HK	-0.00165031233226162	0.000663542136850484	479	15	0.0132187676286059	0.185509008225972
Leuconostoc_holzapfelii	Region	HK	-0.00324860064614651	0.00130378419521734	479	68	0.0130530134867759	0.185509008225972
Gordonibacter_massiliensis	Region	HK	0.00300118502595046	0.00120388843478623	479	24	0.0130081499806307	0.185509008225972
Eubacterium_brachy	Region	HK	-0.00358371659593651	0.00144238568536179	479	140	0.0133125474387083	0.185724506930241
GGB3175_SGB4191	Region	HK	-0.0194216397229612	0.00783865172364847	479	60	0.0135693286162998	0.186267664156959
Streptococcus_rubneri	Region	HK	-0.0336940583644922	0.0136201896661491	479	148	0.0137142923746261	0.186267664156959
Bacteroides_ovatus	Region	HK	0.0425365965526864	0.017160511742498	479	267	0.013529122519002	0.186267664156959
GGB33928_SGB15225	Region	HK	-0.00965684561691936	0.00390017875289791	479	85	0.0136323344429784	0.186267664156959
GGB29473_SGB42252	Region	HK	0.0104322203946204	0.004214316250277	479	6	0.0136540791092193	0.186267664156959
Lachnospiraceae_bacterium_NSJ_29	Region	HK	-0.00745055562860289	0.00301666374125013	479	276	0.0138678069734113	0.187361371056562
GGB9646_SGB15123	Region	HK	-0.00414522292937372	0.00169345410774317	479	76	0.014732878302499	0.196975513554765
Actinomyces_SGB17132	Region	HK	-0.00808602502400698	0.00330236111550813	479	276	0.0147019461375562	0.196975513554765
Sphingomonas_SGB63305	Region	HK	0.00202704527547687	0.000833498857638499	479	17	0.0153838731152727	0.198444232597513
GGB12785_SGB19827	Region	HK	-0.00223280902247712	0.000916205632622772	479	67	0.01517352580081	0.198444232597513
GGB80140_SGB15224	Region	HK	-0.024691901153523	0.0101352332610872	479	60	0.0152055976228854	0.198444232597513
Parascardovia_denticolens	Region	HK	-0.00238420515425412	0.000979701476272425	479	66	0.0153155440420194	0.198444232597513
GGB9621_SGB15073	Region	HK	-0.00194149946495017	0.000797430784261973	479	37	0.0152700827786028	0.198444232597513
GGB34228_SGB72916	Region	HK	-0.00150047249343366	0.00061565694721153	479	27	0.0151664050483263	0.198444232597513
Eubacteriales_unclassified_SGB15145	Region	HK	-0.00137958422009837	0.000566493804358758	479	33	0.0152446905945708	0.198444232597513
Bulleidia_extructa	Region	HK	-0.00165656138202258	0.000682928102040002	479	60	0.0156499580154079	0.200867211127761
Clostridiales_Family_XIII_bacterium_BX16	Region	HK	-0.0259292058073058	0.0107954384298955	479	218	0.0166931049463983	0.210054903908846
GGB9580_SGB14996	Region	HK	0.00964289742491244	0.00401311441492994	479	21	0.0166490081262519	0.210054903908846
Parvimonas_SGB6649	Region	HK	-0.00193072238340171	0.00080355705432657	479	73	0.0166547040788957	0.210054903908846
Candidatus_Neoruminococcus_faecicola	Region	HK	-0.00100172227394019	0.000416945208331448	479	29	0.0166633582454619	0.210054903908846
Clostridium_sp_AM22_11AC	Region	HK	0.0394139424144971	0.0164510972913404	479	226	0.0169674063867423	0.21145018290192
Eubacterium_SGB4961	Region	HK	-0.00456218784142128	0.00190424759243682	479	21	0.0169687330260208	0.21145018290192
Waltera_intestinalis	Region	HK	-0.0679240913071742	0.028500004021777	479	196	0.0175485908539868	0.216608104297571
Parabacteroides_faecis	Region	HK	0.00530314007986018	0.00222517982806545	479	22	0.0175514163201771	0.216608104297571
Gemella_haemolysans	Region	HK	-0.00289568197039745	0.00122086258027177	479	122	0.0180960906623532	0.218861966055466
Clostridium_SGB4751	Region	HK	0.00582123207941433	0.00245569067975944	479	71	0.0181603423333909	0.218861966055466
GGB33469_SGB15236	Region	HK	-0.0444928341591954	0.0187515066102033	479	82	0.0180512529691056	0.218861966055466
GGB3118_SGB4130	Region	HK	-0.00402447315060332	0.00169323377259148	479	21	0.0178572786899989	0.218861966055466
GGB9290_SGB14247	Region	HK	-0.00470367361040224	0.00198414453510471	479	37	0.018154349911661	0.218861966055466
GGB12785_SGB19825	Region	HK	-0.0012959733588084	0.000547750121677306	479	39	0.0183805749404273	0.220481008748022
Dielma_fastidiosa	Region	HK	-0.006296374817501	0.00267426785724902	479	85	0.0189556073435117	0.226321135119975
Bariatricus_massiliensis	Region	HK	0.00856251618647812	0.00364374865103938	479	30	0.0191840980892332	0.227988795347508
GGB3511_SGB4688	Region	HK	-0.00487308165841573	0.00208388786530807	479	48	0.0197757629228978	0.233535639460015
GGB9345_SGB14311	Region	HK	-0.0437386406972374	0.0187127756007322	479	54	0.0198327890153032	0.233535639460015
GGB33469_SGB15237	Region	HK	-0.00237780617394817	0.00101822464264494	479	29	0.0199442699625106	0.233775986272898
GGB58158_SGB79798	Region	HK	-0.00111543616219083	0.000478407025798935	479	100	0.0201392326926795	0.234988228736856
GGB9640_SGB15115	Region	HK	-0.00534204428173976	0.00229386863418156	479	27	0.020284615234857	0.235093557276656
Cloacibacillus_evryensis	Region	HK	0.018698355489084	0.00803207138747058	479	33	0.0203314256779967	0.235093557276656
Parabacteroides_distasonis	Region	HK	0.0828002712936675	0.0356659725910004	479	341	0.0206776898546449	0.238025245994949
Phascolarctobacterium_SGB5790	Region	HK	0.0167541296338795	0.00722699599672428	479	18	0.0208566403623303	0.23901337415224
Mogibacterium_sp_NSJ_24	Region	HK	0.0189831863671542	0.00822617939293173	479	128	0.0214454696051691	0.244668979895418
TM7_phylum_sp_oral_taxon_352	Region	HK	-0.0121532625854908	0.00528681387237575	479	293	0.0219484519149453	0.247525562361253
Merdimonas_faecis	Region	HK	0.0165100785958773	0.00718942213168186	479	59	0.0220833106463524	0.247525562361253
Bilophila_SGB15451	Region	HK	-0.00354323803228587	0.00154603510069723	479	13	0.0223507154395617	0.247525562361253
Streptococcus_constellatus	Region	HK	-0.00775315929160862	0.00337476364367473	479	157	0.0220284741003738	0.247525562361253
GGB3619_SGB4894	Region	HK	-0.0193557083628549	0.00844497262982911	479	85	0.0223415488147564	0.247525562361253
GGB51269_SGB5062	Region	HK	-0.00889523266062697	0.00388187729396519	479	38	0.0223708338402067	0.247525562361253
